"","x"
"161","Noticias de hoy:

<U+274C> PP: Bárcenas tira de la manta

<U+274C> PSOE: oculta el dictamen del Consejo de Estado sobre fondos europeos

<U+274C> Podemos: la niñera de Iglesias y las costas procesales del partido

<U+2705> Cs: acabamos con los aforamientos en Murcia, como exigimos al PP. Regeneración <U+0001F4AA> https://t.co/4SndXbky33"
"162","Lamentamos profundamente que exista una batalla dentro del Gobierno por las leyes LGTBI y trans. Desde Cs pedimos que se olviden los prejuicios e intereses de partido en una cuestión de derechos y libertades como ésta.

La lucha por la igualdad siempre debe unir, nunca enfrentar. https://t.co/3kHanIiZSk"
"163","<U+0001F6A8> Los expertos recomiendan encarecidamente su uso para protegernos de las nuevas cepas de #COVID19...

<U+2757><U+FE0F>... ¡Pero el Gobierno de niega a reducir su IVA!

<U+0001F449> Desde Cs seguiremos insistiendo. 

<U+25B6><U+FE0F>https://t.co/2kBi0P8YJ8 https://t.co/tRxfx6L4tx"
"164","<U+274C> Junts per Cat está investigado por los contratos de Borràs.
<U+274C> ERC por el caso Voloh.
<U+274C> Podemos por el caso neurona.
<U+274C> PP por la Caja B.
<U+274C> PSC por Núria Marín.

<U+0001F34A> @CarrizosaCarlos ""Cs es el único partido limpio"" #ParaQueGaneLaSanidad https://t.co/7Em6ZFnQo1"
"165","<U+0001F3E5> Conoce nuestras medidas #ParaQueGaneLaSanidad:

<U+2705> Dedicar a la salud el dinero de los chiringuitos.
<U+2705> Reconocer a todo el sector sanitario con una paga extraordinaria.
<U+2705> Impulsar las farmacias.

<U+0001F34A> @CarrizosaCarlos #ParaQueGaneLaSanidad https://t.co/b9SJ5KcZK5"
"166","<U+0001F3E5> La sanidad va a ser la prioridad de @CiutadansCs desde el Govern.

<U+0001F489> @CarrizosaCarlos ""Queremos abrir una autopista a la vacunación para que no haya que esperar hasta 2023 para que todos los ciudadanos estén inmunizados"" #ParaQueGaneLaSanidad https://t.co/HwTfkMgm8q"
"167","<U+274C> El Gobierno de España se ha escondido detrás de las CCAA.

<U+26D4><U+FE0F> Y el Govern no quiere gestionar, sino buscar la independencia.

<U+0001F34A> @CarrizosaCarlos ""Illa y Sánchez solo querían quitarse las responsabilidades y anotarse el logro de las vacunas"" #ParaQueGaneLaSanidad https://t.co/LFUyt3QfcA"
"168","<U+0001F34A> Cs ha sido responsable desde el gobierno y desde la oposición ante la crisis.

<U+2705> @CarrizosaCarlos ""Anteponemos el bienestar de los ciudadanos y por eso desde el primer momento tendimos la mano a la Generalitat para enfrentar la pandemia"" #ParaQueGaneLaSanidad https://t.co/xBtcCf1a97"
"169","<U+0001F34A> @CarrizosaCarlos ""Cuando estuve ingresado por #COVID19 pude ver el gran esfuerzo de todos los profesionales sanitarios"" #ParaQueGaneLaSanidad

<U+0001F469><U+0001F3FC><U+200D><U+2695><U+FE0F><U+0001F468><U+200D><U+0001F52C> Su gran sacrificio ha sido esencial para poder enfrentar la crisis sanitaria. https://t.co/dCxwOUicln"
"170","<U+26AB><U+FE0F> Enviamos nuestro pésame a las familias de las 112 personas que han perdido la vida en Cataluña en las últimas 24 horas.

<U+0001F34A> @CarrizosaCarlos ""Esta pandemia ha sacudido profundamente a la sociedad y tenemos que actuar con vocación y responsabilidad"" #ParaQueGaneLaSanidad https://t.co/dDf9yUh1To"
"171","<U+2705> @CarrizosaCarlos es el mejor candidato para que Cataluña gestione correctamente la crisis sanitaria.

<U+0001F34A> @JRBauza ""Necesitamos un Govern serio y estable para los ciudadanos"" #ParaQueGaneLaSanidad https://t.co/Od5X73F9pE"
"172","<U+0001F926><U+200D><U+2642><U+FE0F>Para Simón, los farmacéuticos no forman parte del sistema sanitario de primera instancia.

<U+0001F637>@JRBauza ""Sufrimos falta de EPIs. La Administración Pública nos los tendría que haber dado porque atendíamos a personas que no sabíamos si estaban contagiadas"" #ParaQueGaneLaSanidad https://t.co/8YlVWdeyfX"
"173","<U+0001F691>  José es técnico en emergencias en Barcelona.

<U+0001F3E5> ""Sufrimos la urgencia de adaptarnos a una nueva situación y la falta de EPIs para protegerse. En muchos casos no había recursos para tratar a los pacientes"" #ParaQueGaneLaSanidad https://t.co/wedXpp8DJZ"
"174","<U+26A0><U+FE0F> El sistema sanitario de Cataluña no estaba preparado para la pandemia.

<U+0001F34A> @Heydirohernadez ""Necesitamos más médicos; muchos pacientes están quedando relegados a largas listas de espera"" #ParaQueGaneLaSanidad

<U+0001F449> Necesitamos activar un Plan de Choque. https://t.co/e0GBxviG5j"
"175","<U+0001F4AA><U+0001F34A> El grupo sanitario de @CiutadansCs en el Parlament continúa creciendo y mejorando.

<U+2705> @JSolerCs ""Se suma a nosotros Heydi Hernández, que ha enfrentado la pandemia en primera línea"" #ParaQueGaneLaSanidad https://t.co/P0IPjdQll5"
"176","<U+0001F468><U+200D><U+2695><U+FE0F> Matías cuenta su experiencia como sanitario en Terrassa.

<U+0001F3E5> ""Se está abusando un poco de la vocación de servicios. Tenemos que trabajar con una gran escasez de medios y somos víctimas de medidas contradictorias"" #ParaQueGaneLaSanidad https://t.co/Bp0j81aJ5Q"
"177","<U+0001F469><U+0001F3FC><U+200D><U+2695><U+FE0F> Isabel nos cuenta su experiencia como sanitaria en Lleida.

<U+0001F3E5> ""Las matronas nos hemos tenido que reinventar ante la crisis. Ha aumentado la atención a domicilio y eso incrementa el esfuerzo físico y económico para atender bien a los ciudadanos"" #ParaQueGaneLaSanidad https://t.co/uiRZimp3YS"
"178","<U+0001F6A8> 1 de cada 1.000 personas en Castilla y León están hoy ingresados en un hospital luchando contra el #COVID19 

<U+0001F34A> @FranciscoIgea ""Es necesario reconocer a los sanitarios que están al pie del cañón trabajando en un auténtico infierno"" #ParaQueGaneLaSanidad https://t.co/l7JY2t0mLb"
"179","<U+274C> Tenemos que poner fin a la estrategia de regate corto que se ha adueñado de la política.

<U+0001F34A> @FranciscoIgea ""Hay que mirar a largo plazo para no equivocarse"" #ParaQueGaneLaSanidad

<U+0001F449> La crisis del #COVID19 requiere de políticas responsables. https://t.co/2avpUtJydg"
"180","<U+2705> Cuando tratas a los ciudadanos como adultos responden como adultos.

<U+0001F34A> @FranciscoIgea ""Lo demostramos con la gestión de la crisis que hicimos desde Castilla y León"" #ParaQueGaneLaSanidad

<U+26D4><U+FE0F> Quedó claro quién tiene capacidad de liderazgo más allá de los discursos. https://t.co/WF3ocdpo39"
"181","<U+0001F9A0> La crisis del #COVID19 pasará a la historia por todo el dolor y horror que ha causado.

<U+0001F34A> @FranciscoIgea ""En Castilla y León el trabajo de Cs ha sido muy importante para enfrentar la crisis de la mejor forma"" #ParaQueGaneLaSanidad https://t.co/5tKArrayLR"
"182","<U+0001F637> Iniciamos este acto enviando nuestro apoyo a los sanitarios y a aquellos más golpeados por la crisis del #COVID19 

<U+0001F34A> @JSolerCs ""Desde el Parlament @CiutadansCs ha marcado la agenda sanitaria y este año es más importante que nunca"" #ParaQueGaneLaSanidad https://t.co/9a6QVRtMje"
"183","<U+0001F9E1> Hoy presentamos nuestra propuesta #ParaQueGaneLaSanidad en Cataluña. 

<U+0001F449> @CarrizosaCarlos, @FranciscoIgea, @JRBauza, @JSolerCs y Heydi Hernández te cuentan todos los detalles.

<U+0001F51B> ¡No te lo pierdas!

<U+0001F4E1> Acompáñanos #EnDirecto. https://t.co/UjOM3OMVcX"
"184","<U+0001F51D> Andalucía lidera el número de nuevos trabajadores autónomos. 
<U+0001F34A> Las medidas impulsadas por @CiudadanosCs en la @AndaluciaJunta generan confianza. 
<U+0001F4FD> @JuanMarin_Cs “Ciudadanos se ha convertido en el gran aliado de este colectivo desde su llegada al Gobierno andaluz” https://t.co/cO0MjMaVWp"
"185","<U+0001F9A0> La vacuna es la esperanza frente a la pandemia.

<U+274C> No permitiremos que ningún político se aproveche de su cargo para saltarse la cola de la vacunación. 

<U+0001F3DB> @mikysalo ha defendido en el @SenadoEsp nuestra moción para instar al Gobierno a garantizar una #VacunaSinPrivilegios. https://t.co/a6bs617p31"
"186","<U+0001F34A>  Esta tarde acompaña a @carrizosacarlos, @JRBauza, @jsolerCs y @FranciscoIgea en el encuentro #ParaQueGaneLaSanidad  

<U+0001F4BB> ¡No puedes perdértelo! 

<U+0001F51B> A partir de las 17:45h síguelo #EnDirecto aquí  https://t.co/qkq8vdDYLD https://t.co/fs9bjKtFIR"
"187","<U+26AB><U+FE0F> Ayer la pandemia se llevó a 743 personas en España.

<U+274C> Mientras, en el Congreso aprobaban la mesa de chantaje de ERC.

<U+0001F3A5> @carrizosacarlos ""A los socialistas solo les importa el tripartito. Cs es la única garantía de que se atiendan los problemas reales"". #ParaQueGanemosTodos https://t.co/ZgrkcAfhVA"
"188","<U+0001F4AA> El sector farmacéutico lucha en primera línea contra el #COVID<U+30FC>19.

<U+0001F6A8> Urge dotarles de recursos para facilitar su respuesta ante la pandemia.

<U+0001F3A5> @carrizosacarlos ""Cs elevaremos una Ley que conecte las farmacias con el Sistema sanitario público"".

#ParaQueGanemosTodos <U+0001F9E1> https://t.co/o221jH8JSI"
"189","<U+0001F3F0> Hoy @carrizosacarlos, junto a @JRBauza y @blanca_vic, han paseado por las calles de Castelldefels para conocer la situación del sector comercial y farmacéutico.

<U+0001F399><U+FE0F> Después ha atendido a los medios de comunicación.

<U+0001F4F2> ¡Te lo explicamos a continuación!

#ParaQueGanemosTodos <U+0001F9E1> https://t.co/O2EkzjxgPI"
"190","Al-Andalus era toda la península, no solo el sur. 

El Califato se lo cargan las Taifas en 1031, 400 años antes de la Monarquía hispánica.  

El modo de vida en España es occidental, nos parecemos más a Italia que a Siria. 

No da ni una. 

https://t.co/DuC3IMXwa1"
"191","Pedimos al Gobierno de España que reduzca el IVA del 21% al 10% de los servicios deportivos.

Incluir rutinas de deporte en nuestra vida es una actividad saludable. Debemos fomentarlo y no tratarlo como un bien de lujo.
#PolíticaÚtil <U+0001F447><U+0001F3FB>
https://t.co/wjNW4JnV0z"
"192","Cs exigió al PP la supresión de los aforamientos en la Región de Murcia para la investidura de 2017. Hoy, tras mucho trabajo, la Región es más limpia, más igualitaria y ha eliminado este privilegio político. 

Donde gobierna Cs, hay regeneración y lucha contra la corrupción<U+0001F447> https://t.co/PiTeMYnNFM"
"193","‘Cs propone un plan de choque para el retorno de las empresas, que lo primero que quieren es seguridad jurídica. Para conseguirlo, Cataluña debe ser un entorno business friendly, con menos burocracia’.

Mi entrevista de hoy en @expansioncom<U+0001F447>
https://t.co/uPjrFbIVVq"
"194","Existe un informe del Consejo de Estado sobre el RDL 36/2020 -el de gestión de fondos europeos convalidado la semana pasada con el apoyo de Bildu y Vox- que es muy crítico con cómo va a emplear y repartir el Gobierno la ayuda europea.

Recuerden quién les dio un cheque en blanco. https://t.co/M3BVxtkcjQ"
"195","<U+0001F6A8> El PSOE escucha SOLO a los que se saltan la ley.
 
<U+0001F631> Están más preocupados de dar privilegios a Puigdemont y Junqueras que de atender los problemas reales de los catalanes.

<U+0001F5F3><U+0001F34A> ¡Evitemos esta tropelía votando a @CiutadansCs!

<U+0001F4A5> Tremendo repaso de @InesArrimadas a Iceta. https://t.co/dF0EDUYUUV"
"196","Draghi acepta el encargo de formar Gobierno en Italia: ""Ganar la pandemia y relanzar el país son nuestros desafíos"".

Los italianos lo tienen claro: su mejor hombre para acabar con la gran crisis sanitaria y económica.  

Whatever it takes.

https://t.co/jcAkm2ZlWH"
"197","En Castelldefels, a pie de calle junto a @JRBauza y @blanca_vic, conversando con comerciantes y farmacéuticos, que están en primera línea atendiendo a los ciudadanos. Son un eje central en la lucha contra la #Covid_19 y urge dotarles de todos los recursos #ParaQueGanemosTodos. https://t.co/G8ASHeakoH"
"198","<U+0001F34A>Tras 4 años de trabajo de Cs en el @Congreso_Es y el @SenadoEsp... 

<U+0001F4AA> Hoy la Región de Murcia es ejemplo de igualdad y regeneración política al decir #STOPAforamientos.

<U+274C> Se acabaron los privilegios. https://t.co/0NzLQ5m3au"
"199","Los señores de Vox quieren atajar el problema de la crisis migratoria en Canarias con populismo y odio. Pero la dejadez de este Gobierno no se compensa con irresponsabilidad por parte de la oposición.

Urgen soluciones reales para acabar con las mafias y proteger a las víctimas. https://t.co/qearq4Uxo3"
"200","La fuga de empresas que desató el procés en Cataluña no se detiene y va a más. Para revertirla, necesitamos un nuevo Govern de Cs que impulse un Plan de Retorno de Empresas:

<U+2705> Menos impuestos
<U+2705> Menos burocracia
<U+2705> Seguridad jurídica
<U+2705> Ayudas y apoyo

https://t.co/IbXG6X2KdT"
"201","Se pasan el día pidiendo más restricciones para la sociedad civil valenciana y luego ellos se las pasan por el arco del triunfo

El alcalde de Catarroja, de Compromís, pasa por encima de las restricciones que SÍ cumplen el resto de ciudadanos

Los políticos debemos dar ejemplo. https://t.co/KAg47kAoRK"
"202","Tras permitir que el decreto del Gobierno Frankenstein sobre los fondos europeos se aprobara, ahora VOX solicita el informe del Consejo de Estado.

En estas cosas el orden de los factores sí altera el producto. Siguen siendo responsables de lo que hagan.

https://t.co/FDNd2TcdQN"
"203","<U+2049><U+FE0F> ¿Qué consigue VOX con su discurso irresponsable y populista sobre la migración?

<U+0001F44E>Fomentar el odio
<U+0001F44E>Dañar la convivencia
<U+0001F44E>Simplificar los problemas
<U+0001F44E>Complicar la búsqueda de soluciones reales.

<U+0001F3DB><U+FE0F><U+0001F44F>¡Gran repaso de @MGutierrezCs hoy en el @Congreso_Es a los señores de Vox! https://t.co/W8kHpfIykt"
"204","<U+0001F474><U+0001F475>Nuestros mayores lo dieron todo por nosotros y debemos recompensarles. 

<U+0001F34A>@CiutadansCs propone: 
<U+2705>Abono transporte T-Gran para que viajen sin límites por Cataluña.
<U+2705>Carnet Gran con descuentos en ocio, cultura y servicios.

 <U+25B6>¡Lo cuenta @InesArrimadas! #ParaQueGanemosTODOS https://t.co/i88UzhX28o"
"205","Recibimos en el Congreso al presidente de @PhrmMar. Sus investigaciones en la lucha contra la pandemia están dando resultados muy esperanzadores: han desarrollado un antiviral que reduce drásticamente la carga vírica de la #Covid19. Es crucial apoyar a la ciencia e investigación. https://t.co/38ogcRjK28"
"206","Desde el lunes solicitamos que se dé a conocer el dictamen del Consejo de Estado sobre el Real Decreto de los fondos europeos. 
Sospechamos que no es nada halagüeño para el Gobierno y por eso lo ocultan. Un nuevo ataque a la transparencia y la democracia.
https://t.co/33eBjSqIC0"
"207","<U+0001F6A8> Exigimos que se investigue el posible uso de fondos públicos para pagar a una niñera de Pablo Iglesias e Irene Montero. 

<U+2757><U+FE0F> ¡Es muy grave!

<U+0001F3DB> @BalEdmundo ""La Fiscalía debe investigarlo para identificar posibles responsabilidades"" #ActualidadCs https://t.co/YUMud6K0hV"
"208","<U+26A0><U+FE0F>El uso sin control de los fondos europeos es un nuevo ataque contra la transparencia.

<U+2757><U+FE0F>A esto se unen lo ataques a la libertad de prensa por parte de miembros del Gobierno.

<U+0001F3DB> @BalEdmundo ""Golpean la columna vertebral de una sociedad avanzada: la transparencia"" #ActualidadCs https://t.co/VaSxrzszsl"
"209","<U+0001F1EA><U+0001F1FA> Defendemos que exista una agencia independiente que evalúe el uso de los fondos europeos

<U+274C>El Gobierno Frankenstein con la ayuda de VOX no quiso hacerlo

<U+0001F3DB> @BalEdmundo ""Ahora el Consejo de Ministros repartirá el dinero de todos los españoles sin ningún control"" #ActualidadCs https://t.co/DOhCZdOBOW"
"210","<U+2757><U+FE0F> El Consejo de Estado sirve como una garantía de los derechos de los ciudadanos.

<U+0001F914> ¿Por qué el Gobierno oculta su informe sobre los fondos europeos?

<U+0001F3DB>  @BalEdmundo ""¿Cuál es el miedo? Es una nueva muestra de cómo se cargan las instituciones independientes"" #ActualidadCs https://t.co/D8tMqKtITZ"
"211","<U+0001F4E1> @BalEdmundo ha atendido a los medios de comunicación en el @Congreso_Es  

<U+0001F34A> ¡Te contamos la #ActualidadCs a continuación! https://t.co/gQZujIU7NV"
"212","<U+0001F519>Ayer se constató el pacto para el tripartito que ERC PSOE y Podemos pretenden reeditar en Cataluña. 

<U+26A0>Lo que aprobaron no fue ya la mesa del chantaje, sino su programa electoral con: indultos, privilegios y cesiones.  

<U+0001F34A>El #14F, vota @CiutadansCs #ParaQueGanemosTODOS https://t.co/BwocB9KJKw"
"213","Restricciones sí, pero ayudas también. El Gobierno no puede seguir mirando hacia otro lado mientras se destruye nuestro tejido empresarial.

44.759 negocios han echado ya la persiana. La gran mayoría, autónomos y PYMES a los que Sánchez sigue asfixiando. https://t.co/i1QOH7hpWH"
"214","El Gobierno evitó incluir el informe negativo del Consejo de Estado en el decreto de los fondos.

El informe no se ha hecho público y es “muy crítico” con los planes plasmados en el decreto.

Pedro Sánchez no ha respondido hoy a este asunto en el Congreso.
https://t.co/0CgBEit8qc"
"215","Como dice @InesArrimadas en #SesiónDeControl

El PSC aprobó retomar la ""mesa del chantaje"" con los separatistas después del #14F<U+0001F5F3><U+FE0F>

¿Para hablar de #autónomos o #STOPokupas? NO.

Hablarán de refendums y concesiones a los líderes del procés.

La misma rueda de hámster de siempre<U+0001F926><U+200D><U+2642><U+FE0F> https://t.co/g2rR53aT5L"
"216","La inmunidad de rebaño socialista progresa adecuadamente. 

El alcalde del PSOE de Benlloc, Àngel Ribes, también se vacunó cuando no le correspondía.  https://t.co/pmzdrYpFEC"
"217","<U+0001F449>Hoy debatimos las Cuentas Generales del Estado de 2017 y 2018. 

<U+0001F3DB>@MariaPG1980 ""Es un indicador de la poca importancia que le está dando el Gobierno a la fiscalización"" #Senado

<U+0001F926><U+200D><U+2642><U+FE0F>Si la Administración no cumple...

<U+2049><U+FE0F>¿Con qué autoridad moral piden a los autónomos que cumplan? https://t.co/1tU0llZvlr"
"218","<U+26A0><U+FE0F> @InesArrimadas ""Señor Iceta, usted ha sido el muñidor de los tripartitos con el nacionalismo en Cataluña"" #SesiónDeControl 

<U+2705> El cambio solo llegará con @CiutadansCs en el Govern.

<U+0001F5F3> Esperemos que después del #14F no haya mesa del chantaje y sí futuro para los catalanes. https://t.co/kCxiMyWxGl"
"219","<U+0001F449>Ayer quedaron claras las prioridades del Gobierno Frankenstein: aprobaron retomar la mesa del chantaje. 

<U+0001F3DB> @InesArrimadas ""Reconocieron que quieren un tripartito en Cataluña con ERC"" #SesiónDeControl  

<U+0001F92F> De nuevo ponen por delante de las familias a los que se saltan la ley. https://t.co/RacGnHTKD9"
"220","<U+0001F325><U+FE0F> ¡Buenos días y #FelizMiércoles!

<U+0001F3DB><U+FE0F> @InesArrimadas pregunta hoy al señor Iceta, como nuevo ministro de Política Territorial, sobre sus prioridades respecto a la situación en Cataluña. 

<U+0001F51B> Sigue la #SesiónDeControl a través de este enlace https://t.co/oPa8xZ4kK4 https://t.co/u7jb8l8JZH"
"221","Pregunta que he hecho hoy a PSOE y UP:

Que hace un hotel de más de 50 trabajadores, con CERO ingresos y unos gastos fijos mensuales de 130.000 €???
Obviamente...no me han contestado!

No saben o no quieren saber...que es lo peor!<U+0001F621> https://t.co/rXiOkwgW1Z"
"222","Si no fuera por @CiutadansCs (y porque estamos en período electoral <U+0001F609>) TV3 jamás hubiera emitido este vídeo #ParaQueGaneLaDemocracia https://t.co/zkazT5sc3w"
"223","Ni quito ni pongo nada en este tweet <U+0001F447><U+0001F3FC><U+0001F447><U+0001F3FC><U+0001F447><U+0001F3FC>
Eva Parera, nº 3 del PP al 14-F, a favor de los indultos: ""No nos debe dar miedo la palabra"" https://t.co/lXw1ZLFvex"
"224","El PSOE acepta sentarse en la mesa de diálogo a propuesta de ERC.

Hablarán, entre otros temas,  de amnistía y de autodeterminación. 

Estamos en el quinto día de la campaña electoral en Cataluña. 

Sin vergüenza, sin disimulo. https://t.co/rgEc0EXRvm"
"225","Abierto el plazo para que los ayuntamientos puedan solicitar ayudas al comercio local.

Trabajamos para revitalizar cada punto de la Comunidad de Madrid y que ningún negocio más tenga que echar el cierre. https://t.co/cbqTOUmxOK"
"226","El día que han fallecido 724 españoles por #Covid_19 y conocemos que el paro sube casi un 30% en un año en Cataluña, me avergüenza profundamente ver al separatismo pidiendo una mesa de chantaje y, sobre todo, a los socialistas aceptándola. El #14F, demostremos que somos más."
"227","Hoy en el @Congreso_Es se ha aprobado el programa de gobierno del nuevo tripartito que prepara el PSOE en Cataluña. 

Al apoyar la moción de ERC quedaron al descubierto: quieren indultos, privilegios y olvidar los problemas reales de los catalanes. 

Muy clara @InesArrimadas <U+0001F447> https://t.co/qxAJwXDs25"
"228","<U+26AB><U+FE0F> En las últimas 24 horas hemos perdido 724 vidas por #Covid19, la jornada más negra desde abril. No podemos normalizar tanto dolor. 
El Gobierno debe tomar conciencia de la situación. 
Necesitamos un Plan Nacional de medidas sanitarias y prepararnos para acelerar la vacunación. https://t.co/b5Hs7RRdwZ"
"229","Día 5 #CampañaCataluña

Presentamos nuestras medidas #ParaQueGanenLosAutónomos. A quien se arriesga poniendo en marcha un negocio hay que darle facilidades, no problemas. Cs ya gobierna en cuatro CCAA, demostrando que sí se puede ayudarles. El #14F podremos hacerlo en Cataluña. https://t.co/49QLsq4LuR"
"230","Es urgente que el IMV despegue y por eso desde Cs proponemos: 

<U+2705> Eliminar las trabas burocráticas 
<U+2705> Ayudarse de las CCAA y el Tercer Sector
<U+2705> Reconocer el IMV, excepcionalmente, a los beneficiarios de rentas de inserción autonómicas
<U+2705> Mantener la prestación por hijo a cargo https://t.co/aGIsoirZiL"
"231","ERC-PSOE-Podemos acaban de acordar el programa del tripartito que quieren reeditar tras el #14F:

<U+25AA><U+FE0F>Indultos a los líderes del procés
<U+25AA><U+FE0F>Privilegios al nacionalismo
<U+25AA><U+FE0F>Ignorar a los ciudadanos que cumplen

Hay que frenarlo en las urnas. Votemos un Govern para todos los catalanes<U+0001F447> https://t.co/qwknm8hVQu"
"232","<U+0001F534> El PSOE lo ha dejado claro: 

<U+0001F92F> Ha aprobado en el @Congreso_Es el programa de gobierno de su nuevo tripartito: una mesa del chantaje con privilegios y que se rinde ante el 'procés'.

<U+0001F34A><U+0001F5F3> ¡La única manera de evitarlo es votar a @CiutadansCs! https://t.co/iBxh0Yoi1b"
"233","<U+0001F926><U+200D><U+2642><U+FE0F> El Gobierno de España llegó tarde a la primera ola, a la segunda y a la tercera...

<U+0001F3DB> @RuthGoni ""Pero aún podemos llegar a tiempo a frenar el impacto de la pandemia en la salud mental"" #Senado

<U+2757><U+FE0F> Urge una Estrategia Nacional para apoyar a los colectivos más vulnerables. https://t.co/2iRsiJdf6j"
"234","<U+0001F6A8> La posición del expresidente Zapatero respecto al deterioro de la democracia en Venezuela lleva años siendo vergonzosa. 

<U+0001F92F> Y ahora nos enteramos que se reunió con la ministra de Exteriores antes de su último encuentro con Maduro.  

<U+0001F1FB><U+0001F1EA> Preguntamos sobre ello al Gobierno. https://t.co/9brEurAF4o"
"235","<U+26A0><U+FE0F>El tripartito en Cataluña está cerrado y lo estamos viendo con la moción de la mesa del chantaje. 

<U+2757><U+FE0F>ERC es 'procés' y el PSC quiere gobernar con ellos lo que significará: privilegios, cesiones e indultos.

<U+0001F3DB> @jmespejosaav ""Los catalanes podemos evitarlo el próximo #14F"". https://t.co/5UkVztal5C"
"236","<U+0001F4AA> Salgamos a votar en masa el #14F para evitar que el PSC nos vuelva a vender.

<U+0001F3DB> @InesArrimadas ""La mesa del chantaje solo sirve para conceder indultos a Junqueras"" #ActualidadCs 

<U+2705> Podemos evitarlo saliendo a votar por @CiutadansCs https://t.co/05KGGD1js3"
"237","<U+0001F6A8> Se acaba de constatar el pacto para otro tripartito de PSC y ERC, ahora liderado por los nacionalistas.

<U+0001F3DB> @InesArrimadas ""Ya conocemos su programa electoral: una mesa de chantaje y privilegios que tapa todos los problemas reales"" #ActualidadCs

<U+274C> Ya no engañan a nadie. https://t.co/Y25lIZfdEY"
"238","<U+0001F3DB> @InesArrimadas atiende a los medios de comunicación tras la aprobación del Gobierno Frankenstein de la moción de ERC sobre la mesa de la vergüenza #ActualidadCs 

<U+0001F4E1> Síguelo #EnDirecto https://t.co/LsTaV4rjxa"
"239","<U+0001F1EA><U+0001F1FA> Europa ha dicho que NO sancionará a quienes bajen el IVA de las mascarillas.

<U+0001F637>Tras la recomendación de los expertos de usar las FFP2 ante las nuevas cepas de la #COVID19...

<U+0001F3DB> @TomasMarcos ""¿Va a dignarse el Gobierno a bajar de una vez el IVA de estos productos?"" #Senado https://t.co/Alx4TSFQFE"
"240","<U+0001F34A> ¿Conoces el Plan Urgente de Retorno de Empresas de @CiutadansCs?

1<U+20E3> Seguridad jurídica.
2<U+20E3> Menos impuestos y más avales públicos para las empresas.
3<U+20E3> Menos burocracia y papeleo.
4<U+20E3> Plan de Reconstrucción Industrial.

<U+0001F5F3><U+FE0F> El 14F vota #ParaQueGanemosTodos en Cataluña. https://t.co/J9gVwRmmvG"
"241","Nos hemos reunido con @Farmaindustria para abordar los retos de la innovación en España y la necesidad de que nuestro país apueste decididamente por la inversión en I+D+i. Es una cuestión fundamental y seguiremos trabajando en las instituciones para conseguirlo. https://t.co/jCMAP5sSCP"
"242","La hostelería necesita un Plan Nacional de Rescate que aporte ayudas directas para garantizar su supervivencia. Desde Cs pedimos:

<U+2705> Tarifa plana de 60 €/mes para quienes reabran el negocio
<U+2705> Fondo plurianual 2021-2023 para ayudas
<U+2705> Diálogo con el sector https://t.co/t6T4O4T8lj"
"243","El Plan de Rescate #ParaQueGanenLosAutónomos:

<U+2705>Ayudas hasta 4.000€ para locales cerrados
<U+2705>Recuperación hasta 75% pérdidas anuales
<U+2705>Apoyos industriales
<U+2705>Cero ingresos, cero cuotas
<U+2705>Tarifa plana para reactivar la actividad
<U+2705>Microcréditos y subvenciones
<U+2705>Plan ocio nocturno https://t.co/RpzWcHE9hk"
"244","<U+0001F34A><U+0001F4AA> Cs sí sabe lo que es trabajar fuera de la política.

<U+0001F449> No somos como otros políticos que nunca han tenido que ganarse la vida fuera de un cargo.

<U+0001F4FD><U+FE0F> Así lo cuentan @CarrizosaCarlos, @MarinaBS_Cs, @IgnacioAguado y @AnaMartinezVid1. #ParaQueGanenLosAutónomos https://t.co/55d7rUdBds"
"245","<U+26A0><U+FE0F>En Cataluña sufrimos un Gobierno de España que se esconde tras las CCAA y un gobierno autonómico que no quiere gestionar sus responsabilidades

<U+0001F34A>@CarrizosaCarlos ""El ejemplo de @Cs_Madrid y @CsRegionMurcia muestra que otra forma de gestión es posible"" #ParaQueGanenLosAutónomos https://t.co/H4zMVDgh45"
"246","<U+0001F198> Las medidas restrictivas tienen que acompañarse de ayudas directas.

<U+274C> En Cataluña no ha ocurrido eso, porque el Govern solo piensa en indultos.

<U+0001F34A> @CarrizosaCarlos ""Tenemos 550 mil autónomos y necesitan nuestro apoyo"" #ParaQueGanenLosAutónomos https://t.co/ciGgpBDZ7l"
"247","<U+0001F92F> En medio de una crisis sanitaria y económica, el separatismo se empeña en hablar de independencia...

<U+0001F34A> @CarrizosaCarlos ""@CiutadansCs sí habla de soluciones para los problemas reales de los ciudadanos"" #ParaQueGanenLosAutónomos

<U+0001F5F3> El #14F podemos cambiarlo todo con el voto. https://t.co/ozYTl932fh"
"248","<U+0001F34A> @InesArrimadas explica que las medidas para hacer frente a la pandemia deben ir acompañadas de ayudas.

<U+2705> #ParaQueGanenLosAutónomos proponemos:
<U+0001F449>Una ayuda del 75% de la facturación perdida
<U+0001F449>Hasta 4.000€ para gastos de alquiler
<U+0001F449>Cuota cero para quienes tengan cero ingresos https://t.co/OctRhFU7dA"
"249","<U+2611><U+FE0F> Eliminamos el impuesto de sucesiones.
<U+2611><U+FE0F> Creció el número de autónomos.
<U+2611><U+FE0F> Reducción del paro juvenil.

<U+0001F34A> @AnaMartinezVid1 ""En la Región de Murcia hemos logrado este progreso y en Cataluña también es posible"" #ParaQueGanenLosAutónomos https://t.co/7gGjmEg2AB"
