"","x"
"438","<U+2705> El #14F vale la pena salir a votar para luchar por los derechos y libertades.

<U+0001F34A> @CarrizosaCarlos ""Queremos que se pueda trabajar por lo que nos une con quienes piensan distinto"" #ParaQueGanemosTodos

<U+0001F5F3> Llenemos las urnas de votos naranjas. https://t.co/EQyfiWexmt"
"439","<U+0001F9A0> El independentismo ayer hizo una manifestación incumpliendo todas las medidas sanitarias...

<U+274C> Mientras a los nacionalistas se les da manga ancha, al resto se le dificulta hacer cualquier cosa.

<U+0001F34A> @CarrizosaCarlos ""Es necesario un cambio"" #ParaQueGanemosTodos https://t.co/35sU50WLTZ"
"440","<U+0001F34A> @CarrizosaCarlos ""Voy a ser el primer presidente constitucionalista que ha habido en Cataluña"" #ParaQueGanemosTodos

<U+26D4><U+FE0F> Maragall hizo un estatuto inconstitucional.
<U+26D4><U+FE0F> Montilla incrementó las multas a comerciantes que no rotulaban en catalán.

<U+0001F6A8> Eso era el tripartito... https://t.co/SjQ3BnFHt2"
"441","<U+0001F5F3> Este #14F la elección es entre alargar el 'procés' o un gobierno constitucionalista con medidas sociales.

<U+0001F34A> @CarrizosaCarlos ""Tenemos que mandar al nacionalismo a la oposición y que gobierne @CiutadansCs"" #ParaQueGanemosTodos

<U+0001F91A> ¡Basta ya de años perdidos! https://t.co/W5ttDZ9k6B"
"442","<U+0001F468><U+200D><U+0001F469><U+200D><U+0001F467><U+200D><U+0001F467><U+0001F469><U+200D><U+0001F467><U+200D><U+0001F466><U+0001F468><U+200D><U+0001F469><U+200D><U+0001F467> Queremos reforzar la conciliación en Cataluña.

<U+2705> Educación infantil gratuita.
<U+2705> Prestación por hijo a cargo.
<U+2705> Medidas de dignidad para los mayores.

<U+0001F34A> @InesArrimadas ""Nuestra prioridad serán todos los catalanes, no los líderes del 'procés'"" #ParaQueGanemosTodos https://t.co/OjgDwd1nIa"
"443","<U+0001F1EA><U+0001F1FA> Queremos repetir el ejemplo de Europa en Cataluña.

<U+26D4><U+FE0F> No puede haber restricciones sin ayudas directas.

<U+0001F34A> @InesArrimadas ""A los autónomos les daremos una cuota cero"" #ParaQueGanemosTodos https://t.co/dz0g9YqGRS"
"444","<U+0001F468><U+200D><U+0001F3ED><U+0001F477><U+200D><U+2642><U+FE0F><U+0001F468><U+200D><U+0001F4BB> Vamos a apoyar a los trabajadores de Cataluña, golpeados por la crisis sanitaria y los años del 'procés'.

<U+2198><U+FE0F> Proponemos una bajada generalizada de impuestos y eliminar el impuesto de sucesiones.

<U+0001F34A> @InesArrimadas ""Así atraeremos empresas y bienestar"" #ParaQueGanemosTodos https://t.co/6YTf1VAdC9"
"445","<U+0001F34A> Hoy presentamos el programa de gobierno de @CiutadansCs para Cataluña.

<U+0001F449> En los primeros 1<U+FE0F><U+20E3>0<U+FE0F><U+20E3>0<U+FE0F><U+20E3> días haremos una auditoría de la mala gestión del 'procés'.

<U+0001F4E1> @InesArrimadas ""Invertiremos esos recursos en resolver los problemas reales de los catalanes"" #ParaQueGanemosTodos https://t.co/SOX4KxXlMn"
"446","<U+0001F5F3><U+FE0F> La participación será el factor clave el #14F

<U+2705><U+0001F4AA> Es esencial que salgamos a votar. Quien no quiera hacerlo presencialmente, puede hacerlo por correo.

<U+0001F34A> @InesArrimadas ""El nacionalismo está desmovilizado y hay una gran oportunidad"" #ParaQueGanemosTodos https://t.co/XJ67pWNDyH"
"447","<U+0001F519> Hace 15 años nació el proyecto de @CiutadansCs en Barcelona.

<U+0001F4AA> Hemos luchado siempre contra el nacionalismo y por la igualdad y la libertad.

<U+0001F34A> @InesArrimadas ""El #14F tenemos en Cataluña una gran oportunidad si traducimos en votos la indignación"" #ParaQueGanemosTodos https://t.co/qFIXho2LQT"
"448","<U+0001F34A> @InesArrimadas y @CarlosCarrizosa participan en una reunión del Comité Ejecutivo Nacional de Cs en Barcelona.

<U+0001F4E1> No te pierdas su intervención #EnDirecto #ParaQueGanemosTodos https://t.co/9zxoko2ZoE"
"449","<U+2600><U+FE0F><U+2615><U+FE0F> ¡Buenos días y #FelizDomingo!

<U+0001F34A> Cs impulsó un pleno para atajar la crisis sanitaria.

<U+0001F449> Exigimos un plan de contingencia para la segunda ola y fiscalizamos al Govern.
#PolíticaÚtilCs #CsLuchaContraElCOVID

<U+0001F3A5> Mientras, Torra culpaba a Madrid y hablaba de independencia <U+0001F447> https://t.co/E4Sp0cQFRl"
"450","<U+2615><U+FE0F> ¡Buenos días y #FelizDomingo!

<U+0001F449> @InesArrimadas y @carrizosacarlos intervendrán hoy en la reunión del Comité Ejecutivo Nacional, celebrada de manera telemática en Barcelona.

<U+0001F609> ¡No te lo pierdas a partir de las 11:30h! https://t.co/4ked8A6w1s"
"451","Ciudadanos sin ver a familiares y empresas soportando restricciones, pero los radicales separatistas montan una 'rave' en favor del rapero condenado por enaltecimiento del terrorismo y aquí no pasa nada. ¿Dónde está ahora el Govern que corre tanto a sancionar a hosteleros? https://t.co/bDUhJuCoGz"
"452","Demoledor @ccarballo50 ante la afirmación de la ministra Maroto: 

""Semana Santa puede ser el reinicio de los viajes nacionales""

DE-MO-LE-DOR https://t.co/ALkwx1rRst"
"453","Los mismos políticos que desde el Govern obligan a tantos autónomos y pymes a cerrar de un día para otro sin compensarles con ayudas directas permiten estos actos de los radicales. 

Un despropósito.

Necesitamos un Govern sensato, responsable y para todos los catalanes. https://t.co/fQtG48Jz2t"
"454","<U+203C><U+FE0F>Hay que apoyar a los #autónomos y #pymes para que puedan afrontar las pérdidas por la pandemia.

<U+0001F637>@AnaMartinezVid1 ""Es momento de ayudarles de nuevo""

<U+0001F34A>Proponemos:

 <U+0001F5D3><U+FE0F>Congelar el calendario fiscal durante el primer semestre del ejercicio 2021.

<U+0001F5DE><U+FE0F>https://t.co/5yinUz5aGm https://t.co/QGg3Y3XPQU"
"455","Quiero enviar todo mi apoyo a los periodistas que están siendo señalados por Podemos a través de su panfleto digital. El populismo tiene obsesión por controlar a los medios y ataca a la prensa libre, pilar fundamental en una democracia, precisamente porque no soporta la libertad. https://t.co/O6iSxIWihY"
"456","La impunidad del separatismo en Cataluña es total. Ojalá los catalanes que sufren las medidas que imponen actúen en consecuencia.
Aquí la @cupnacional
 https://t.co/mbADSF9o6E"
"457","No puedes abrir tu negocio, la hostelería cerrando tras las nuevas restricciones, #autónomos y #pymes implorando AYUDAS DIRECTAS para que esta crisis no sea su tumba...

Mientras tanto tenemos que tragar con estas imágenes<U+0001F447> 

¿el colmo? No digas nada que aún te llamarán fascista https://t.co/ylBnjpd5Y1"
"458","Hace 23 años ETA mató en Sevilla al concejal Alberto Jiménez-Becerril y a su esposa, Ascen García. La sinrazón terrorista acabó con la vida del joven matrimonio y dejó huérfanos a 3 niños. No olvidamos y no permitiremos que se reescriba la historia ni se blanquee a sus verdugos<U+0001F5A4> https://t.co/fanUzNDll6"
"459","<U+0001F4E2> Señores del Gobierno, ¡es momento de ser realistas!

<U+0001F6A8> ¡Urge un plan nacional de vacunación!

<U+274C> No puede quedar todo en manos de las comunidades autónomas.

<U+0001F5DE><U+FE0F> https://t.co/3P6oUhVtXT https://t.co/wAct7fIHLk"
"460","Laura Borràs promete activar la declaración de independencia de 2017 si el nacionalismo supera el 50% de los votos en Cataluña.

Promete cometer un delito y a la vez pide a Pedro Sánchez que indulte a los que ya lo cometieron.

Ahora va y les indulta. <U+0001F397><U+0001F926><U+200D><U+2642><U+FE0F>
https://t.co/lDplkcSfuH"
"461","Este es un vídeo que todos los negacionistas deberían ver. Es Raquel, una enfermera de Málaga. https://t.co/MCukPuhOzW"
"462","<U+0001F468><U+200D><U+0001F469><U+200D><U+0001F466> Por nuestros hijos, por nuestros padres, por nuestros abuelos. Por TODOS <U+0001F9E1>

<U+0001F476><U+0001F3FC> Para que ganen nuestros hijos y #ParaQueGanemosTodos, porque se merecen un futuro lleno de oportunidades e ilusión.

#JóvenesConCarrizosa https://t.co/Y4xkSTKLmu"
"463","Desgarrador

“Tengo pacientes que me han pedido que los matara, no podían soportar estar en esas condiciones”

“Los que aún mantienen cierta cordura te gritan que no hay derecho a tenerlos así”

Qué tal si también miramos lo que ocurre más allá del Zendal?
https://t.co/B5bmqVFmT3"
"464","<U+0001F914> ¿Conoces el Plan de #RescateCiudadano incluido en los #PresupuestosDeRescate?

<U+0001F399><U+FE0F> Ya puedes leer los detalles en la entrevista al consejero de Economía, @DeMairena en @elEconomistaes 
<U+0001F5DE><U+FE0F>https://t.co/VbqCaYC7Vp https://t.co/ZnV8Q5r3ND"
"465","Llevarse un acta para tener un sueldo y saltar de partido en partido, de idea en idea, de traición en traición, es CORRUPCIÓN.

#transfuguismoescorrupcion 

—La Marea lleva al juzgado el nombramiento de Mónica Martínez como concejala de Deportes— https://t.co/9xYlvJxJtA"
"466","@crpandemonium Estimado: Partes de una premisa errónea. Es RDL no afecta a la llegada de fondos, de hecho la primera transferencia está prevista para junio. https://t.co/GAbeAVhY0B"
"467","<U+274C> Cataluña no puede permitirse otros cuatro años de 'procés' ni un tercer tripartito gobernado por ERC y apoyado por el PSC.

<U+2705><U+0001F34A> @CiutadansCs es la única garantía de cambio #ParaQueGanemosTodos.

<U+0001F5DE> @carrizosacarlos en @elindepcom  https://t.co/xVW8rEuhth https://t.co/kvYN9LO5O3"
"468","Cataluña necesita un gobierno que priorice las políticas sociales y resuelva los problemas reales de los más vulnerables. Por eso, desde Cs seguiremos trabajando para defender a los derechos y las libertades del pueblo gitano desde las instituciones.

https://t.co/RtcL17ZsnH"
"469","Un anónimo destapa el drama del Covid en la vieja Fe: ""Hay pacientes atados. Me pedían que los matara"" https://t.co/ma7o5mR0JQ. Esto es terrible. Inhumano y falto de ética. Nos estamos muriendo en la Comunidad Valenciana y nadie lo cuenta. Gracias a @elespanolcom"
"470","<U+2709><U+FE0F><U+0001F4EC>#ParaQueGanemosTodos en Cataluña es esencial la participación. Por eso animamos a todos a que soliciten su #VotoPorCorreo14F, una forma fácil de movilizarse para conseguir la victoria del constitucionalismo y lograr así una Cataluña para TOD<U+0001F9E1>S 

 https://t.co/yxKI52nMU7"
"471","La participación va a ser clave en las próximas elecciones catalanas y el #VotoPorCorreo14F es una buena forma de garantizar la movilización. 
Si queremos abrir una nueva etapa #ParaQueGanemosTodos y pongamos fin al 'procés', es indispensable concentrar el voto en @CiutadansCs. https://t.co/8gYnXAwiyg"
"472","¿Dónde quedó el ""qué"" y el ""cómo""?

Ni sensatez, ni voluntad, ni generosidad.

¿Qué tal si dejan las disputas internas y miran por el bien común de TODOS los valencianos?

¡Qué gobernáis en coalición!<U+0001F926><U+200D><U+2642><U+FE0F> https://t.co/tY3ZopdyLI"
"473","En TV3 (Tv 'pública' de Cataluña):

¿Discurso en catalán? Bien 
¿Discurso en castellano? Mal  

Por una televisión pública de todos, para todos y no un aparato propagandístico al servicio del separatismo.

El #14F<U+0001F5F3><U+FE0F> con @CiutadansCs 
https://t.co/RB49IVehju"
"474","Por qué @rtve esconde en el mapa de incidencias de Covid en el informativo prime time a la Comunidad Valenciana que es la que peor datos tiene? Puede tener algo que ver que la gobierne los mismos partidos que gobiernan la televisión?"
"475","#ParaQueGanemosTodos en Cataluña es esencial la participación. Por eso animamos a todos a que soliciten su #VotoPorCorreo14F, una forma muy fácil de movilizarse para conseguir la victoria del constitucionalismo en las próximas elecciones. https://t.co/6LkJg7372v"
"476","<U+0001F914> ¿Quieres un cambio real para Cataluña que ponga fin al 'procés'?

<U+0001F34A> @CiutadansCs es la clave para sacar a los separatistas del Govern y evitar un nuevo tripartito.

<U+0001F5F3> ¡Participa de manera presencial el #14F o anticípate con tu #VotoPorCorreo14F! https://t.co/XHSkdEjVIl"
"477","Ante unas elecciones tan importantes, #ParaQueGanemosTodos ningún voto puede quedarse en casa. Tenemos que movilizarnos como nunca y una alternativa fácil y segura es el voto por correo. Podéis solicitarlo hasta el 5 de febrero. ¡Muchos candidatos de @CiutadansCs ya lo han hecho! https://t.co/MMgBglUnWV"
"478","El PNV constata el pacto de EH Bildu con Sánchez para acercar cada semana a 5 etarras a cárceles próximas.

“Es el denominado acuerdo 5 a la semana"", ha señalado Egibar.

Y Marlaska negándolo todo. <U+0001F926><U+200D><U+2642><U+FE0F>
https://t.co/MOWozwbRVU"
"479","<U+2705> ¡Nuestros jóvenes lo tienen claro!

<U+0001F5F3><U+FE0F> Si quieres un presidente que se preocupe y ofrezca soluciones a los problemas reales de los jóvenes, ¡Vota a @carrizosacarlos!

<U+0001F64C> #JóvenesConCarrizosa https://t.co/U9Xj5t6Tpt"
"480","¿Puedo juntar a gente para hacer un mitin electoral si soy  <U+2066>@ximopuig<U+2069> <U+2066>@sanchezcastejon<U+2069> o <U+2066>@abalosmeco<U+2069> y vengo a darme pisto con el AVE? SÍ. Ya arrearán luego los sanitarios  https://t.co/ArfzljVZzZ"
"481","<U+0001F4E8> Ya he pedido el #VotoPorCorreo14F. La clave de estas elecciones catalanas será la participación y los constitucionalistas tenemos que movilizarnos para desalojar al separatismo del poder, concentrar el voto en Cs y lograr el cambio.

Construyamos el primer Govern para todos <U+0001F9E1> https://t.co/ska9wJ8IEI"
"482","<U+0001F4E8> El #VotoPorCorreo14F es la forma más fácil de ejercer tu derecho.

<U+0001F4C6> Solicítalo hasta el 5 de febrero y entrégalo hasta el día 12 en Correos.

<U+0001F4BB> También puedes pedirlo por Internet con tu firma electrónica.

<U+0001F34A> ¡Vota @CiutadansCs para iniciar una nueva etapa en Cataluña! https://t.co/1kpRXlaQNc"
"483","<U+26C5><U+FE0F> ¡Buenos días!

<U+2615><U+FE0F> Acompaña tu café del artículo de @CsarZafra para @elespanolcom 
<U+2712><U+FE0F> ""Al rescate de los bares no han salido ni 'los de abajo' ni los que antes vestían chaqueta de pana"".
<U+0001F4F0>https://t.co/wU93zISrpB https://t.co/Tz6HIbuZKr"
"484","<U+0001F3EB> Un profesor tiene un 50 por ciento más de probabilidades de contraer #COVID19 que un valenciano de su misma franja de edad.

<U+0001F34A> Exigimos más protección en los centros.

<U+0001F449><U+0001F3FB> Pruebas PCR al personal laboral
<U+0001F449><U+0001F3FB> Docentes como grupo prioritario de vacunación
<U+0001F449><U+0001F3FB> Medidores de Co2 https://t.co/OXQui4Fwd3"
"485","<U+0001F4E8> ¿Sabes cómo solicitar tu #VotoPorCorreo14F?

<U+0001F449> ¡Es muy sencillo! Aquí te explicamos todos los pasos que debes seguir.

<U+0001F609> ¡Participa! https://t.co/6WmRYvsFrG"
"486","<U+26D4><U+FE0F> No permitamos que ERC resucite al nacionalismo con un tripartito con el PSC.

<U+2705><U+0001F34A> @InesArrimadas ""Para evitarlo, hay que concentrar el voto en @CiutadansCs y tendremos un Govern sensato y moderado"" #VotoPorCorreo14F https://t.co/AQZ0rrYFOS"
"487","<U+26A0><U+FE0F> Dejan salir de la cárcel a los condenados del 'procés' para que hagan mítines cuando mucha gente no puede abrir sus negocios o ver a su familia.

<U+26D4><U+FE0F> Están muy nerviosos.

<U+0001F34A> @InesArrimadas ""La Generalitat debe gobernar para todos y no solo para sus amigos"" #VotoPorCorreo14F https://t.co/YV53RUgGZs"
"488","<U+0001F6A8> Los partidos separatistas están muy nerviosos ante el #14F.

<U+0001F5F3> Si concentramos el voto en @CiutadansCs, ninguna opción nacionalista va a gobernar.

<U+0001F34A> @InesArrimadas ""Por eso hay que salir a votar el día 14 o por correo de forma anticipada"" #VotoPorCorreo14F https://t.co/7L1ngNuwVe"
"489","<U+0001F4E8> @InesArrimadas hoy ha solicitado el #VotoPorCorreo14F.

<U+0001F449> Es muy fácil y se puede pedir hasta el día 5 de febrero.

<U+0001F34A> @InesArrimadas ""La clave en estas elecciones será la participación. Hay que aprovechar la oportunidad para poner fin al 'procés'"" https://t.co/RDZjJyY1DG"
"490","<U+0001F5F3> #VotaPorCorreo14F

<U+0001F4E9> @InesArrimadas atiende a medios de comunicación después de solicitar su voto en Correos.

<U+0001F51B> Síguelo #EnDirecto https://t.co/Kq1YBSxIxo"
"491","<U+2615><U+FE0F> ¡Buenos días y #FelizSábado!

<U+0001F9E1> Seguimos trabajando por una Cataluña #ParaQueGanemosTodos

<U+0001F449> A partir de las 11:00h @InesArrimadas, @Nmartinblanco y @MLuzGuilarte atenderán a los medios en Barcelona tras solicitar su voto en la oficina de Correos. https://t.co/NzPvtbqAae"
"492","'Si soy presidente de la Generalitat mi prioridad será luchar contra el virus, garantizando que la gente pueda ganarse el pan y no imponiendo restricciones sin ayudas directas, como ha hecho el Govern'.

Mi entrevista con @EuprepioPadula en @elindepcom<U+0001F447>
https://t.co/j1fWYFbFwo"
"493","<U+274C> La demagogia de VOX es inadmisible.

<U+0001F449> Patrimonializan la humanidad y culpan de las muertes a quienes les interesa.

<U+0001F5E3><U+FE0F> @carrizosacarlos ""Yo también perdí a un ser querido por la pandemia, pero jamás culparía a Vergés o a Illa"".

<U+0001F3A5> Mira la respuesta de nuestro candidato <U+0001F447> https://t.co/9lhILiwa9i"
"494","Un anónimo destapa el drama del Covid en la vieja Fe: ""Hay pacientes atados. Me pedían que los matara""

Una decena de sanitarios confirma a EL ESPAÑOL el duro escenario en Valencia: ""Nos encontramos fallecidos al ir a verlos por las mañanas""

Espeluznante
 https://t.co/yeoYH1EVhn"
"495","Mientras millones de ciudadanos no pueden reunirse con su familia o tienen que cerrar su negocio, a estos señores condenados por la justicia se les permite salir de la cárcel y darse baños de masas. Privilegios inadmisibles. Necesitamos un Govern para 7’5 millones de catalanes YA https://t.co/or14jFWELi"
"496","Día 1 #CampañaCataluña 

Hoy empieza la cuenta atrás #ParaQueGanemosTodos y pronto podamos abrir esa etapa que tanto anhelamos. 

Por eso es muy importante que nos movilicemos TODOS. Estés donde estés, juntos, ¡lo haremos posible! <U+0001F4AA><U+0001F9E1> https://t.co/4cHF6jdxtd"
"497","<U+270C><U+FE0F>Hoy hemos visitado con @SaraGimnez, @pacosierral y @MLuzGuilarte el Centro Aragonés de Barcelona, en la histórica sede del #TeatroGoya. Tristeza ante el triste abandono institucional en que se encuentra esta joya. Emoción ante esta carta original del gran #SantiagoRamonyCajal. https://t.co/X2HTsCYF0Z"
"498","Pocas cosas en el mundo tienen la fuerza de un abrazo para recomponer aquello que se ha roto. En realidad, no tratamos de imponer otra Cataluña. Nos basta con recuperar la Cataluña que fue y un día nos robaron. <U+0001F4AA><U+0001F3FB><U+0001F34A>
#ParaQueGanemosTodos https://t.co/d6bvwOc1rx"
"499","<U+0001F5F3><U+FE0F> Hoy se ha celebrado en @LaVanguardia el primer debate para las elecciones del #14F.

<U+0001F5E3><U+FE0F> @carrizosacarlos ""Solo hay dos caminos posibles: más separatismo con otro tripartito, o un gobierno de convivencia liderado por Cs"". #ParaQueGanemosTodos

<U+0001F3A5> Te dejamos aquí un resumen <U+0001F447> https://t.co/Tmcf0NjGPB"
"500","<U+2753> ¿Cuándo tiene pensado el Gobierno informarnos de su plan de nuevo país?

<U+0001F914> ¿Antes o después de decidir cómo, en qué y dónde invertir los fondos europeos?

<U+0001F3DB><U+FE0F> @mariadelamiel ""Si tan en contra están el resto de los grupos con el Real Decreto, haber votado no"" #AsuntosEconómicos https://t.co/nGPVp6Nyno"
"501","<U+26A0> Muchas CCAA piden más medidas ante el descontrol de la tercera ola, pero el Gobierno mira hacia otro lado.

<U+2049>¿Por qué no anuncian más restricciones? 

<U+0001F449>Por las elecciones catalanas y para que Sánchez no tenga que ir al @Congreso_Es a dar la cara.  https://t.co/G2Y8GEHQbQ https://t.co/l2JKHlcqnP"
"502","<U+0001F534>Pregunta en el @Congreso_Es al SGIP para que diga qué está haciendo ante el colapso de las prisiones de Picassent, Villena y Sevilla I.

El abandono de las prisiones cuesta muy caro, sobre todo a los Funcionarios de Prisiones.

Es incapaz de gestionarlas, dimita.
#sosprisiones https://t.co/rBYjcv42Rt"
"503","El PSC ha dado alas al separatismo. A cambio de sus complicidad y pactos con quienes han destrozado la convivencia y empobrecido Cataluña, han mantenido sus cuotas de poder. Ese es su único objetivo. Y sí, ellos también “ho tornaran a fer” si tienen la más mínima oportunidad. https://t.co/107KcmX15z"
"504","<U+2705> @tomasmarcos seguirá apostando por la #PolíticaÚtil para ofrecer soluciones contra la pandemia.

<U+0001F609> ¡Conoce mejor a nuestro nuevo portavoz en el @Senadoesp en este artículo! <U+0001F447>

<U+0001F5DE><U+FE0F> https://t.co/CiroRADCKQ https://t.co/DSrQ62lmZJ"
"505","<U+0001F5F3> A pocos días de ir a las urnas en Cataluña, los candidatos de Carles Puigdemont se han llevado un dudoso y muy deshonroso reconocimiento...

<U+2049><U+FE0F> Entérate de cuál es en este episodio del #VlogDeMel 

<U+2705> Y vota el #14F por Cs #ParaQueGanemosTodos 

<U+0001F4F2> https://t.co/Ce65aO4urj https://t.co/CunSUsvTar"
"506","<U+0001F926><U+200D><U+2642><U+FE0F><U+0001F449> En lo peor de la pandemia, Compromís está por publicitar sus entidades afines para que reciban más donaciones de los valencianos.

<U+274C> Registran una iniciativa en les Corts con el único fin de seguir con su agenda nacionalista.

<U+0001F50C> Solo piensan en chiringuitos y enchufados. https://t.co/Pg4YINGViE"
"507","Cataluña no puede permitirse más años con un Govern que sólo piensa en los 10 líderes del procés.

Urge desalojar al separatismo del poder y formar un Gobierno constitucionalista, liderado por @CiutadansCs y que se ocupe de los problemas reales de los 7’5 millones de catalanes<U+0001F447> https://t.co/meQDS1Kv9r"
"508","<U+0001F449> Mientras ERC esté en el Govern...

<U+0001F6A8> Dejarán de lado a 7,5 millones de catalanes.
<U+0001F6A8> Gobernarán SOLO para los 10 líderes del 'procés'.

<U+0001F34A> Cataluña necesita un cambio YA y solo será posible con @CiutadansCs #ParaQueGanemosTodos. https://t.co/zbOdWl2sNr"
"509","<U+0001F3DB><U+FE0F>@GuillermoDiazCs desea acierto a la nueva ministra de #Sanidad: 

<U+0001F449> Puede superar a Illa, no lo puso muy difícil: 

<U+2705> No sometiéndose a los dictados de Iván Redondo
<U+2705> No anteponiendo la cosmética a la gestión
<U+2705> Poniendo a los españoles por encima de la imagen del Gobierno https://t.co/tLpf356blj"
"510","—“Iván, ¿qué hacéis al final?”
—“Nos abstenemos, Adriana”
...
Porque votamos anoche de forma precipitada, le faltó decir.

Y así, Vox acabó apuntalando ayer un decreto similar al que en Italia ha acabado con el Gobierno de Conte.

https://t.co/fGaQrfiSE8"
"511","La ciencia más veloz que nunca, la burocracia tan lenta como siempre. https://t.co/eaV5U1KpHL"
"512","Ciudadanos denuncia “la situación insostenible de los funcionarios y la población reclusa en Villena” https://t.co/KfQxa6YM8Y"
"513","Cs es el partido que más apuesta por la igualdad y es lo que queremos hacer desde la Generalitat. 

Cataluña merece un Govern que piense en los catalanes y que ponga fin a la etapa negra del ‘procés’. Si el voto constitucionalista se concentra en Cs, lograremos el cambio. https://t.co/HL01e5uctc"
"514","<U+0001F449> @InesArrimadas ""El próximo gobierno no puede incluir a ERC"" #ParaQueGanemosTodos 

<U+0001F44E> Si esto ocurre, aunque sea con un tripartito, el Govern seguirá dando privilegios a los condenados que hoy salen de prisión.

<U+0001F34A> Con @CiutadansCs no pasará #CsDefiendeLaDemocracia https://t.co/d2Fa8GB6iO"
"515","<U+0001F9A0> La situación económica es muy preocupante.

<U+0001F3DB> @InesArrimadas ""Por eso es muy preocupante que VOX haya permitido que el Gobierno reparta los fondos europeos sin ningún control"" #ParaQueGanemosTodos

<U+0001F449> Este dinero es clave para el futuro y debe invertirse bien. https://t.co/uuX962JnxQ"
"516","<U+0001F5F3> En las próximas elecciones puede pasar cualquier cosa...

<U+2705> La única certeza es que si el constitucionalismo sale a votar en masa podremos cambiar las cosas.

<U+0001F34A> @InesArrimadas ""Solo así podremos recuperar la Cataluña admirada y soñada"" #ParaQueGanemosTodos https://t.co/P80ClQ8b0D"
"517","<U+2705><U+0001F5F3> El #14F tenemos la oportunidad de dar a Cataluña un gobierno que abra una nueva etapa.

<U+0001F34A> @InesArrimadas ""#ParaQueGanemosTodos después de una década en la que todos hemos perdido""

<U+274C> Oportunidades 
<U+274C> Empresas
<U+274C> Convivencia

<U+0001F449>Queremos volver a abrazarnos. https://t.co/Onu3HP1SzH"
"518","<U+0001F34A> @InesArrimadas y @CarrizosaCarlos atienden a medios en Barcelona.

<U+2705> #ParaQueTodosGanemos y acabemos con los privilegios al separatismo, hay que votar a Cs.

<U+0001F4E1> Sigue la rueda de prensa #EnDirecto https://t.co/nDphSwMRUs"
"519","Estimada Macarena, este primer tuit de tu hilo construyendo el relato que justifique vuestro voto es FALSO. Ergo todo el hilo es mentira.

Supongo que lo que dices al final ""En tu tuit no hay ignorancia. Hay voluntad abierta de mentir a los españoles. Trileros"", lo dices por Vox. https://t.co/n9Vmvv03Hx"
"520","<U+0001F4AA><U+0001F3FC>Cataluña tiene una gran oportunidad en Europa.

<U+203C><U+FE0F> La política de Cataluña en Europa no puede ser hablar solo de Junqueras, Puigdemont y Ponsatí

<U+0001F3A5> @carrizosacarlos ""Tenemos que ayudar a los catalanes y que Cataluña se integre dentro de las políticas europeas"" #DBTLaVanguardia https://t.co/qLsXCym4vJ"
"521","Creo que todos conocemos el final de este cuento https://t.co/XuopbrClR9"
"522","<U+0001F6A8> El Govern separatista ha puesto a Cataluña en la cola de políticas de igualdad.

<U+0001F34A> @Annagrauarias ""O trae @CiutadansCs un cambio tras el #14F o nadie lo hará"" #ParaQueGanemosTodos https://t.co/tVnM2WnzJ4"
"523","<U+0001F3DB> Cs ha conseguido medidas reales por la igualdad de todos los ciudadanos.

<U+0001F449> Eliminamos la esterilización forzada.
<U+0001F449> Propusimos medidas en favor de los más vulnerables.

<U+0001F34A> @SaraGimnez ""Ese será también nuestro objetivo desde la Generalitat tras el #14F"" #ParaQueGanemosTodos https://t.co/23Am1UT6w3"
"524","<U+0001F4AA><U+2705> Cataluña necesita un cambio trabajando desde la moderación y la concordia.

<U+0001F34A> @SaraGimnez ""Ese es el objetivo de @CiutadansCs y ahora es más necesario que nunca"" #ParaQueGanemosTodos

<U+0001F637> Tenemos que enfrentar la crisis sanitaria con #PolíticaÚtil https://t.co/MSOglrGRe7"
"525","<U+0001F534> DATOS COMERCIO COMUNIDAD DE MADRID

<U+2B06><U+FE0F> Las ventas del comercio minorista madrileño crecen un 3,2% con respecto a hace un año. 

Pese a las dificultades, Madrid sigue siendo el motor económico de España.

#VamosMadrid https://t.co/7DsRITZ53A"
"526","<U+0001F7E0> En Cataluña es necesario iniciar una nueva etapa, con un partido constitucionalista como @CiutadansCs en el Govern. 

Porque ha llegado el momento de votar #ParaQueGanemosTodos y evitar un nuevo tripartito #14F @InesArrimadas @carrizosacarlos https://t.co/a4dazqddzm"
"527","Nuestra región sigue acogiendo los mejores eventos deportivos de toda España.

<U+0001F534> Madrid será la sede de la final de la Copa de S.M. La Reina de fútbol femenino y de la Copa de España de Fútbol Sala 2021. 

#VamosMadrid https://t.co/GpCdZorjR1"
"528","Suerte para los constitucionalistas que @carrizosacarlos estaba hoy para alzar la voz y defendernos ante las mentiras del separatismo<U+0001F44F><U+0001F3FB>

<U+0001F4F9> ""Sr. Aragonès: no mienta y no hable de mayoría independentista porque la mayoría de catalanes no lo somos"" #DBTLaVanguardia https://t.co/0aL5iUjNxb"
"529","<U+0001F914>El discurso separatista dice que no hay recursos por culpa de España

<U+0001F4B8>Eliminando chiringuitos, enchufados y embajadas salen 900 millones

<U+0001F3A5> @carrizosacarlos ""Ese dinero debe dedicarse a ayudas directas y suficientes a autónomos, y no las chapuzas del Govern"" #DBTLaVanguardia https://t.co/oJeP9C3S3t"
