"","x"
"438","Hoy conmemoramos sobre todo un compromiso inquebrantable CON EL FUTURO de Asturias. 

El de los miles de hombres y mujeres que a lo largo de estos #120AñosFSAPSOE han vivido y han militado COMPROMETIDOS, COMPROMETIDAS CON UN FUTURO MEJOR PARA SU TIERRA.

<U+0001F5E3><U+FE0F>@GimenaLlamedo https://t.co/CiR0VIiI1i"
"439","<U+0001F339>Esta tarde @FSA_PSOE celebra su 120 aniversario en un acto online.

<U+2764><U+FE0F>#120AñosFSAPSOE latiendo con el corazón de #Asturias.

<U+0001F5E3><U+FE0F>Intervienen:
@sanchezcastejon
@Adrilastra
@AdrianBarbon
@GimenaLlamedo
Suso Sanjurjo
Pablo García
 
<U+23F0>19:00h.
<U+25B6><U+FE0F>¡Síguelo aquí!<U+0001F449>https://t.co/pZABcgpCxD https://t.co/IhKU2u1Tz3"
"440","<U+0001F5DE><U+FE0F>""Nuevamente, con el Gobierno socialista de @sanchezcastejon, se recuperan y amplían derechos impulsando la #LeyDeDependencia. Con un avance importante en financiación y en la calidad de la atención"".

<U+2191> Mayor dignidad y justicia social <U+2191>

<U+2712><U+FE0F>Tribuna de @luzseijo en #Promecal<U+0001F447> https://t.co/1vU0xqdyyt"
"441","<U+0001F4CC>@sanchezcastejon:

Todas las transformaciones que requiere <U+0001F1EA><U+0001F1F8> serán posibles si damos un gran salto digital.

<U+0001F449>Para generar riqueza, descarbonizar, reducir desigualdades, acercar territorios y reforzar el papel de la mujer.

#LaEspañaQueNosMerecemos
https://t.co/Bl9y0kKbuE"
"442","Con estos planes ponemos rumbo hacia la transformación digital de España. Es nuestro presente y futuro inmediato. Digitalizar para generar riqueza, para descarbonizar, para reducir desigualdades, para acercar territorios, para reforzar el peso de las mujeres en nuestra sociedad. https://t.co/ehFkC1phf2"
"443","Presentamos 3 nuevos motores para impulsar la digitalización de nuestro país, clave en la recuperación: los Planes de Competencias Digitales, para la Digitalización de Pymes y de las Administraciones Públicas. Hemos marcado el camino y avanzamos con decisión. #EspañaDigital2025 https://t.co/OM6NHv8a8G"
"444","<U+0001F534><U+0001F339>¡En estas elecciones el voto por correo es más importante que nunca!

Puedes solicitarlo hasta el 5 de febrero a través de dos vías:

<U+0001F4EB>Presencialmente en cualquier oficina de @Correos

<U+0001F4BB>Por internet: https://t.co/W3RSz5VCWW.

<U+0001F4F2>Más info: 900 525 546.

#VuelveCataluña
#FemHo https://t.co/D1fNq8tC1W"
"445","<U+0001F339> @CarolinaDarias en @sanidadgob.
 
Experiencia.
 
Ha estado en 1ª línea en la gestión de la pandemia junto a @salvadorilla, aplicando cogobernanza y cooperación institucional para frenar al virus.

Guerra sin tregua con una estrategia armonizada.
 
#LaEspañaQueNosMerecemos https://t.co/2nRq4YT3aj"
"446","Hoy, Día Internacional de Conmemoración del Holocausto, recordamos la liberación en 1945 de Auschwitz.

<U+0001F339> Luchar contra el antisemitismo, el racismo o cualquier otra manifestación de odio centra nuestra acción política.

#HolocaustMemorialDay  
#HolocaustRemembranceDay https://t.co/VY1sBnbSu5"
"447","<U+0001F339> @miqueliceta en @territorialgob.
 
Cooperación.
Colaboración.
Coordinación.
Cogobernanza.
 
CONCORDIA.

Para seguir con una España diversa, plural y unida.
 
#LaEspañaQueNosMerecemos https://t.co/eUIYLQ04FD"
"448","Hoy homenajeamos a las víctimas del Holocausto. Su recuerdo nos muestra que el odio no es el camino, nos impulsa a seguir trabajando por los DD.HH. Por un mundo más libre, con más memoria, donde el antisemitismo y la barbarie no tengan cabida.
#HolocaustMemorialDay 
#NotOnMyWatch https://t.co/uwcRKEfZt5"
"449","En el Día Internacional de Conmemoración en Memoria de las Víctimas del #Holocausto es obligado recordar a los  compatriotas que murieron en los campos de exterminio nazi por luchar contra el fascismo en Europa. Nuestra democracia tiene una deuda inmensa de gratitud con ellos."
"450","Hoy recordamos a las víctimas del Holocausto.

Debemos cuidar de nuestras democracias cada día y protegerlas frente a los extremismos, el odio y la discriminación.

Nuestros valores y nuestra historia son las mejores armas para hacerles frente.

#HolocaustMemorialDay 
#WeRemember https://t.co/hxsgW0swW3"
"451","Hoy #120AñosFSAPSOE.
Conmemoramos que tal día como hoy, en Oviedo, se constituía la Federación Socialista Asturiana.
La pandemia nos obliga a recordarlo de otra forma... ¡no faltes!
120 años latiendo con el corazón de Asturias. https://t.co/HUHxc21Kee"
"452","¡Feliz 120 aniversario, @FSA_PSOE!

#120AñosFSAPSOE de:

<U+0001F339> Lucha por la libertad, la igualdad y la solidaridad.
<U+0001F339> Impulso a los derechos y la justicia social. 
<U+0001F339> Democracia y concordia.
<U+0001F339> Trabajo por Asturias.

¡Continuemos avanzando desde los valores progresistas! https://t.co/DRUyljxnj2"
"453","El poder adquisitivo de las pensiones irá ligado al IPC.
 
La nueva fórmula garantizará que el poder adquisitivo se mantiene estable en el tiempo.
 
La Ley General de Seguridad Social asegurará esta garantía.
 
<U+0001F4FB> @joseluisescriva en @LasMananas_rne
 
#LaEspañaQueNosMerecemos https://t.co/oTTobhKyLk"
"454","Los datos de afiliación a la SS dicen que la evolución del empleo ha ido razonablemente bien.
 
Hemos prorrogado los ERTE hasta final del estado de alarma.

Esperamos una recuperación importante con la vacunación.
 
<U+0001F4FB> @joseluisescriva en @LasMananas_rne

#LaEspañaQueNosMerecemos https://t.co/cKkh4VFqIw"
"455","La actividad económica -salvo turismo y restauración- se ha incrementado. Y hay que sumar ahora la expectativa de la vacuna.
 
Será muy importante lo que ocurra en el 4º trimestre para el crecimiento del PIB.
 
<U+0001F4FB> @joseluisescriva en @LasMananas_rne
 
#LaEspañaQueNosMerecemos https://t.co/7BhLWGZFjx"
"456","¡Buenos días! <U+2615><U+FE0F><U+0001F307>

A partir de las 9:00h de esta mañana, escucha la entrevista en @rne al ministro de @inclusiongob.

<U+0001F4FB> @joseluisescriva en @LasMananas_rne 

<U+0001F4F6> https://t.co/AvcesXk1HD

#LaEspañaQueNosMerecemos https://t.co/hqcczfGO8z"
"457","Varios terremotos hacen temblar Granada de nuevo esta noche. Me hago cargo de la preocupación de miles de personas. Es momento de mantener la serenidad y seguir las indicaciones de los servicios de emergencias. Confiemos en que pronto recuperen la normalidad.

#TerremotoGranada"
"458","Hoy, emocionados, hemos despedido a @salvadorilla. Anoche tuve la oportunidad de expresarle mi afecto y mi reconocimiento. Lo reitero ahora: gracias Salva por tu amistad, por tu templanza y por tu ejemplo como servidor público dedicado y honesto. Mucha suerte siempre y un abrazo https://t.co/zQAVp1QEua"
"459","Muchas gracias, @salvadorilla, por tu enorme trabajo durante estos meses. Ha sido un placer trabajar contigo durante esta crisis en la que la sociedad en su conjunto ha tenido muy presente el vínculo decisivo entre la investigación científica y la salud pública. ¡Mucha suerte! https://t.co/8GoYWRBwn3"
"460","Ha sido un placer trabajar codo con codo con @salvadorilla, un gran ministro de @sanidadgob y magnífico compañero en el Consejo de Ministros. Regresa a su tierra para liderar una apuesta sensata que supere las divisiones del pasado y abra una nueva etapa ilusionante para Cataluña"
"461","Bueno, tú eres economista y te pasas la semana dando lecciones de sanidad pública en tuiter... https://t.co/N452IkNCx7"
"462","<U+0001F339> @salvadorilla es el hombre que Cataluña necesita. Una combinación de enorme sentido común, de trabajo duro, de inteligencia fina y de mucha bondad: Ese es el factor Illa.

El factor que necesita Cataluña para abrirse paso a un tiempo nuevo. 

Ha llegado la hora.

#FEMHO https://t.co/zxCSh8oS4r"
"463","Ha sido una auténtica satisfacción trabajar junto a @salvadorilla este año. Un contexto tan difícil y doloroso ha hecho brillar aún más su capacidad y talante. Le deseo mucha fortuna en su nueva andadura, al igual que a @CarolinaDarias y @miqueliceta"
"464","Gracias @salvadorilla por tu entrega, tu sentido de la responsabilidad y el deber, por tu saber hacer y respeto, por tu capacidad de diálogo. Gracias por tu dedicación incondicional en un año tan duro. 
Ha sido un gran honor compartir equipo contigo."
"465","Muchas gracias, presidente, por tu confianza https://t.co/2KgYCsV43q"
"466","Mi reconocimiento al ministro @salvadorilla por su trabajo sereno, con rigor y solvencia contra la peor pandemia en un siglo.

El reto que afronta no es tampoco fácil: reconstruir puentes para la convivencia. En los momentos difíciles siempre asoma la talla de las personas."
"467","Ha sido un honor compartir Gobierno contigo, @SalvadorIlla. Eres un ejemplo de servidor público, de templanza y de buen hacer y serás un magnífico president de la Generalitat. https://t.co/gmbx4n5R7Z"
"468","Mi agradecimiento más profundo a @salvadorilla por su labor al frente de @sanidadgob durante la terrible pandemia. 

Mientras España estaba sufriendo una de sus peores crisis, ha demostrado coraje, calma y responsabilidad, cualidades para liderar el cambio necesario en Cataluña. https://t.co/nxGU0MpfKW"
"469","Querido @salvadorilla, ha sido un placer y un orgullo compartir este tiempo contigo en el Consejo de Ministros.

Gracias de corazón. Por todo.

Y todo mi apoyo en la nueva etapa, tan importante para que #Cataluña juegue el papel que le corresponde en el conjunto de #España. https://t.co/r1SJfhZu4D"
"470","Mi reconocimiento a @salvadorilla por su ingente trabajo en la gestión de la pandemia al frente de @sanidadgob y por su talante sereno y dialogante. 

Mucha suerte en esta nueva etapa, en la que se enfrenta a otro desafío no menor: reconstruir la convivencia en #Cataluña. https://t.co/Q9UvbvgULY"
"471","Moltes gràcies @salvadorilla <U+0001F64F><U+0001F64F>

Y todo lo mejor para tu nuevo reto en #Cataluña tender puentes, fomentar el diálogo, promover la convivencia <U+0001F91E> https://t.co/N6Fg79fyfX"
"472","Ha sido un honor trabajar junto a @salvadorilla y compartir Consejo de Ministros, semana tras semana, durante este último año tan complicado. Admiro su gran capacidad de trabajo, su dedicación y su gran talante. 

Salvador, te deseo la mejor de las suertes en esta nueva etapa."
"473","Mi reconocimiento a @salvadorilla por su trabajo y mi agradecimiento al presidente @sanchezcastejon por la confianza depositada en mi. Asumo el reto de Ministra @sanidadgob con ilusión, responsabilidad y mucha humildad. Siempre al servicio de mi país y de la ciudadanía."
"474","Mis felicitaciones a @CarolinaDarias con quien he compartido la gestión de la pandemia en el Consejo Interterritorial del SNS y las comisiones de seguimiento #Covid_19. Estoy convencido de que bajo su ministerio lograremos el fin de la pandemia https://t.co/78dZFKvVXn"
"475","Agradezco encarecidamente a @salvadorilla su trabajo. Ha sido un ministro extraordinario. Es una persona honesta, con vocación de servicio público y gran capacidad de diálogo. Me gustaría destacar de entre sus cualidades, una que dice mucho de su paso por @sanidadgob: el respeto. https://t.co/5lEMgOCfWZ"
"476","He comunicado a S.M. el Rey que @CarolinaDarias será la nueva ministra de @sanidadgob y @miqueliceta estará al frente de @territorialgob. Con estos nombramientos, seguiremos atendiendo desde el Gobierno la emergencia del #COVID19 y las transformaciones que nuestro país necesita. https://t.co/HU36en3Xsf"
"477","¡Enhorabuena, @miqueliceta!
 
Un ministro en @territorialgob que representa la concordia, el diálogo, el reconocimiento del diferente, que siempre ha sabido poner al país por delante del interés personal y que entiende que sólo sumando se avanza.
 
#LaEspañaQueNosMerecemos https://t.co/iLhyEq4AlL"
"478","¡Enhorabuena, @CarolinaDarias!
 
Una ministra en @sanidadgob que afronta la lucha contra la pandemia con la esperanza de la vacunación y desde el diálogo, el entendimiento y la lealtad institucional.
 
#LaEspañaQueNosMerecemos https://t.co/dKl0PK0ok9"
"479","¡<U+0001D5DA><U+0001D5E5><U+0001D5D4><U+0001D5D6><U+0001D5DC><U+0001D5D4><U+0001D5E6>, <U+0001D5E6><U+0001D5D4><U+0001D5DF><U+0001D5E9><U+0001D5D4><U+0001D5D7><U+0001D5E2><U+0001D5E5>!
 
Un ministro de @sanidadgob que ha encarado con humildad, buena fe, esperanza y muchísimo trabajo la mayor pandemia del último siglo.
 
<U+0001F339> Comienza la andadura de @salvadorilla para llevar el cambio a Cataluña.
 
#FemHo
#TornaCatalunya https://t.co/z7VAWXtFpi"
"480","Cada día que pasa, el Gobierno avanza en sus objetivos.

Frente al miedo y la incertidumbre.
Con esperanza y confianza <U+270A>
 
Seguiremos trabajando en una única dirección: hacia la <U+0001F1EA><U+0001F1F8> que los españoles se merecen y que todos queremos.
 
<U+0001F5E3><U+FE0F>@sanchezcastejon

#LaEspañaQueNosMerecemos https://t.co/EmDlj5MFqK"
"481","Con estos nombramientos, el Gobierno va a continuar atendiendo con la máxima prioridad la emergencia sanitaria, económica y social como consecuencia del #COVID19 y abordando las transformaciones de país que España necesita.
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#LaEspanaQueNosMerecemos https://t.co/AJoM7MnR5B"
"482","Los cambios en el Gobierno:
 
<U+2705> @CarolinaDarias como ministra de @sanidadgob.
 
<U+2705> @miqueliceta como ministro de @territorialgob.
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#LaEspanaQueNosMerecemos https://t.co/netjqWwi8a"
"483","He comunicado al Rey los nombramientos en el Gobierno tras la dimisión de @salvadorilla para concurrir como candidato el #14F.
 
Ha sido un ministro extraordinario.
 
Una cualidad tras su paso por el Ministerio: RESPETO.
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#LaEspanaQueNosMerecemos https://t.co/TGVOQCiFDq"
"484","<U+0001F5DE> “El Consejo de Ministros extiende los ERTE y la protección a los autónomos hasta el 31 de mayo”.

Ya en nuestra web toda la información sobre el #CMin <U+0001F447><U+0001F3FD>

https://t.co/q9FVpGaY1F"
"485","En el Consejo de Ministros de esta mañana hemos prorrogado hasta el 31 de mayo las ayudas por desempleo para artistas de espectáculos públicos, técnicos y auxiliares de la cultura y trabajadores vulnerables de la tauromaquia. #NoDejarANadieAtrás"
"486","El compromiso del Gobierno con el futuro de las pensiones es firme. Hoy damos un paso más con su revalorización y seguiremos trabajando para cumplir con los acuerdos del Pacto de Toledo. Nuestro objetivo es dar certidumbre a los pensionistas y garantizar su poder adquisitivo. https://t.co/JCwJhfTIRY"
"487","Reforzamos el escudo social para seguir ofreciendo seguridad frente a la pandemia. Hoy en #CMin hemos aprobado prorrogar los ERTE, las ayudas a autónomos y al alquiler. Vamos a mantener nuestro empeño por proteger a familias, trabajadores y empresas el tiempo que sea necesario."
"488","Hoy hemos aprobado ampliar
hasta el fin del #EstadoDeAlarma, el próximo 9 de mayo, la prórroga de los contratos de alquiler y las moratorias del pago de alquileres para las personas en situación de vulnerabilidad económica. #CMin"
"489","Casi 90.000 han recibido ya la 2ª dosis.

70% de la población vacunada en verano. 
A finales de marzo, un 80% en residencias de mayores y sanitarios. 

Apoyamos todas las decisiones de la UE <U+0001F1EA><U+0001F1FA> sobre los contratos firmados con las farmacéuticas.

<U+0001F5E3><U+FE0F> @salvadorilla  

#CMin https://t.co/FUjZOSvf3S"
"490","<U+0001F3E0> El Gobierno extiende la prórroga de los alquileres y la moratoria de las rentas de vivienda.
 
<U+0001F6E1><U+FE0F> Se trata de extender la protección de las personas arrendatarias de vivienda en situación de vulnerabilidad debido a la crisis de la #COVID19.
 
<U+0001F5E3><U+FE0F> @mjmonteroc 

#CMin https://t.co/n9kuFhCZZa"
"491","Hemos aprobado la revalorización de las pensiones que beneficiará a 11 millones de pensionistas.

Es una medida de justicia.

<U+0001F5E3><U+FE0F> @joseluisescriva 

#CMin https://t.co/MpPQvwdy9x"
"492","Se establece un incremento en las prestaciones para mantener el poder adquisitivo de los pensionistas, con el objetivo de seguir protegiendo uno de los pilares básicos de nuestro Estado de Bienestar <U+0001F475><U+0001F3FB><U+0001F474><U+0001F3FB>
 
<U+0001F449>Reforzando la cohesión social.
<U+0001F449>Con un presupuesto de 1.464M€.
 
#CMin https://t.co/muEcKEmuiM"
"493","Los ERTE demuestran el mantenimiento del empleo. Han funcionado bien, como lo ha hecho la prestación a autónomos.

<U+0001F5E3><U+FE0F> @joseluisescriva 

#CMin https://t.co/0dhD7tY2as"
"494","La extensión de los ERTE para seguir protegiendo a los trabajadores.

Se aprueba la 3ª prórroga con el consenso con los agentes sociales.

<U+0001F5E3><U+FE0F> @joseluisescriva 

#CMin https://t.co/MXu39PwMiK"
"495","La cogobernanza y el diálogo con los agentes sociales vuelve a demostrar ser la mejor vía: 

El Gobierno aprueba la 3ª prórroga de los ERTES.
 
<U+2192> Para seguir protegiendo el empleo y las empresas de nuestro país.
<U+2192> Se reconocen de nuevo exoneraciones a empresas en ERTE.
 
#CMin https://t.co/0mk26rEciD"
"496","Me llevo en el recuerdo a todas las familias que han perdido a sus seres queridos.

Vamos a lograr erradicar este virus. 
Estoy convencido.

<U+0001F5E3><U+FE0F> @salvadorilla  

#CMin https://t.co/lokwMRMDkm"
"497","Quiero dar las GRACIAS.

Desde a un celador, a los profesionales sanitarios, a las CCAA...

...Y a toda la población que ha cumplido ejemplarmente medidas muy duras.
 
<U+0001F5E3><U+FE0F> @salvadorilla  

#CMin https://t.co/eqBtp8r4qK"
"498","La tasa de incidencia es muy alta, aunque se detecta una tendencia a la baja.

Las medidas de restricción más contundentes en las CCAA están dando resultados.

<U+0001F5E3><U+FE0F> @salvadorilla  

#CMin https://t.co/p26IcZ6VMh"
"499","<U+0001F1EC><U+0001F1E7> Se prorroga la restricción de movilidad con el Reino Unido debido a la variante británica del virus que en España representa un 5% de los casos.

<U+0001F5E3><U+FE0F> @salvadorilla  

#CMin https://t.co/o4B0kjTLB9"
"500","Hoy el último día de @salvadorilla como ministro de @sanidadgob.

Quiero agradecer tu inestimable contribución al servicio de este país en uno de los años más duros y dolorosos para la sociedad.

Salvador, gracias por tu humanidad, por aportar serenidad y diálogo.

<U+0001F5E3><U+FE0F> @mjmonteroc https://t.co/wEXb0pLvfs"
"501","Hoy he solicitado el #votoporcorreo para las #EleccionesCatalanas del #14F.

<U+0001F4E9>Puedes hacerlo en cualquier oficina de @Correos o a través de la web si tienes certificado digital. 
<U+0001F449>https://t.co/RIw79gb6ct 

<U+0001F5D3><U+FE0F> Hay plazo hasta el 5 de febrero para solicitarlo.

¡Participa! <U+0001F5F3><U+FE0F> https://t.co/jcu70cnVCn"
"502","La educación no puede perder más tiempo. La LOMLOE introduce cambios importantes en el sistema educativo para que compense las desigualdades de origen y vuelva a ser un ascensor social. Os dejo mi entrevista en el @ElHuffPost. Gracias, @arvaldivia. https://t.co/3ShVXScrBr"
"503","""La #LOMLOE, que ya es ley, tiene muchas ventajas para todos en términos de transparencia y de mayor democraticidad, lo que significa más capacidad para ejercer la libertad"".

<U+0001F5DE><U+FE0F> Entrevista de @CelaaIsabel en @ElHuffPost 
https://t.co/d33LzT2UGA"
"504","Hoy se celebra el #DiaMundialDeLaEducacionAmbiental. Un día para recordar la importancia de contar con una sociedad bien formada, capaz de entender la estrecha relación que existe entre medio ambiente y salud, progreso y calidad de vida. https://t.co/lNLht6zPcd"
"505","Hoy, #DíaMundialEducaciónAmbiental, recordamos la importancia de:

<U+0001F333>Sensibilizarnos ante los problemas medioambientales
<U+0001F340>La participación de la sociedad en la búsqueda de soluciones a los problemas del medio ambiente
<U+0001F332>En la importancia de cuidar y proteger la naturaleza

#EA26 https://t.co/GJen7f7WjP"
"506","<U+0001F5DE><U+FE0F>""Vamos a resolver esto aceptando que hay maneras de pensar distintas.

Aceptarse, escucharse, respetarse. Reencontrarse entre catalanes, con España y con Europa. Eso es lo que yo voy a plantear como ideario político"".

<U+27AF> @salvadorilla en @elespanolcom.
https://t.co/8S2l5ELUzU"
"507","Los #PGEdePaís, por primera vez en una crisis con esta dimensión, no plantean recortes en cultura, sino todo lo contrario.

Han subido un 38% las partidas en cultura y deporte. 

<U+0001F4FA> @jmrdezuribes en @Lanoche_24h 

#LaEspañaQueNosMerecemos https://t.co/l7D8WMMNY1"
"508","Las medidas para apoyar al sector cultural se han tomado con rapidez.

Las ayudas están llegando, como las ayudas del subsidio al desempleo para artistas y auxiliares de cultura.

<U+0001F4FA> @jmrdezuribes en @Lanoche_24h 

#LaEspañaQueNosMerecemos https://t.co/DJPZOSdz4J"
"509","La vacuna se debe poner cuando toque y primero son los grupos vulnerables.

Se deben reprochar las conductas egoístas. Me parece incomprensible.

<U+0001F4FA> @jmrdezuribes en @Lanoche_24h 

#LaEspañaQueNosMerecemos https://t.co/RtCwu0p71q"
"510","Se habla de la excepción cultural española.

La cultura es segura, pero entiendo, desde la cogobernanza, que las CCAA tomen medidas más restrictivas.

<U+0001F4FA> @jmrdezuribes en @Lanoche_24h 

#LaEspañaQueNosMerecemos https://t.co/mhFz0OBm2B"
"511","El #PSOE defiende el pacto constitucional.

Se ha optado por una monarquía parlamentaria con un Rey sin poderes, un estado autonómico y laico.

<U+0001F4FA> @jmrdezuribes en @Lanoche_24h 

#LaEspañaQueNosMerecemos https://t.co/wUBmbXUdRc"
"512","<U+0001F339> @salvadorilla es una gran persona y un gran servidor público que ha hecho una gran gestión en un contexto imposible e inédito.

Hay una continuidad en el trabajo de @sanidadgob.

<U+0001F4FA> @jmrdezuribes en @Lanoche_24h 

#LaEspañaQueNosMerecemos https://t.co/Utj9xRiZkA"
"513","Contra el discurso del odio.
Contra la violencia.
Contra la discriminación.

El Estado Social Democrático y de Derecho funciona.

Nuestra sociedad democrática debe poner coto al discurso de la ultraderecha. El PSOE siempre estará con los derechos humanos. 
https://t.co/hKsoshnyaq"
"514","Son la VOX de su amo.

El PP y Ciudadanos vuelven a seguir el dictado de la ultraderecha en su intento por desacreditar la lucha feminista y una batalla que es de TODOS para las mujeres sean iguales y libres.

¡No se lo vamos a permitir nunca! 

https://t.co/S0jE6B28BQ"
"515","<U+0001F6A8> ¡No te lo pierdas!

<U+0001F399><U+FE0F> Esta noche, a partir de las 22:00h, entrevista con el ministro de @culturagob y Secretario ejecutivo de Laicidad del #PSOE.

<U+0001F4FA> @jmrdezuribes en @Lanoche_24h 

<U+25B6><U+FE0F> https://t.co/qIfKMkbSkQ 

#LaEspañaQueNosMerecemos https://t.co/mzLa25RliQ"
"516","<U+0001F5DE><U+FE0F> ""Hagamos de este país un lugar en el que merezca la pena vivir. Actuemos hoy para la España del futuro. Hagamos de España la Nación Emprendedora con mayor impacto social de la historia"".

<U+0001F5DE><U+FE0F> Tribuna de @franciscopolo 

https://t.co/8f67nSS9es"
"517","La pandemia y la recuperación han centrado mi conversación con el lehendakari, @iurkullu. Reafirmamos nuestra voluntad de seguir trabajando desde la máxima lealtad y colaboración institucional para responder a los desafíos actuales y encarar también los retos de futuro. https://t.co/82yJ9K0XtS"
"518","<U+0001F30D> ""Es el momento de invertir para facilitar un mundo más seguro con un sistema energético que cumpla con la gente y con el planeta"".

¡Enhorabuena, @Teresaribera! 

Tu trabajo ha hecho que <U+0001F1EA><U+0001F1F8> se convierta en un referente en #TransiciónEnergética. 

#GlobalChampion https://t.co/JwZxlEaFw6"
"519","SOMOS LA IZQUIERDA que apuesta por el reconocimiento de los otros, de los que no piensan como nosotros.
 
La izquierda que apuesta por la democracia representativa.
 
Por la participación directa de los ciudadanos y de la militancia en los partidos <U+270A><U+0001F339>
 
#LaEspañaQueNosMerecemos https://t.co/MbTV8O8BKN"
"520","<U+2712><U+FE0F>La democracia ha ganado.
 
""Tras 4 años marcados por la política de impulsos y el discurso del odio, se abre una nueva era en la que deseamos el impulso del nuevo marco de las relaciones multilaterales"".
 
<U+2B95> Tribuna de @Hectorgomezh en #ElSocialista

https://t.co/4yBWJUxX8i https://t.co/oKIcYisE9y"
"521","<U+0001F339>Somos la FUERZA de miles y miles de militantes que impulsan la misma causa desde cualquier esquina de <U+0001F1EA><U+0001F1F8>.

Sabemos la tarea que nos aguarda en el Congreso de Octubre:

<U+0001F449>Trazar las líneas maestras de nuestro proyecto para la próxima generación.

#LaEspañaQueNosMerecemos https://t.co/aLfsFDHBrU"
"522","Visitamos la @AEMPSGOB para trasladar nuestra gratitud a sus trabajadoras y trabajadores. Tienen nuestro reconocimiento y el compromiso del Gobierno para reforzar el Sistema Nacional de Salud y la ciencia españolas, imprescindibles si queremos afrontar el futuro con garantías. https://t.co/6Egu4fS9au"
"523","Hoy, en el @wef, analizamos las respuestas que los distintos gobiernos hemos dado al #COVID19. Compartimos ideas y proyectos para avanzar en una reconstrucción que ha de ser diferente. Debemos sentar las bases de un futuro más justo, cohesionado y sostenible. #DavosAgenda https://t.co/qkix7JLLg0"
"524","Hay ya casi 1M de solicitudes para el Ingreso Mínimo Vital.
 
Estamos estudiando ajustar los niveles de renta y patrimonio para aumentar las solicitudes aceptadas y que ONGs puedan certificar situaciones de vulnerabilidad.
 
<U+0001F4FA> @joseluisescriva en @DebatAlRojoVivo 
 
#EscriváARV https://t.co/zNwsHToxIq"
"525","Vamos a llevar este año al @Congreso_Es:
 
Medidas para cerrar la brecha de género en las pensiones debido a la maternidad.
 
Revalorización ligada al IPC.
 
Cotización de autónomos según sus ingresos.

<U+0001F4FA> @joseluisescriva en @DebatAlRojoVivo #EscriváARV

#LaEspañaQueNosMerecemos https://t.co/HPzj9IOqMt"
"526","El sistema público de pensiones debe ser más justo, más suficiente y más contributivo.
 
Además de la revalorización de las pensiones, hay que estudiar las realidades en las que el sistema no es justo.

<U+0001F4FA> @joseluisescriva en @DebatAlRojoVivo #EscriváARV

#LaEspañaQueNosMerecemos https://t.co/wP4glsmX0X"
"527","<U+23F1><U+FE0F> A partir de las 11:30h, el ministro de @inclusiongob estará en @laSextaTV.

<U+0001F4FA> @joseluisescriva en @DebatAlRojoVivo 

<U+0001F4F6> https://t.co/cOThXTcTkX

#LaEspañaQueNosMerecemos https://t.co/Yvi0rUCoc3"
"528","Una militancia de 120 años en Asturias https://t.co/SBjVNLIzVN vía @lanuevaespana #120AñosFSAPSOE"
"529","Pintadas que hablan por sí solas.

Condenamos este acto vandálico que incita al odio y a la intolerancia.

Todo nuestro apoyo y solidaridad con los compañeros y compañeras de @psoefortuna. https://t.co/o8ROGVRLwG"
"530","Mi deseos de una pronta recuperación para el presidente de México, @lopezobrador_ , positivo en #COVID19. Mi solidaridad y afecto para el pueblo mexicano que también está viviendo días difíciles. 

Seguiremos con responsabilidad, fortaleza y unidad luchando frente a la pandemia."
"531","Enhorabuena a Marcelo Rebelo de Sousa por su reelección en las presidenciales de Portugal. Todos los éxitos y el apoyo de España en esta etapa para nuestro país vecino. Nos unen fuertes lazos de cooperación, colaboración y trabajo mutuo por el bien común de ambos Estados."
"532","<U+0001F64B><U+200D><U+2640><U+FE0F>Ya está aquí nuestro resumen semanal <U+203C><U+FE0F>

Por si te has dejado algo, te ponemos al día.

Una semana marcada por la celebración del Comité Federal del partido y el inicio del camino hacia el 40º Congreso Federal del PSOE los días 15,16 y 17 de octubre.

<U+0001F447>
https://t.co/PEmpa6HIs6"
"533","España se adentra en un tiempo nuevo, y el Partido Socialista también.
 
Ha llegado el momento de los grandes proyectos, de la recuperación, la modernización y la transformación para <U+0001F1EA><U+0001F1F8>.
 
Lo hacemos pensando en grande, en #LaEspañaQueNosMerecemos y queremos.
 
<U+0001F339>@sanchezcastejon https://t.co/mQX1ksvfnu"
"534","<U+0001F4F0>""Para los socialistas, la aprobación de la Ley para la Igualdad de Trato y la No Discriminación supone un compromiso con la igualdad y con el pleno respeto a los Derechos Humanos"".
 
#LeyZerolo
 
<U+270D><U+FE0F>Lee la Tribuna de @MonicaSilvanaG en #ElSocialista<U+0001F339>
https://t.co/SnXi7oxTON"
"535","Empieza a dibujarse el 2021: el año de la vacuna y la recuperación.
 
<U+0001F449>La vacuna es el símbolo de la esperanza y del progreso, debemos impulsarla con todas nuestras fuerzas.
 
Supone un antes y un después para la recuperación de <U+0001F1EA><U+0001F1F8>.
 
<U+0001F339>@sanchezcastejon

#LaEspañaQueNosMerecemos https://t.co/CYg2ld6lcI"
"536","<U+0001F5DE><U+FE0F>Temporal de incompetencia.

""Funcionó el Gobierno de España. Cumplieron los trabajadores públicos y voluntarios, una vez más.

Fallaron ellos, como cada vez. El modus operandi de la derecha española suele repetirse.""

<U+270D><U+FE0F>@SimancasRafael en #ElSocialista.
https://t.co/zODfnBJnWP"
