"","x"
"263","“Cataluña necesita un cambio. Un cambio que ponga al frente del país un gobierno eficaz, que tenga claras y bien enfocadas las prioridades”.

Con @salvadorilla, vuelve Cataluña. 

#PresidentIlla #FemHo 

<U+0001F4F0>Tribuna de @miqueliceta en ‘El Socialista’  https://t.co/hRiZC0Qmiz"
"264","Todo mi apoyo y agradecimiento por el trabajo que realizas, Hana. El racismo y la xenofobia no deben tener cabida en nuestra sociedad. Su odio no podrá con nuestra determinación de hacer de España un país en el que cabemos todos y todas. https://t.co/UWUmZWBHAK"
"265","Tienes todo nuestro apoyo, @jalloul_hana.

Nos sentimos orgullosos y orgullosas de tenerte como compañera y de tu trabajo en el Gobierno.

En la España que estamos construyendo, es el odio el que no tiene cabida. https://t.co/kJmxChDFTa"
"266","El futuro nos espera. <U+0001F339>
La esperanza es un hecho.

Hay que pasar página.

¡Hagámoslo! ¡Fem-ho!

<U+0001F64C><U+0001F3FC> ¡Todos y todas con el President Illa!

<U+0001D5E6><U+0001D5FC><U+0001D5F9><U+0001D5F6><U+0001D5F0><U+0001D5F6><U+0001D601><U+0001D5EE> <U+0001D606><U+0001D5EE> <U+0001D5F2><U+0001D5F9> <U+0001D5E9><U+0001D5E2><U+0001D5E7><U+0001D5E2> <U+0001D5E3><U+0001D5E2><U+0001D5E5> <U+0001D5D6><U+0001D5E2><U+0001D5E5><U+0001D5E5><U+0001D5D8><U+0001D5E2>. <U+0001F4EC> 

#PresidentIlla
#VotaPSC  /<U+2764><U+FE0F> https://t.co/15n96Yhht3"
"267","""Seré un President que es dediqui a solucionar els problemes reals i urgents dels catalans.

<U+27A1><U+FE0F>Catalunya no ha de renunciar a res!

El PSC és l'única força que té una mirada àmplia, de tota Catalunya, i una mirada cap endavant"".

<U+0001F5E3><U+FE0F>@salvadorilla

#PresidentIlla
#FemHo https://t.co/oVCInsHL3x"
"268","<U+0001F339>@salvadorilla:

""En aquest moment tan transcendental és quan més necessari es fa que el #PSC prengui de nou les regnes de la política catalana.

<U+0001F91D>Estem disposats a oferir l'estabilitat i la solvència que Catalunya necessita després d'anys de bloqueig"".

#PresidentIlla
#FemHo https://t.co/Dp9Qg9SIyk"
"269","<U+0001F5E3><U+FE0F>@salvadorilla:

""La meva agenda és la de la política real. La de garantir:

<U+2705>Tranquil·litat sanitària.
<U+2705>Tranquil·litat econòmica.
<U+2705>Tranquil·litat social"".

#PresidentIlla
#FemHo https://t.co/AVl2VvmEUW"
"270","<U+0001F339>@miqueliceta:

""Fins quan aguantarem aquesta sensació d'oblit?
Si sempre votem el mateix, no obtindrem resultats diferents.

<U+0001F449>La clau d'aquestes eleccions és el canvi.

Per nosaltres no sereu mai oblidats. Ho hem demostrat amb fets"".

#PresidentIlla
#FemHo https://t.co/acG7MXoM9u"
"271","<U+0001F534> EN DIRECTE|

Acte polític a #Tortosa!

<U+0001F5E3> Amb @salvadorilla, @miqueliceta i @ROSA_M_IBARRA.

#PresidentIlla 
#FemHo https://t.co/uVlEBig3ql"
"272","<U+0001F64B><U+0001F3FB><U+200D><U+2640><U+0001F64B><U+0001F3FB><U+200D><U+2642>¿No has visto todavía el álbum de fotos del acto en #Tarragona con @sanchezcastejon y @salvadorilla?

Échale un vistazo a nuestro #Flickr <U+0001F440> 

<U+0001F469><U+0001F3FC><U+200D><U+0001F4BB><U+0001F468><U+0001F3FD><U+200D><U+0001F4BB>#FemHo 
<U+0001F51D><U+0001F339>#PresidentIlla 

<U+0001F4F8>https://t.co/Dw3El1gm7D

#VotaPSC /<U+2665><U+FE0F> https://t.co/s19xn3DVo2"
"273","Estamos ante una revolución de la movilidad y España está preparada, tal y como cuento hoy en @abc_es ,<U+2935><U+FE0F> https://t.co/LxMkPYcECd"
"274","<U+0001F382><U+0001F339><U+270A> ¡Cumplimos 135 años! <U+0001F382><U+0001F339><U+270A>

Somos el partido más viejo de #Euskadi y seguimos soplando velas con toda nuestra fuerza, dando soluciones cada día, contribuyendo al progreso social y la extensión de derechos. 

Lo recuerdo hoy en @elcorreo_com y @diariovasco <U+0001F447>

#135añosPSE https://t.co/XNt88Wu8dG"
"275","<U+0001F4CC>Aquesta tarda a les 17h serem a #Tortosa!

Amb el candidat a la presidència @salvadorilla,  el ministre @miqueliceta i la cap de llista per #Tarragona, @ROSA_M_IBARRA.

<U+25B6><U+FE0F>Ho podreu seguir EN DIRECTE al canal de Youtube del #PSC: https://t.co/uNyjXcHBn7

#PresidentIlla 
#FemHo https://t.co/uf4IawXCxD"
"276","<U+0001F5F3><U+FE0F> Ha llegado el momento de votar.
<U+0001F5E3><U+FE0F> Ha llegado el momento de mirarnos.
<U+0001F91D> Ha llegado el momento de reencontrarnos.
 
Este #14F:
 
<U+0001F339> <U+0001D408><U+0001D40B><U+0001D414><U+0001D412><U+0001D408><U+0001D40E>´<U+0001D40D>, <U+0001D404><U+0001D412><U+0001D40F><U+0001D404><U+0001D411><U+0001D400><U+0001D40D><U+0001D419><U+0001D400> <U+0001D418> <U+0001D412><U+0001D408><U+0001D40D> <U+0001D411><U+0001D404><U+0001D415><U+0001D400><U+0001D40D><U+0001D402><U+0001D407><U+0001D400><U+0001D412>. <U+270A>
 
#FemHo
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/v5KS5QEJW3"
"277","Todo mi afecto para su familia y seres queridos que han vivido estos largos días de angustia y dolor. 

Gracias a los efectivos del GREIM y a todos los servicios de emergencia que han participado sin descanso hasta localizar el cuerpo de Virgilio. https://t.co/DYA6ayo1Hp"
"278","“Quien tenga reservas para acudir a votar, que pida desde ya el voto por correo”. @sanchezcastejon 

L@s socialistas queremos una Cataluña imparable, una Cataluña del reencuentro y de la esperanza en el futuro.

#PresidentIlla 

Aquí tienes toda la Info <U+0001F447><U+0001F3FD>
https://t.co/O7YAwZrsNE https://t.co/weOvGDe0Fx"
"279","Tenemos por delante un futuro histórico. Cataluña volverá al lugar que se merece. Os pido que vayáis a votar. Quien tenga reservas para hacerlo el #14F, que solicite ya el voto por correo. Es muy sencillo y seguro.

Que suene fuerte: ¡todos/as con el #PresidentIlla!

#VotaPSC /<U+2764><U+FE0F> https://t.co/pnijL9yhGT"
"280","Cada partido tiene su versión sobre lo que @salvadorilla representa. Se lo decimos claro: Salvador Illa representa la Cataluña del reencuentro, sin revanchas, que avanza imparable hacia el futuro con esperanza. Y este #14F va a ganar las elecciones.

#PresidentIlla #VotaPSC<U+0001F339> https://t.co/qM4KhYmEwb"
"281","Cataluña volverá a ser lo que siempre ha sido:
<U+270A> Un orgullo para su país.
 
¡HAY QUE VOTAR POR CORREO! <U+0001F5F3><U+FE0F>
 
Es muy sencillo y seguro.
El voto por correo ha sido en EEUU la palanca del cambio y puede serlo también en Cataluña.
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/8wHgwiJ49R"
"282","El ""Todos contra Illa"" ha ido a más.
 
Illa conservador; Illa antiespañol; Illa anticatalán…
 
<U+26A1> Illa les pone nerviosos.
 
<U+0001F64B><U+0001F3FD><U+200D><U+2640><U+FE0F><U+0001F64B><U+0001F3FB><U+200D><U+2642><U+FE0F> ¿Por qué?
 
Porque solo saben vivir de la bronca.
Y nosotros somos la Cataluña sin revanchas.
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/2CjEbJ7x59"
"283","<U+0001F449><U+0001F3FD>Cualquier posibilidad de cambio real pasa, SÍ o SÍ, por @salvadorilla.
 
El #14F solo se abren 2<U+20E3> caminos posibles:
 
Inmovilismo o reencuentro.
División o unión.
Más problemas o soluciones.
Parálisis o movimiento.
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/udYX5KB5sT"
"284","Tenemos esperanza y ganas.
 
Y tenemos 2 factores:
El factor ""ya está bien"".
 
<U+26A1> Y EL FACTOR ILLA.
 
Cataluña no soporta más trincheras.
 
<U+2705> @salvadorilla representa:
Pasar del inmovilismo al reencuentro.
AVANZAR.
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/ljfUvPOwqP"
"285","El nacionalismo decidió perder una década.
Nosotros vamos a transformar Cataluña.
 
Con el Plan de Recuperación, Transformación y Resiliencia y con los #PGEDePaís:
 
<U+0001F4CA> Más de 2.200M€ de inversión, 18,1% sobre el total de España.

<U+0001F5E3><U+FE0F> @sanchezcastejon

#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/nWDFusg9wp"
"286","España ha visto estos años una Cataluña entregada a una refriega sin fin, a la división y la bronca.
 
Esto ha terminado.
 
Vuelve la Cataluña que todos añoramos:
La europea, la española, la catalana, la que avanza y progresa.
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/dfoz22PNra"
"287","La pandemia nos ha demostrado el valor de la unidad.
 
Ahora que  estamos en disputa con farmacéuticas gigantes para que cumplan los contratos de suministro de vacunas,
 
¿Os imagináis lo difícil que hubiera sido país por país?
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/BTA5mjvzLl"
"288","Es hora de pasar página.
 
Una década perdida por el independentismo que:
Ha recortado en sanidad pública.
Ha maltratado la educación.
Ha desmantelado los servicios sociales.
Ha crispado.
 
Ahora hay que hablar de FUTURO.
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/qbnQr3TXQG"
"289","La convivencia es un asunto vital.
 
<U+2764><U+FE0F> ESPAÑA QUIERE A CATALUÑA, a la Cataluña de todos.
 
El #14F es histórico:
Tras la disputa y la crispación...
...Llega el reencuentro <U+0001F91D>
 
#TornaCatalunya y estamos aquí para celebrarlo.
 
<U+0001F5E3><U+FE0F> @sanchezcastejon
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/T88gHZSKuz"
"290","Perquè Catalunya mereix tenir d’una vegada un govern capaç de governar, un govern que uneixi els catalans.
 
Retrobament, per superar la lògica divisiva del procés.

Sí, companys i companyes: TORNEM!
Sortim a guanyar! <U+270A>¡VOTEU!
 
<U+0001F5E3><U+FE0F> @salvadorilla
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/cEhz8dIqp7"
"291","En Cataluña no sobra nadie.
Cataluña somos todas y todos.
 
Pasemos página de una vez. 
Tenemos que recuperar Cataluña, para reencontrarnos entre catalanes y reencontrarnos con el resto de España y Europa.
 
<U+0001F5E3><U+FE0F> @salvadorilla
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/YfvpUXz8IK"
"292","Seré un President que es dediqui a solucionar els problemes reals dels catalans.
 
Els que estimem Catalunya no podem resignar-nos a continuar com fins ara.
 
Sense etiquetes. Diferents, no excloents.
<U+0001F91D> TOTES I TOTS som Catalunya.
 
<U+0001F5E3><U+FE0F> @salvadorilla
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/GHyouMLgts"
"293","Solo el PSC está en condiciones de:
 
<U+0001F449>Hacer posible el cambio.
<U+0001F449>Liderar una política útil y recuperar la prosperidad compartida que tanto echamos de menos.

¡VOTAD YA, VOTAD POR CORREO! <U+0001F4EE>
El cambio es posible.
 
<U+0001F5E3><U+FE0F> @salvadorilla
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/odzTWmXEfA"
"294","En <U+0001F1EA><U+0001F1F8> tenemos un Gobierno que demuestra valentía y determinación en mejorar la vida de la ciudadanía.
 
En Cataluña no podemos dejar pasar la oportunidad.
 
La solución para Cataluña pasa por tener un president socialista en el Palau de la Generalitat.
 
<U+0001F5E3><U+FE0F>@salvadorilla https://t.co/Ji4e08BwtJ"
"295","<U+0001D40F><U+0001D428><U+0001D425><U+0001D422>´<U+0001D42D><U+0001D422><U+0001D41C><U+0001D41A> <U+0001D42B><U+0001D41E><U+0001D41A><U+0001D425>.
 
Hay que atender los problemas urgentes de los catalanes y garantizar 3 cosas:
 
<U+0001F3E5> Tranquilidad sanitaria
<U+0001F3E6> Tranquilidad económica
<U+0001F91D> Tranquilidad social
 
SOLUCIONES REALES para los PROBLEMAS REALES.
 
<U+0001F5E3><U+FE0F> @salvadorilla
 
#PresidentIlla
#VotaPSC /<U+2764><U+FE0F> https://t.co/S4mlrpFntP"
"296","<U+0001F449>@ROSA_M_IBARRA:

""Les eleccions del #14F ens han de permetre canviar les coses. És el moment de tancar una dècada de mal govern.

<U+0001F339>De fer propostes en positiu, de diàleg i d'un govern que gestioni bé i que ho faci per tots els catalans i catalanes"".

#PresidentIlla 
#FemHo https://t.co/AYFG9cJalm"
"297","<U+0001F5E8><U+FE0F>Rubén Viñuales:

""Hoy es el primer día del fin del procés.

Nos habéis devuelto la ilusión.

Existe una manera de buscar la convivencia y pensar en todos los catalanes y catalanas, sin mirar de donde vienen.

<U+0001F449>Esa forma es el PSC y @salvadorilla"".

#PresidentIlla 
#FemHo https://t.co/LtvVIxtD8p"
"298","Esta mañana estaré en Tarragona en un acto con nuestro candidato a la Presidencia de la Generalitat, @salvadorilla.

¡Empezamos a las 12.30 horas!

Síguelo en directo, aquí: https://t.co/yP0BcqgwXn 

#PresidentIlla 
#VotaPSC /<U+2764><U+FE0F> https://t.co/l1PHv5cTZ5"
"299","<U+0001F534> Ya estamos #ENDIRECTO desde Tarragona, con @sanchezcastejon y @salvadorilla. 

#ENDIRECTE <U+0001F469><U+0001F3FB><U+200D><U+0001F4BB><U+0001F468><U+0001F3FD><U+200D><U+0001F4BB>
 
#FemHo
#PresidentIlla https://t.co/BZNfdHj9F9"
"300","<U+0001F534>¡En las elecciones del #14F el voto por correo es más importante que nunca!

Solicítalo hasta el 5 de febrero a través de dos vías:

<U+0001F449>Presencialmente en cualquier oficina de 
@Correos

<U+0001F449>Por internet: https://t.co/W3RSz5VCWW.

<U+2795>Más info: 900 525 546.

#IllaPresident https://t.co/y8nqIXcmJk"
"301","<U+0001F54A><U+FE0F> ""No hay camino para la paz, la paz es el camino"". <U+0001F54A><U+FE0F>

En en #DíadelaPaz, nos comprometemos a ser defensores de la paz y entendimiento entre personas de distinta procedencia y modos de pensar.

#DíaDeLaPazYLaNoViolencia https://t.co/RaAZIX2OP7"
"302","<U+0001F339>Hoy no te pierdas el acto de campaña en #Tarragona, con @sanchezcastejon, @salvadorilla, @ROSA_M_IBARRA y Rubén Viñuales. 

¡Te esperamos! 

<U+23F0>12:30 horas 

<U+0001F534>En directo en todos nuestros canales. 

<U+0001F469><U+0001F3FB><U+200D><U+0001F4BB>https://t.co/wSJwOMAR6z

<U+0001F468><U+0001F3FD><U+200D><U+0001F4BB>https://t.co/v2QCGk3oNL

#PresidentIlla 
#FemHo https://t.co/UErTfJoNGF"
"303","<U+0001F5F3>Ha arribat el moment de votar.

<U+2705> VOTAR A FAVOR, MAI EN CONTRA.

/<U+2764><U+FE0F> La tasca més apassionant que ens espera és tornar a mirar-nos, tornar a escoltar-nos, tornar a trobar-nos.

#FemHo #PresidentIlla https://t.co/huAIEw8vJp"
"304","Con Salvador Illa, vuelve Cataluña, Miquel Iceta @socialistes_cat https://t.co/o1WHVInpGU via @PSOE"
"305","<U+0001F31E>¡Buenos días! ¡Bon dia!

<U+0001F5D3><U+FE0F>Aquí la Agenda del Día de @salvadorilla, nuestro candidato para el #14F.

<U+0001F4CC>Acto en #Tarragona a las 12:30h junto a @sanchezcastejon, @ROSA_M_IBARRA y Rubén Viñuales

<U+0001F4CC>A las 17:00h con @miqueliceta en Terres de l´Ebre

#PresidentIlla
#FemHo
#VotaPSC https://t.co/XoRYY0HeoN"
"306","Hoy he hecho entrega a la Biblioteca del @Congreso_Es, en nombre del @AytoMoguer, de una edición especial del centenario de ‘Platero y yo’ del poeta universal Juan Ramón Jiménez. Pasará a formar parte de su fondo bibliográfico que cuenta con 250.000 volúmenes. <U+0001F4D6> https://t.co/LvcMNxRzOI"
"307","<U+0001F339>Mañana sábado, no te pierdas el acto de campaña en #Tarragona, con @sanchezcastejon y @salvadorilla. 

<U+23F0>12:30 horas 

<U+0001F534>En directo en todos nuestros canales. 

<U+0001F469><U+0001F3FB><U+200D><U+0001F4BB><U+0001F468><U+0001F3FD><U+200D><U+0001F4BB> https://t.co/Lv2cD4muHm

#PresidentIlla 
#FemHo https://t.co/4KQQRWehyA"
"308","<U+0001F4CC>Mañana, encuentro digital sobre la #LeydeEutanasia.
 
<U+0001F5E3><U+FE0F>Participan
@luisacarcedo, @Pablo_Zuloaga y @ccastellsc, de la asociación por el Derecho a Morir Dignamente de Euskadi.
 
<U+23F0>A partir de las 10:30h.

<U+25B6><U+FE0F>Síguelo en directo https://t.co/5kBY0lroh3
 
#VidaDignaMuerteDigna https://t.co/bGgRCFfv1C"
"309","<U+2705> @salvadorilla reconèixer al món local com una administració clau per Catalunya. Comptaré amb els ajuntaments a l’hora d’assolir tres objectius: la protecció de la salut, la gestió dels fons europeus i polítiques d’habitatge i seguretat”. Junts podem fer les coses millor<U+0001F91D>. https://t.co/mWiIvtaJ50"
"310","<U+0001F4F0>""La mejor manera de traducir el agradecimiento por la labor esencial al sector agroalimentario es otorgarle un papel destacado en los planes de Recuperación, Transformación y Resiliencia, además de en la #PAC""
 
Entrevista a @LuisPlanas en @Hortoinfo2 

https://t.co/gHJSohjzY8"
"311","<U+0001F5E3><U+FE0F>@salvadorilla:
 
""Con los Presupuestos Generales del Estado hemos tenido el mayor acompañamiento al mundo municipal.
 
<U+0001F4C8>Estos PGE son una gran oportunidad para Cataluña, para avanzar hacia la modernidad y para que ese avance lo hagamos todos juntos"".
 
#PresidentIlla
#FemHo https://t.co/jX2IPGanCd"
"312","<U+0001F4AD>@salvadorilla:
 
<U+2705>""Aprovechemos esa fuerza municipalista para la nueva etapa que se abre en la política catalana.
 
No hay ningún partido político en Cataluña que tenga una hoja de servicios a Cataluña y a España como la tiene el PSC.""
 
#PresidentIlla
#FemHo https://t.co/Q2ExeCnqfG"
"313","<U+0001F5E3><U+FE0F>@jaumecollboni:

""Volem reivindicar el paper del món local per superar aquesta crisi.

<U+0001F449>El món local català necessita un aliat a la plaça Sant Jaume. Necessita un president amic dels ajuntaments. Necessita a Salvador Illa"".

#PresidentIlla
#FemHo https://t.co/uHBKituhuT"
"314","<U+0001F534>EN DIRECTE|

<U+0001F339><U+0001F449>Recuperem el compromís del Govern de la Generalitat amb el món local.

Amb: @salvadorilla, @jaumecollboni i alcaldes i alcaldesses socialistes.

#PresidentIlla
#FemHo https://t.co/8QeFCoDIJE"
"315","<U+0001F4E3>¡EXTRA, EXTRA!<U+0001F4E3>
 
Como cada viernes, llega una nueva edición de ""El Socialista""<U+0001F339>
 
Un repaso a la actualidad, con contenidos exclusivos. En el nº 94 destacamos el arranque de campaña de las elecciones catalanas.
 
<U+0001F449>https://t.co/wZHrrDmezJ
 
#LaEspañaQueNosMerecemos https://t.co/uqOItgJraR"
"316","<U+0001F534><U+0001F339>A les 17 h ""Recuperem el compromís del govern de la Generalitat amb el món local"", amb:

<U+0001F449>@salvadorilla 
<U+0001F449>@jaumecollboni
<U+0001F449>Dolors Carreras
<U+0001F449>@amrqs
<U+0001F449>@nuriamarinlh
<U+0001F449>@xavipaz

 <U+0001F4BB>Segueix-ho EN DIRECTE a través de: https://t.co/V8XRpKswbL

#PresidentIlla 
#FemHo https://t.co/Bl90so0WIw"
"317","<U+0001F4E2> #EnDirecto

La Escuela <U+0001F339> de Educación celebra la jornada:
""La escuela rural como espacio de innovación educativa"".

<U+0001F5E3><U+FE0F>Participan:
<U+0001F4DA>@luzseijo, @felipefaci y Raúl Martínez, Jefe de estudios del CRA Monegros Norte.

<U+23F1><U+FE0F>Conéctate: https://t.co/DNN5DF7QI9

#EquidadEducaciónFuturo"
"318","<U+0001F1EA><U+0001F1FA>Cerdán: “UPN se sube al tren de la antipolítica del PP votando en contra de los fondos europeos y demuestra su poca capacidad de buscar el bien común”

<U+0001F449>UPN debe tener más altura de miras porque no apoyar este decreto es no apoyar al país

https://t.co/bmp4F69Dnr https://t.co/Axg8Xlf5s5"
"319","En nuestra conversación de hoy, le he trasladado al presidente @FeijooGalicia mi confianza en las instituciones europeas para llevar adelante el plan de vacunación. La evolución del #COVID19 es una prioridad que compartimos y debemos seguir trabajando unidos contra el virus. https://t.co/hpkeCNKRml"
"320","<U+270A><U+0001F3FC> És l’hora de reprendre la il·lusió, l’esperança i la confiança.

El vot de la sensatesa.
El vot que premia la feina ben feta.
El vot dels qui no volem que ningú quedi enrere.
Sortim a guanyar!
 
Aquest #14F, #TornaCatalunya!

<U+0001F339> @salvadorilla
#PresidentIlla #FemHo 
#VotaPSC/<U+2665><U+FE0F> https://t.co/v5EF1xSYi9"
"321","Mientras ayer había quienes ponían en peligro el Plan de recuperación para España con su voto el contra , el Vicepresidente de la Comisión Europea reconocía el buen trabajo hecho por el Gobierno de España . https://t.co/XMUtjnzMiK"
"322","<U+0001F9D1><U+200D><U+0001F3EB>No te pierdas la nueva edición de la Escuela Socialista de Educación. El tema de hoy será:

La escuela rural como espacio de innovación educativa.

<U+0001F5E3><U+FE0F>Participan: @luzseijo, @felipefaci y Raúl Martínez.

<U+23F0>A partir de las 16:00h

<U+25B6><U+FE0F>¡Síguelo en directo!<U+0001F449>https://t.co/ZA6gp6LSdG https://t.co/iHyOHKejkK"
"323","<U+0001F5DE><U+FE0F>""Catalunya necesita pasar página a 10 años perdidos.
 
Centrarnos en lo que importa a la gente, en la salud, en la reactivación de la economía, en los derechos sociales. En hacer un Govern que gobierne, no que bloquee"".
 
<U+0001F449>@salvadorilla en @elperiodico.
https://t.co/FK6F5iDafA"
"324","Esta maldita pandemia ha demostrado la fortaleza de nuestro SNS. Y el valor de lo público.

Enorme tarea por delante:
Cerrar el proceso de vacunación desde la cogobernanza para lograr la inmunización y ganar la batalla al virus.

<U+0001F3DB><U+FE0F> @CarolinaDarias 

#LaEspañaQueNosMerecemos https://t.co/EwzuC9SCDc"
"325","Los retrasos por parte de algunas farmacéuticas no ha impedido el proceso de vacunación.

Las CCAA tienen conocimiento de la cantidad de dosis de vacunas que van a recibir en las 5 próximas semanas.

<U+0001F3DB><U+FE0F> @CarolinaDarias 

#LaEspañaQueNosMerecemos https://t.co/nzZECkWk3R"
"326","El plan de vacunación avanza a un ritmo óptimo.
<U+0001F449><U+0001F3FD> El proceso FUNCIONA y las CCAA reciben las dosis con equidad.

El 79% de las recibidas (1.769.055) en España ya se han administrado.

129.000 personas han recibido ya la 2ª dosis.

<U+0001F3DB><U+FE0F> @CarolinaDarias 

#LaEspañaQueNosMerecemos https://t.co/O9aGAo6UTG"
"327","Los encuentros sociales son el primer foco de transmisión.

Hay herramientas suficientes para que las CCAA tomen las medidas necesarias en función de su situación y evolución epidemiológica.

La dicotomía salud o economía es falsa.

<U+0001F3DB><U+FE0F> @CarolinaDarias 

#LaEspañaQueNosMerecemos https://t.co/maXMGQBzEl"
"328","Con la cogobernanza conseguiremos doblegar esta curva.
Es el camino para ganar la batalla.
Es la respuesta más inteligente que podemos dar a esta maldita pandemia.

Las respuestas en cada territorio deben ser diferentes.

<U+0001F3DB><U+FE0F> @CarolinaDarias 

#LaEspañaQueNosMerecemos https://t.co/rV7RsO0UHM"
"329","Estamos haciendo un seguimiento muy estrecho de la evolución de las nuevas cepas del virus.

Habrá un protocolo en al Consejo Interterritorial de Salud para que en cada comunidad autónoma haya laboratorios para secuenciar.

<U+0001F3DB><U+FE0F> @CarolinaDarias 

#LaEspañaQueNosMerecemos https://t.co/dVFkSY81O1"
"330","El objetivo es la inmunidad de grupo -el 70% de la población- en verano.

Los datos sugieren la tendencia de que las vacunas ya comienzan a tener un efecto protector en las personas mayores que viven en residencias.

Es esperanzador.

<U+0001F3DB><U+FE0F> @CarolinaDarias 

#LaEspañaQueNosMerecemos https://t.co/sZiPZ4LLc1"
"331","La incidencia acumulada en España es preocupante.

Pero hay datos que indican cierta esperanza:
Más de 190.000 personas ya están inmunizadas.

Nos quedan semanas duras, pero estamos  iniciando el descenso de la curva.

<U+0001F3DB><U+FE0F> @CarolinaDarias 

#LaEspañaQueNosMerecemos https://t.co/u5XscSsAao"
"332","Seguridad, confianza, esperanza.
Es lo que ahora necesita la sociedad.

Agradezco el trabajo de @salvadorilla y de todos los consejeros y consejeras de las CCAA por su firmeza para tomar medidas muy duras en momentos difíciles.

<U+0001F3DB><U+FE0F> @CarolinaDarias 

#LaEspañaQueNosMerecemos https://t.co/PCpFnAqtIu"
"333","<U+0001F3DB><U+FE0F>No te pierdas en breve la comparecencia de la ministra de @sanidadgob, @CarolinaDarias, en la Comisión de Sanidad y Consumo del @Congreso_Es.

<U+23F1><U+FE0F> A partir de las 11:00h.
<U+0001F4E1> Síguelo en nuestras Redes.

#LaEspañaQueNosMerecemos https://t.co/oSzCm1FtqM"
"334","Si gano el #14F, presentaré mi candidatura a la Presidencia de la Generalitat.

Prioridades:
Proteger la salud.
Reactivar la economía.
Que nadie se quede atrás.

Los catalanes y las catalanas quieren pasar página. 

<U+0001F5E3><U+FE0F> @salvadorilla en #DBTLaVanguardia

#PresidentIlla
#FemHo https://t.co/rqE2UyQPdt"
"335","<U+0001F5E3><U+FE0F>@salvadorilla:

""Demano un punt de serenor. Cuidem el llenguatge i les formes.

<U+274C>Amb la pandèmia prou de demagògia.

Si no hi ha salut, no hi ha economia i ningú té la fórmula màgica per solucionar aquesta pandèmia"".

#DBTLaVanguardia
#FemHo https://t.co/FEks6s4R5X"
"336","<U+0001F5E3><U+FE0F>@salvadorilla:

""Considerar que molta gent que viu a Catalunya no és catalana és dividir.

<U+0001F449>A tota Europa hem seguit les mateixes pautes per combatre la pandèmia més gran en 100 anys"".

#DBTLaVanguardia
#FemHo https://t.co/6HMQJgYDkd"
"337","<U+0001F5E3><U+FE0F>@salvadorilla:
""Saben per què tenim vacunes? Perquè Europa ha actuat unida.

<U+0001F449>Cal assegurar la vacunació, reactivar l'economia i assegurar que ningú queda enrere"".

#DBTLaVanguardia
#FemHo https://t.co/CZwiDhSCu5"
"338","<U+0001F5E3><U+FE0F>@salvadorilla:

""Això s’ha d’acabar, així no podem seguir. S’ha de fer un moviment de retrobament entre els catalans. 

<U+0001F449>Hem d'assegurar una vacuna a Catalunya.""

#DBTLaVanguardia
#FemHo https://t.co/TKg4Vdg70F"
"339","<U+0001F5E8><U+FE0F>@salvadorilla:

""Ciutadans va despertar una esperança a les anteriors eleccions. Però l'esperança va marxar.

<U+0001F449>JO TORNO.
Si jo guanyo les eleccions, em presentaré a la investidura per fer govern"".

#DBTLaVanguardia
#FemHo https://t.co/3IosNzt6d8"
"340","Ya está bien.
No podremos estar otros 10 años así.
SE ACABÓ.

Cuando Cataluña está unida, AVANZA.

Debemos iniciar un movimiento de reencuentro.

<U+0001F449><U+0001F3FD> Vuelvo a Cataluña para presidir un Govern de servidores públicos.

<U+0001F5E3><U+FE0F> @salvadorilla  en #DBTLaVanguardia

#PresidentIlla
#FemHo https://t.co/vxvCUmWv1H"
"341","<U+0001F534>EN DIRECTE| Segueix el primer debat de campanya, amb la intervenció de @salvadorilla.

<U+0001F449>Pots seguir-ho a través de: https://t.co/id4BkPvscw 

#DBTLaVanguardia
#FemHo"
"342","<U+0001F534><U+0001F5E3><U+FE0F>A les 9 h @salvadorilla participarà al primer debat electoral de la campanya, que organitza @LaVanguardia.

<U+0001F449>Ho pots seguir EN DIRECTE a través de: https://t.co/NclEB28iwh

#DBTLaVanguardia
#FemHo https://t.co/3VcSv3ls2S"
