"","x"
"240","Es inaceptable que la gestión de las redes sociales de una institución como @zaragoza_es no sea imparcial. Aquí <U+0001F447> un hilo, para explicar por qué decimos esto."
"241","Aquests 15 dies vull mirar-te als ulls i parlar-te amb sinceritat. I et dic als ulls que potser no guanyarem aquest 14F, però que et necessito per fer una Catalunya més justa. Perquè et mereixes, una Catalunya millor.
#MiremnosAlsUlls https://t.co/A0bfvRnwpV"
"242","La elusión fiscal no es algo nuevo. Grandes fortunas y corporaciones llevan practicándola años. Y no se puede decir más claro: la declaración de patriotismo es la declaración de la renta. Son los impuestos los que mantienen un país y la pandemia lo ha vuelto a poner de manifiesto https://t.co/ATBJYe9Xpp"
"243","<U+0001F3AC>”Señorías de PP y Cs, ¿por qué son tan crueles con la gente más necesitada y que peor lo está pasando?

Indignación máxima.”

Todo el mundo debería saber esto.<U+0001F447><U+0001F3FB> https://t.co/kfRJnMv7JB"
"244","Este #14F diles con amor, pero mirándolos a los ojos, que se ha acabado.

Que mereces una Catalunya mejor.

#MiremnosAlsUlls <U+0001F49C> https://t.co/JPNVcbVHJT"
"245","Hace unos días @PabloIglesias recordaba en @plantabaixatv3 que la defensa de lo público y de los cuidados es imprescindible. Se lo debemos a la gente que nos ha cuidado y nos ha salvado la vida. Reafirmo nuestro compromiso con la sanidad pública <U+0001F49A> https://t.co/MxnSR48UhZ"
"246","<U+0001F489> “Las vacunas con financiación pública no pueden ser ‘capturadas’ por empresas a través de patentes para hacer negocio con ellas. 

Es el momento de ser solidarios y de poner todos los recursos al servicio del interés general”. #Right2Cure

<U+270D><U+FE0F> @IdoiaVR 

https://t.co/PxInXgcDkD"
"247","Seguiremos trabajando, por muy fuertes que sean las presiones y las campañas mediáticas, para que la próxima Ley de Vivienda regule los precios del alquiler y proteja el derecho constitucional a una vivienda digna. https://t.co/sgaCLLrKnR"
"248","<U+25B6><U+FE0F> @jessicaalbiach: ""En el #14F nos jugamos si vamos hacia la decadencia o volvemos a ser líderes en investigación e innovación. 

Estoy segura que la mejor versión de Cataluña aún está por llegar, y nosotros la haremos posible"".

#CienciaCatMereix

https://t.co/IBXl0TDqj2"
"249","<U+25B6><U+FE0F> @jessicaalbiach: ""En Cataluña llevamos una década perdida. En investigación e innovación tenemos una inversión del 1,5%, y nosotras queremos llegar al 3%. 

Así es como se crea una economía con valor añadido y con trabajo de calidad"". #CienciaCatMereix

https://t.co/AyNfi8rEIN"
"250","<U+25B6><U+FE0F> @G_Pisarello: ""Una economia moderna, amb valor afegit, només es pot fer tenint en compte els valors del feminisme. Per això és un plaer que la nostra candidatura l'encapçali una dona com la @jessicaalbiach.""

#CienciaCatMereix

<U+0001F3A5>Directe<U+0001F449>https://t.co/qaOVMfLuFO https://t.co/gYyUUbsnp0"
"251","<U+25B6><U+FE0F> Manuel Castells (@UniversidadGob): ""Sin ciencia no hay productividad, ni salud, ni defensa de la vida. Sin productividad no hay cultura”.

<U+0001F4FD> Sigue en directo #CienciaCatMereix <U+0001F447>

https://t.co/Djh4ynxmSb https://t.co/EfRJnn5Pso"
"252","Dirán que no es posible que @EnComu_Podem esté en el próximo Gobierno de la Generalitat.

Pero estaremos, y esa va a ser la única garantía de que llegue el cambio que verdaderamente necesita la gente.

<U+0001F4FD><U+FE0F> @PabloIglesias https://t.co/LymCVd0vCp"
"253","<U+203C><U+FE0F> AQUESTA TARDA

Parlem sobre la ciència <U+0001F52C> i la innovació <U+0001F4E1> que Catalunya mereix amb @jessicaalbiach, Manuel Castells i @G_Pisarello.

<U+0001F4C5> Dv, 29/01
<U+23F0> 18.30 h

<U+0001F4BB> EN DIRECTE a <U+0001F449> https://t.co/2j3cahWRU5

No t'ho perdis! https://t.co/wknymrKKB2"
"254","¿Dónde acaba tu voto?

<U+0001F4E9> Illa (PSC) <U+0001F449> ¿Gobierno apoyado por la derecha española de Cs?
<U+0001F4E9> Aragonés (ERC) o Sabater (CUP) <U+0001F449> ¿Gobierno con la derecha catalana de JxCat?

<U+0001F4E9> @jessicaalbiach (ECP) <U+0001F449> Gobierno progresista para ampliar derechos sociales.

El único voto seguro el 14F https://t.co/NKpwAl27gZ"
"255","No se necesitan más que unos segundos para tumbar las mentiras de la extrema derecha. 

Contra su racismo, datos.

<U+0001F44F><U+0001F44F> @DiegoLosadaTv https://t.co/0u0PRzI2Mg"
"256","<U+0001F4FD>""Nos dejaremos la piel para que llegue a Cataluña el cambio que merecemos y para avanzar hacia la república plurinacional.

Necesitamos un Gobierno progresista en la Generalitat"".

@jessicaalbiach https://t.co/vQgzokh7aT"
"257","<U+0001F4FA> @isaserras: ""El Zendal está sirviendo como cocina de humo para no hablar de la realidad de los hospitales que están en colapso. Lo que tendría que haber hecho Ayuso es reforzar los sanitarios y no crear un hospital sin médicos para forzarles a ir al Zendal"". https://t.co/45yIZdvxYL"
"258","<U+0001F4FA> @isaserras: ""Hay que hacer lo posible para que los colegios sean lo último que se cierre. Creo que hay que cerrar antes los centros comerciales que los colegios. Me parece prioritario que pongamos todos los recursos y esfuerzos para que los niños y niñas no se queden atrás"". https://t.co/HEFhDCtNKt"
"259","<U+0001F4FA> @isaserras: ""Las medidas que ha tomado el Gobierno de la Comunidad de Madrid son medidas insuficientes, son medidas equivocadas, pero sobre todo llegan tarde"". https://t.co/aFEpg9DQ4c"
"260","<U+0001F3A5>Sanidad pública, lucha contra la emergencia climática y diálogo.

<U+0001F469><U+0001F3FB><U+200D><U+0001F9B0>@jessicaalbiach explica las medidas de @EnComu_Podem para el #14F <U+0001F447> https://t.co/6cK3Owvd37"
"261","Mientras Ayuso se dedica a hacer campaña contra el gobierno estatal, en Madrid seguimos acercándonos al colapso. 

Las medidas siempre llegan tarde, son insuficientes o directamente equivocadas. https://t.co/YP7spRQgE8"
"262","""La Comisión debe publicar de forma íntegra todos los contratos. La ciudadanía debe saber cuánto cuestan las vacunas, qué compromisos han firmado compañías como #AstraZeneca y qué medidas puede tomar la UE si los incumplen""

<U+270D><U+FE0F> @IdoiaVR en el @ElHuffPost
https://t.co/ec0Bgrqpyz"
"263","¡Hay presente y futuro feminista! <U+0001F60D> https://t.co/No5XCQRHGM"
"264","<U+0001F4FD> @jessicaalbiach: ""Para las y los que quieren que Cataluña y España avancen juntas en el blindaje de derechos, que @EnComu_Podem esté en el Gobierno de la Generalitat es la mejor garantía.

Nos dejaremos la piel para que llegue el cambio que merecemos en Cataluña"". https://t.co/Hom7B9ZnK8"
"265","<U+0001F4FD><U+FE0F> @jessicaalbiach: ""Convocamos a ERC y al PSOE a salir cada uno de sus rincones. Si hemos conseguido en el Gobierno central sacar adelante los presupuestos más expansivos de la historia con el apoyo de estas fuerzas, ¿por qué Cataluña no se merece este cambio y estas alianzas?"". https://t.co/vL6oq0HZce"
"266","<U+0001F4FD> @jessicaalbiach: ""Todavía arrastramos los recortes en sanidad de Rajoy y Artur Mas. Pues bien: nosotras lo que queremos es blindar y transformar la sanidad en un sistema de salud de gestión plenamente pública y directa, reforzando la atención primaria"". https://t.co/zVaoLkv0U9"
"267","<U+0001F4FD> @jessicaalbiach: ""Lo que está en juego estas elecciones en Catalunya es si seguimos sumidas en la parálisis, en la confrontación y en el desgobierno o si vamos a emprender un nuevo rumbo con las necesidades, preocupaciones y prioridades de una ciudadanía agotada"". https://t.co/olEvEklu3d"
"268","<U+0001F4FD> @jessicaalbiach: ""La fuerza de @EnComu_Podem es la garantía y la condición imprescindible para hacer posible el cambio que Cataluña merece.

El bloque progresista y de izquierdas debe traducirse en un Gobierno fuerte y estable tras los años de desgobierno que arrastramos"". https://t.co/mj7GosRUPD"
"269","<U+0001F4FD>Este es el mensaje de @PabloIglesias para las catalanas y los catalanes. <U+0001F447> https://t.co/7m7SKXKxmv"
"270","<U+0001F4FD>@PabloIglesias: “La ley de vivienda es un asunto en el que vamos a ser muy cabezones porque lo que está en juego es en qué medida logramos que la vivienda deje de ser un activo especulativo y pase a ser un derecho social, tal y como establece la Constitución"". https://t.co/OmyxGVgVSv"
"271","<U+0001F4FD>""Todos los caraduras que se han saltado la cola para vacunarse antes que personas vulnerables deben dimitir de su cargo inmediatamente, sean del partido que sean.

Y si no lo hacen, deben ser cesados"".

@PabloIglesias CRISTALINO. <U+0001F447> https://t.co/xdoEF1zi4t"
"272","<U+0001F4FD>@PabloIglesias: “Debemos reflexionar sobre hasta qué punto el Estado debe seguir permitiendo que determinados bienes y servicios básicos para la vida, como son, en este caso, las patentes de medicamentos, sigan sujetos a las lógicas especulativas del mercado"". https://t.co/vBH9lCotb7"
"273","<U+0001F4FD>@PabloIglesias: ""Espero que el aumento histórico de un 150% del presupuesto para la sanidad de los PGE se traduzca lo antes posible en un refuerzo de nuestro sistema sanitario público.

Esta es la medida más importante que se tenía que adoptar con relación a la pandemia"". https://t.co/bJ8WAhdKXq"
"274","<U+0001F4FD>@PabloIglesias: ""Las pensiones es uno de los grandes debates que hay en el seno del Gobierno y nuestro papel, como siempre, debe ser trabajar para que se cumpla el acuerdo de coalición: que las pensiones aumenten su poder adquisitivo y no sufran recortes"". https://t.co/HjLFsepRT9"
"275","<U+0001F4FD>@PabloIglesias: “Tenemos que celebrar el Plan de Choque en Dependencia que hemos acordado desde la Vicepresidencia con las comunidades autónomas y los agentes sociales. Estamos revirtiendo todos los recortes del PP en este derecho con un aumento histórico en la inversión"". https://t.co/3apvBwLYcL"
"276","<U+0001F4FD>@PabloIglesias: “Si alguien piensa que vamos a estar de acuerdo con que a partir del 31 de mayo se pueda volver a desahuciar a familias sin alternativa habitacional o a dejar sin suministros básicos a hogares vulnerables se equivoca"". https://t.co/vVBeZjY3fq"
"277","<U+0001F4FD>@PabloIglesias: “El Consejo de Coordinación Ampliado se suele hacer a puerta cerrada, pero hoy, arrancando el segundo año de nuestro espacio político en el Gobierno de coalición, queremos que las reflexiones lleguen a todos los miembros del Consejo Ciudadano y a la militancia"". https://t.co/LUoFVJhroU"
"278","<U+0001F534> Ya puedes seguir EN DIRECTO la apertura del Consejo de Coordinación Ampliado de Podemos por parte de @PabloIglesias y @jessicaalbiach.

https://t.co/MD8wjGZ03R"
"279","Aquestes eleccions del 14 de febrer crec que la gent té dret a saber per a què servirà el seu vot. Davant del desgovern de JxCat i ERC, @EnComu_Podem és l’únic vot segur per a un Govern d’esquerres. #DBTLaVanguardia https://t.co/ZXMSSON0EI"
"280","No se necesitan más que unos segundos para tumbar las mentiras de la extrema derecha. 

Contra su racismo, datos.

<U+0001F44F><U+0001F44F> @DiegoLosadaTv https://t.co/0u0PRzI2Mg"
"281","Hace unos días con @jessicaalbiach, candidata de @EnComu_Podem en las elecciones catalanas del #14F, conversando sobre la oportunidad que se abre en Catalunya de avanzar en derechos sociales y laborales, en políticas feministas, diálogo y justicia social. 

Endavant, Jéssica! <U+0001F49C> https://t.co/sWdX9uMX30"
"282","La gente necesita seguridad, seguridad de llegar a fin de mes, de tener un sistema sanitario público y fuerte, y de que le dejaremos a nuestros hijos e hijas un país y un planeta mejor.

Ese es el cambio que Cataluña merece.

Minuto de oro de @JessicaAlbiach. <U+0001F44F> #DBTLaVanguardia https://t.co/BFl9Oz4GEh"
"283","<U+0001F436> Febrero es el mes en el que más galgos y podencos son abandonados.

Desde @AnimalesGob se ha impulsado un formulario para conocer los datos oficiales y denunciar su abandono o maltrato a las autoridades. #FebreroSinAbandonos

Enlace aquí <U+27A1><U+FE0F>https://t.co/FwNhUZc29o https://t.co/UHMhITArhj"
"284","<U+0001F415> Febrero es el mes en el que más galgos y podencos se abandonan en nuestro país.

Y, pese a ello, no contamos con datos oficiales para acabar con esta situación.

Ayúdanos a conseguirlo <U+2935><U+FE0F>

<U+0001F4F2> https://t.co/ELZnzxT8zB 

#FebreroSinAbandonos https://t.co/tl36ebcjxt"
"285","<U+0001F3A5>@jessicaalbiach: “Menys mal que estem al Govern central. 

Si no ja s’haurien retallat les pensions, l’escut social no hagués sigut ni la meitat de fort, eixamplem els ERTOS i batallem juntament amb les entitats socials per la regulació dels lloguers”. 

#DBTLaVanguardia https://t.co/j66iofPl9M"
"286","<U+25B6><U+FE0F> @JessicaAlbiach: ""La sra Sabater preguntava si estem al Govern de l'Estat. Estem i sort que estem, perquè sense nosaltres s'haguessin retallat les pensions i l'escut social no seria com l'actual.""

#DBTLaVanguardia https://t.co/f4sNNNIDRa"
"287","<U+0001F4FD><U+FE0F> @jessicaalbiach: ""Estas son las dos Españas: la de los privilegiados y los corruptos, y la de la gente trabajadora. Necesitamos un Gobierno que acompañe a la industria en la transición ecológica para que nadie se quede atrás y no se pierdan puestos de trabajo"" #DBTLaVanguardia https://t.co/tpMqqp8e5P"
"288","Detrás de cada una de las mujeres representadas en este mural hay una historia imposible de borrar. La lucha de las mujeres no va a parar por mucho que les moleste.

El odio machista no parará nunca el feminismo. <U+0001F4AA>

Viñeta de @luixo80. https://t.co/LiZXCQ6Rv9"
"289","<U+0001F3A5>@jessicaalbiach: “Totes les dretes tenen en comú la defensa dels privilegis d’uns pocs. Necessitem:

<U+0001F50B>Un operador energètic públic i renovables.
<U+0001F3E0>Arribar al 15% d’habitatge públic.
<U+0001F3E5>Desprivatitzar la sanitat

I per això necessitem un Govern d’esquerres ”. 

#DBTLaVanguardia https://t.co/M5i5HUYYvo"
"290","<U+25B6><U+FE0F>@JessicaAlbiach: ""La dreta, sigui PP, JxCAT o PdCAT, té una cosa en comú: defensa privilegis d'uns pocs.
Cal pensar en què necessita el país. Si volem impulsar les renovables, 15% d'habitatge públic, desprivatitzar la sanitat, necessitem un Govern d'esquerres""

#DBTLaVanguardia https://t.co/TCa5btqsFt"
"291","<U+0001F4FD><U+FE0F>@jessicaalbiach: Un @EnComu_Podem fuerte es la condición para un Gobierno de izquierdas que garantice:

<U+27A1><U+FE0F>Sanidad pública
<U+27A1><U+FE0F>Cambio del modelo de residencias
<U+27A1><U+FE0F>Cambio del modelo industrial
<U+27A1><U+FE0F>Diálogo para avanzar hacia una república plurinacional

#DBTLaVanguardia https://t.co/wEoW075LM1"
"292","<U+0001F3A5>@jessicaalbiach:“A la senyora Borràs li és el mateix que el Govern sigui un desgavell mentre sigui independentista.

ERC ha d'aclarir si compartirà Govern amb un partit que porta a les llistes a gent com Canadell, que diu que la gent que de fora de són colons"".
#DBTLaVanguardia https://t.co/kbQOGeEZNP"
"293","Opino que en democracia nadie debería ir a la cárcel por delitos de opinión. Hay otros mecanismos jurídicos para proteger el honor, la integridad o el prestigio. Que Hasel vaya a la cárcel, pienso que generará la sensación de que la ley no siempre es igual para todos"
"294","<U+0001F534> DIRECTE

<U+0001F5E3> @JessicaAlbiach participa al debat de candidates de @LaVanguardia

Segueix #DBTLaVanguardia aquí<U+0001F447>

https://t.co/MRLnRdXlgj"
"295","No estoy de acuerdo con algunas de las cosas que dijo Pablo Hasel, pero el delito de injurias a la corona es una rémora medieval y el de enaltecimiento del terrorismo, cuando ETA lleva años finiquitada, necesita una revisión profunda. Su condena no es propia de un país moderno."
"296","Esta es la Presidenta que necesita Catalunya ahora mismo.  

@jessicaalbiach tiene la convicción para proteger la sanidad pública pero, sobre todo, no le debe nada a ningún poder mediático o económico para llevarlo a cabo. 

¡Se pudo gobernar en el Estado y se podrá en Catalunya! https://t.co/OW1vOmlx6O"
"297","@luixo80 vía @LaUltima_Hora https://t.co/2nvNoXoqxc"
"298","Gracias a la insistencia de Unidas Podemos y otros grupos, finalmente el mafioso Villarejo comparecerá en la Comisión de Investigación sobre la operación Kitchen para dar cuenta de su participación en el operativo de destrucción de pruebas sobre la corrupción del Partido Popular."
"299","Qué mal envejecen algunos tuits https://t.co/teaANnCmDF"
"300","Que no se molesten en borrar los ataques infundados a Pablo Iglesias, aquí están bien guardaditos. <U+0001F4FC>
https://t.co/tOuhzm04fV"
"301","""És intentant l'impossible com es realitza el possible."" Henri Barbusse.

<U+0001F49C>Primera Senadora sorda.
<U+0001F49C>Primera Secretària General d'un partit sorda.
<U+0001F49C>Primera Síndica sorda.

Continuarem trencant barreres i fent història amb tu, companya @pilar_lima,  #SiQueEsPot. https://t.co/p9pS7MZHNg"
"302","La gente sabe qué fuerza política es necesaria para hacer políticas de izquierdas. Lo hemos demostrado en el Estado y ahora toca en Catalunya. https://t.co/Ldbq4UdFbR"
"303","He hablado en TV3 sobre el caso Villarejo, que los poderes mediáticos trabajaron sin descanso para convertir en el ""caso Dina"" y presentar a las víctimas de la persecución de las cloacas del Estado como culpables de terribles delitos. Difama, que algo queda. https://t.co/SGEzJtLuLa"
"304","<U+25B6><U+FE0F> @RosaLluchBramon: ""Tant @AdaColau com altres alcaldes i alcaldesses dels comuns són la prova que, quan hi som, les coses passen i hi ha canvis. @jessicaalbiach ha demostrat aquests anys amb diàleg i acords que estem aquí per millorar la vida de la gent.""

#14FComençaElCanvi https://t.co/FS1D6bZwFl"
"305","<U+0001F4FD> @jessicaalbiach: “Ha quedat enrere el temps en què ens havíem de resignar i on tot havia de seguir igual. El desgovern d’ERC i Junts ha fracassat. 

Mereixem un canvi i l’alternativa passa per un @EnComu_Podem fort i al Govern de la Generalitat”.

#14FComençaElCanvi https://t.co/0hEzhfsvBX"
"306","<U+0001F3A5>@AdaColau: ""Hem de sortir de la crisi sanitària, social i econòmica. I s’ha de fer la millor gestió possible dels fons europeus amb diàleg entre totes les institucions.

Cal un Govern cohesionat, fort, ampli i amb capacitat de diàleg"".

#14FComençaElCanvi https://t.co/PJPJ2Ol7PS"
"307","<U+0001F3A5>@jessicaalbiach: ""El desgovern d’ERC i Junts ha fracassat. 

Mereixem un canvi i l’alternativa passa per un @EnComu_Podem fort i al Govern de la Generalitat"".

#14FComençaElCanvi https://t.co/mxzWsPO4ff"
"308","<U+0001F4FD> @adacolau: ""Els dos partits de l'actual Govern es barallen entre ells, però no ressolen la gestió del dia a dia en els temes importants que afecten a l'àmbit laboral, d'habitatge i els serveis públics. Necessitem un Govern que treballi al servei de la gent"". #14FComençaElCanvi https://t.co/3C35DcdlLJ"
"309","<U+25B6><U+FE0F> @AdaColau: ""En aquesta campanya, per respecte a la població, hem de ser responsables i fer els actes 100% online. Però hem de fer una campanya constructiva que parli de solucions i propostes concretes per fer front a la crisi.""

<U+0001F3A5> https://t.co/2j3cahFgvv

#14FComençaElCanvi https://t.co/hHBdQ5Elnb"
"310","<U+0001F534> DIRECTE

Ja som a #14FComençaElCanvi amb @JessicaAlbiach, @AdaColau i @RosaLluchBramon <U+270A>

Segueix-nos a <U+0001F4FA><U+0001F449> https://t.co/2j3cahFgvv https://t.co/aSN2fs7urx"
"311","<U+0001F534> Arrancamos la campaña en Catalunya con nuestra candidata @jessicaalbiach, acompañada de @AdaColau y @RosaLluchBramon. #14FComençaElCanvi

<U+0001F4FD><U+FE0F> Ya puedes seguir el acto EN DIRECTO <U+0001F447>

https://t.co/JWFN0FV44H"
"312","<U+0001F4FD> @MayoralRafa: “Esta es una norma temporal, pero aspiramos a que estas medidas de protección se conviertan en medidas estables para garantizar el derecho a la vivienda al conjunto de la población”. #Pleno https://t.co/K88etPf1oK"
"313","Ayuso dice que quiere salvar la economía, pero la de:

<U+0001F449>Florentino Pérez.
<U+0001F449>Las constructoras del Zendal.
<U+0001F449>Los fondos buitre.

<U+0001F4FD> @isaserras

https://t.co/qHX6W9GZV8"
"314","<U+0001F4FA> ""Queda por hacer, y vamos a tener que discutir mucho en el Gobierno, para recordar lo que pone en el acuerdo de Gobierno, que habla, y cito literalmente, de derogación de la reforma laboral"".

@PabloIglesias en @plantabaixatv3 <U+2935><U+FE0F> https://t.co/4EaNRlqdNj"
"315","<U+0001F4FA> ""Estoy muy orgulloso de lo que ha hecho este Gobierno, fundamentalmente en lo que me toca como coordinador de la política social respondiendo a la dimensión social y económica de esta crisis"".

@PabloIglesias en @plantabaixatv3 <U+2935><U+FE0F> https://t.co/tTrrcxsjp8"
"316","Portugal y España avanzan decididas por la igualdad entre hombres y mujeres. Hoy he transmitido el compromiso de nuestro país para cerrar las brechas de género en los cuidados, trabajo, educación y salud; haciendo de la transición feminista una realidad dentro de Europa. https://t.co/G8RalZrddR"
"317","<U+0001F4FA> El vicepresidente, @PabloIglesias, contesta sin tapujos a las preguntas de TV3 <U+0001F447>

https://t.co/4K0kcRUGcG"
"318","<U+0001F4FA> @PabloIglesias: “Una cosa es que no esté de acuerdo con Junqueras o Puigdemont y otra muy distinta es entrar en un coro para criminalizarles o para insultarles”. #PlantaBaixaTV3 https://t.co/S1ebcjxIUx"
"319","<U+0001F4FA> @PabloIglesias: “El nivel de políticas sociales, de defensa de la sanidad pública y de un Escudo Social catalán que haya en el próximo Gobierno de la Generalitat va a depender de la fuerza que tenga @EnComu_Podem”.

#PlantaBaixaTV3 https://t.co/DB57NM1lAJ"
"320","<U+0001F4FA> @PabloIglesias: “No había ningún fundamento jurídico para pedir esa imputación al Supremo, y basta con ver el auto de ayer para saberlo, pero ¿ahora quién repara el daño de seis meses de portadas y tertulias acusándonos de delitos?”. #PlantaBaixaTV3 https://t.co/E6jyHnLvN9"
"321","<U+0001F4FA> @PabloIglesias: “La pandemia ha puesto encima de la mesa que, cuando vienen mal dadas, lo público no se pone de perfil.

Y como dice @jessicaalbiach, lo fundamental en Cataluña es defender la sanidad pública e iniciar el proceso de desprivatización”. #PlantaBaixaTV3 https://t.co/UNRTvkcU9I"
"322","<U+0001F4FA> @PabloIglesias: ""Nadie se puede saltar la cola. Este Gobierno ha planteado que los primeros que se van a vacunar no son aquellos que tengan la suerte de tener un seguro privado, ni de tener mucho dinero, ni de tener privilegios, sino los que lo necesitan”. #PlantaBaixaTV3 https://t.co/kDIb2hLKN0"
"323","<U+0001F4FA> @PabloIglesias: “Es fundamental dejar la afiliación partidista a un lado y que las administraciones no se tiren las vacunas a la cabeza los unos a los otros y colaboren para que el mayor porcentaje de la población esté vacunado lo antes posible”. #PlantaBaixaTV3 https://t.co/9yRb4sm9dV"
"324","<U+0001F4FA> @PabloIglesias: “Es evidente que el PSOE y nosotros representamos cosas muy diferentes en el Estado y en Cataluña. El PSC es monárquico y nosotros apoyamos una república plurinacional”. #PlantaBaixaTV3 https://t.co/NWXsaZXQhZ"
"325","<U+0001F4FA> @PabloIglesias: ""Hay que naturalizar que dentro del Gobierno hay una parte mayoritaria que es monárquica y que hay una parte que es republicana. Nosotros queremos que en España haya una república plurinacional y solidaria”. #PlantaBaixaTV3 https://t.co/MAcGih3H4G"
"326","<U+0001F4FA> @PabloIglesias: “Hace 5 años nos decían que era imposible que una fuerza política como la nuestra llegara al Gobierno, ahora algunos dicen que es imposible que en España haya una república. La república en España va a llegar, es cuestión de tiempo”. #PlantaBaixaTV3 https://t.co/Gytueib27l"
"327","<U+0001F4FA> @PabloIglesias: “El acuerdo de coalición habla de derogar la reforma laboral. No será un camino de rosas, pero la ministra de Trabajo ha demostrado que vamos en esa dirección, y no con palabras, sino con hechos”. #PlantaBaixaTV3 https://t.co/q95GcLtjf9"
"328","<U+0001F4FA> A nosotros se nos tiene que juzgar por los hechos, y estos son los hechos. <U+0001F447> #PlantaBaixaTV3 https://t.co/yjA89FTqtd"
"329","<U+0001F4FA> @PabloIglesias: ""Había, recientemente, una propuesta que venía de Moncloa a través de Escrivá, que señalaba que a lo mejor había que recortar las pensiones y nosotros tuvimos que decir que habíamos firmado un acuerdo que decía que eso no era posible ”. #PlantaBaixaTV3 https://t.co/io4P8pfL4t"
"330","<U+0001F4FA> @PabloIglesias: “Estar en el Gobierno ha servido para cosas que de otra manera no habrían ocurrido, como parar los desahucios, los cortes de suministros, avanzar el Escudo Social, etc. 

Solo tenemos 35 diputados, pero les hemos sacado mucho rendimiento”. #PlantaBaixaTV3 https://t.co/29EVsSzy2v"
"331","<U+0001F4FA> @PabloIglesias: “Nunca grupos mediáticos privados apoyan a nadie que pueda hacer políticas de izquierdas: defensa de la sanidad pública o defensa de los servicios públicos”.

#PlantaBaixaTV3 https://t.co/qwak8zWOeP"
"332","<U+0001F4FA> @PabloIglesias: “Creo que nuestra presencia en el Gobierno ha sido fundamental para que la respuesta a la dimensión económica y social de la crisis de la COVID-19 fuera totalmente distinta a la crisis del 2008”. #PlantaBaixaTV3 https://t.co/ejp10Nm8ZE"
"333","<U+0001F4FA> @PabloIglesias: “La sociedad catalana sabe muy bien que cuando alguien tiene muchos apoyos mediáticos no es porque vaya a hacer políticas de izquierdas. Creo que eso será determinante en estas elecciones”. #PlantaBaixaTV3 https://t.co/rRM9Ndcnck"
"334","<U+203C><U+FE0F> Ni ""caso Dina"" ni ""caso Pablo Iglesias"": CLOACAS DEL ESTADO.

<U+0001F4FA> @IreneMontero en la Televisión Pública. <U+0001F447>

https://t.co/e7ysgLb7Jq"
"335","Estas son las nuevas cuñas publicitarias de la Cadena Ser contra Podemos. 

Vergüenza ajena. Infame. <U+0001F447><U+0001F3FB> https://t.co/k563wFSyYR"
"336","<U+0001F4FD>@ionebelarra: “Una de las cosas más importantes que tenemos entre manos es la Ley de Vivienda, que tiene que servir para luchar contra la especulación, equilibrar la balanza, proteger a la ciudadanía y que los precios bajen”.

<U+0001F517> https://t.co/uJn4TLXy2P https://t.co/H1i3ETSaSu"
"337","<U+0001F4FD>@ionebelarra: “El futuro de la monarquía ya está ligado a la herencia de Juan Carlos I. El fondo del asunto no es quién lleva el título, es que es una institución con muchas facilidades para llevar a cabo negocios corruptos como los que hemos visto”.

<U+0001F517> https://t.co/uJn4TLFWEf https://t.co/aCkNYROmQL"
"338","A las 13:00h estaré en TV3 para hablar de la actualidad política y de las elecciones en Catalunya. 

Podréis verlo en directo aquí: https://t.co/xHYR37RoQ2 https://t.co/ZgKysxmj16"
"339","Hoy he querido recordar en el pleno la lucha vecinal y feminista que ha conseguido que el mural se quede.

Seguimos peleando para liberar Madrid de las derechas. https://t.co/TW2DaSNZ09"
"340","<U+0001F4FD>@ionebelarra: “No entiendo que los partidos que se dicen a sí mismos monárquicos no sean los principales interesados en que se llegue hasta el fondo del asunto, se investigue a la monarquía y el uso opaco de las tarjetas black del rey”.

<U+0001F517> https://t.co/uJn4TLXy2P https://t.co/Al5cFuiMFL"
"341","Villarejo utilizó una red de medios para difundir fakes. Entre ellos, El Mundo. De hecho, informes policiales dicen que se coordinaba con su subdirector. Hoy @JqManso lo ha querido desmentir. Aquí la prueba de eso en la @LaUltima_Hora<U+0001F447><U+0001F3FE>
https://t.co/6ABUvL4cz8 https://t.co/h0Hc7ezKgt"
"342","<U+0001F535> Joaquín Manso miente: La Policía sí ha acreditado la colaboración entre el subdirector de El Mundo y Villarejo.

https://t.co/7jTBWrOzt9"
"343","Y así es como las cloacas políticas y mediáticas intentaron convertir a Pablo Iglesias en el culpable del espionaje a Pablo Iglesias. <U+0001F447> https://t.co/bOQfe0EbsH"
"344","El feminismo tiene más consensos que diferencias y es el movimiento con más capacidad transformadora. Nuestra tarea es convertir esos consensos en políticas públicas: luchar contra todas las violencias machistas, Plan Corresponsables y políticas de cuidados o igualdad retributiva https://t.co/FNPE6kmj4O"
"345","¿Pueden decirnos qué medida tiene que tomar el gobierno estatal? No, porque no lo saben. Todo consiste en hacer campaña.

Su irresponsabilidad nos cuesta vidas.

https://t.co/VVcQtGPqdw"
"346","Comencem! Avui és el primer acte de campanya, i estaré molt ben acompanyada al costat de l'@AdaColau i la @RosaLluchBramon<U+0001F49C> Comptem amb totes vosaltres. 
<U+23F0> 17.00 h
<U+0001F4BB> EN DIRECTE a <U+0001F449> https://t.co/HGnvXu5SMF https://t.co/kn2LdfhppD"
"347","<U+0001F4DD> @ionebelarra: “Con la decisión del Supremo vuelve a demostrarse que en este país hay una persecución y una difamación constante a Podemos y a Pablo Iglesias por decir verdades sobre cómo funciona el poder”.

<U+0001F517>https://t.co/uJn4TLXy2P"
"348","Cuando se abre  //  Cuando se archiva https://t.co/RTqbGdmuGB"
