"","x"
"236","""Las ciudades del futuro deben ser más acogedoras y entregadas al peatón, y Cataluña puede avanzar hacia ello con @alejandroTGN""
#UnaCataluñaMejor

<U+0001F449> @gemaigual https://t.co/5qj7pM5QPP"
"237","""La izquierda y los independentistas intentan apropiarse de conceptos que son patrimonio de todos, hablan mucho y hacen poco, por eso es profundamente importante vuestro papel en el  futuro Gobierno de Cataluña"".
#UnaCataluñaMejor

<U+0001F449>@fragoso_fran https://t.co/y7tfmyzjCZ"
"238","""Quien quiere entenderse con el Partido Popular, si es por el interés general, siempre encuentra una mano tendida"".
#UnaCataluñaMejor

<U+0001F449> @emma_buj https://t.co/aqjlMZjaXT"
"239","<U+0001F4E1> @pablocasado_ y @alejandroTGN intervienen en un acto de campaña con alcaldes, por #UnaCataluñaMejor https://t.co/j3rwwlI2Zt"
"240","<U+27A1><U+FE0F> A las 13:00h. @pablocasado_  y @alejandroTGN intervienen en un acto de campaña con alcaldes, por #UnaCataluñaMejor

<U+0001F4E1> Podrás seguirlo en directo a través de nuestras redes y página web https://t.co/6WGpUWq5JJ https://t.co/L2btSJQVeA"
"241","Y por supuesto que, ante hechos como los de ayer, los compañeros  agredidos de vox tienen todo nuestro apoyo, pero estos episodios deben unir a los demócratas frente a los agresores, no servir para que nos ataquemos unos a otros."
"242","<U+2600>  Buenos días y #FelizDomingo a todos, aquí os dejamos nuestra agenda para el día de hoy <U+0001F447> 

<U+0001F4C6>  https://t.co/S74g2KqN64 https://t.co/CNMCgO8a8p"
"243","Vox cuidará a Sánchez y Sánchez cuidará a Vox. 

Ya le salvaron en las urnas y ahora también en el Congreso. En los momentos difíciles siempre estará Vox para salir al rescate. 

Los radicalismos se necesitan y los populistas se necesitan. https://t.co/dLExXUBy96"
"244","<U+27A1><U+FE0F> Queremos iniciar una etapa de reconciliación en Cataluña.

<U+27A1><U+FE0F> Nuestro objetivo es que los catalanes sepan que estamos aquí para solucionar sus problemas.

<U+0001F447> @Lroldansu y @abeltran_ana <U+0001F447> https://t.co/g6uLgGULJZ"
"245","Mientras os recordemos, viviréis y os prometo que no permitiré que vuestro sacrificio haya sido en vano. Memoria, dignidad y Justicia. https://t.co/P7zCoHSWVc"
"246","Jefferson decía que es preferible un país con prensa sin gobierno que con gobierno sin prensa.
En España sufrimos el peor gobierno de la democracia que encima señala a periodistas críticos.
Llevaremos a la UE el “ministerio de la verdad” y los ataques a la libertad de información"
"247","""VOX le aprueba el 'Plan E' a Pedro Sánchez, ¿qué le debe VOX a Sánchez? Se ha convertido en su mejor seguro para que el PSOE siga en Moncloa"".

<U+27A1><U+FE0F> VOX y Sánchez se cuidarán mutuamente porque ambos se necesitan para seguir donde están.

<U+0001F449> @TeoGarciaEgea https://t.co/kmCzYsmfS2"
"248","""La prioridad absoluta de Sánchez debería ser la campaña de vacunación y no la campaña catalana, y tenemos a Illa, que ha estado más pendiente de las encuestas en Cataluña que de los indicadores en las UCI"".

<U+0001F449> @TeoGarciaEgea https://t.co/1pCqpM1HqT"
"249","""Canarias necesita ayuda del Gobierno central, de los ministros, y no tiene la ayuda que merece y necesita"".

""Los canarios, como el resto de españoles, observan con estupor cómo los contagios se disparan, la economía se hunde y Sánchez desaparece"".

<U+0001F449> @TeoGarciaEgea https://t.co/m8GzUhhXGH"
"250","""El municipalismo es nuestra gran fuerza y el motor de nuestro partido"".

""Son los ayuntamientos del Partido Popular los que están dando respuestas a nuestros vecinos, ayudas a pymes y autónomos y los que rebajan las tasas de los servicios municipales"".

<U+0001F449> @TeoGarciaEgea https://t.co/rILE9R9zTv"
"251","""El Tribunal Constitucional ha sentenciado en contra del Gobierno, que quería evitar que por Ley se pudiera desalojar a un okupa de una vivienda ilegalmente okupada"". 

<U+27A1><U+FE0F> El recurso del PP devuelve la tranquilidad a los que quieren que se respete la Ley.

<U+0001F449> @TeoGarciaEgea https://t.co/zzKhLmGY8x"
"252","Hay que recuperar la libertad y el liderazgo en Cataluña. Queremos recuperar la convivencia y volver a ser motor económico de España. #UnaCataluñaMejor es posible. @alejandroTGN @IdiazAyuso https://t.co/AT3PWERwzQ"
"253","Desde el Partido Popular siempre estaremos a favor de la libertad de prensa y de información, porque eso es lo que diferencia una democracia de una dictadura, y en contra de los señalamientos a periodistas cuando no gusta lo que publican.

https://t.co/nJh0htt2Ww"
"254","Qué suerte tiene #Cataluña de tener a un candidato como @alejandroTGN, hoy arropado por la presidenta @IdiazAyuso. Cuanta más participación haya el 14F, más impulsaremos #UnaCataluñaMejor. https://t.co/uP7T8wI5sb"
"255","<U+27A1><U+FE0F> A las 13:30h. @TeoGarciaEgea clausura el 10 Congreso Insular del @popularesgc.

<U+0001F447> Podrás seguirlo en directo a través de este enlace <U+0001F447>
https://t.co/VOYlQeb4UB https://t.co/fNM4wuIevP"
"256","""Vamos a ser capaces de superar la turismofobia que ha presidido Cataluña en los últimos tiempos, una de las estrategias más suicidas que ha podido tener una tierra en la que el turismo representa el 12% del PIB directo y el 20% indirecto"".
#UnaCataluñaMejor

<U+0001F449> @alejandroTGN https://t.co/yx3ZjEdtfH"
"257","""Bajaremos 3 puntos el tramo autonómico del IRPF, es imprescindible que Cataluña deje de ser un auténtico infierno que expulsa la economía de esta tierra, porque es imposible que la gente se pueda ganar la vida con los impuestos que hay aquí"".
#UnaCataluñaMejor

<U+0001F449> @alejandroTGN https://t.co/tN9KxPJlet"
"258","""Vamos a hacer un plan de rescate para el sector de la cultura, el ocio, la restauración y la hostelería, que ha sido el más dañado por el covid y por un Gobierno separatista que, además, les ha estigmatizado"".
#UnaCataluñaMejor

<U+0001F449> @alejandroTGN https://t.co/ddFlzxdu13"
"259","""Me gustaría que Cataluña recuperara el liderazgo económico de España. El separatismo es incapaz de hacer autocrítica y si Cataluña ha perdido ese liderazgo, no es por un enemigo externo, sino porque aquí se han hecho las cosas mal"".
#UnaCataluñaMejor

<U+0001F449> @alejandroTGN https://t.co/m0sWeAMlvh"
"260","""De Sánchez, Illa, Iceta, Junqueras y compañía nunca surge un acuerdo genuino. Ahí solo hay una egoísta vocación de mantenerse en el poder al precio que sea y siempre destruyendo, si es necesario, la convivencia y el progreso"".
#UnaCataluñaMejor

<U+0001F449> @alejandroTGN https://t.co/JsIQihyxx3"
"261","""Para nosotros, el Partido Popular de Cataluña es nuestro motor y nuestro orgullo"".

<U+27A1><U+FE0F> @IdiazAyuso finaliza alabando el proyecto de @alejandroTGN  deseándole suerte.
#UnaCataluñaMejor https://t.co/VXJVgdUxHT"
"262","""Illa ha versado toda su campaña y su inacción como ministro, contra una comunidad autónoma para ganarse el favor de los independentistas aquí. Su inacción ha permitido que muchas familias vieran sus negocios arruinados y sin alternativa"".
#UnaCataluñaMejor

<U+0001F449> @IdiazAyuso https://t.co/4lAflsBDRV"
"263","""Durante mucho tiempo, el negocio del independentismo es el que ha robado en Cataluña. Ha robado a manos llenas a través de una mafia que se ha dedicado a expoliar a las clases medias y a la gente trabajadora"".
#UnaCataluñaMejor

<U+0001F449> @IdiazAyuso https://t.co/zAvTAwIBip"
"264","<U+0001F4E1> @alejandroTGN e @IdiazAyuso participan en un acto en Barcelona. https://t.co/csTB3FvmX1"
"265","<U+27A1><U+FE0F> A las 11:30h. @alejandroTGN e @IdiazAyuso participan en un acto en Barcelona.

<U+0001F4E1> Podrás seguirlo en directo a través de nuestras redes y página web https://t.co/6WGpUWq5JJ https://t.co/SDksLQ8eIg"
"266","Podemos recrudece su ofensiva contra los periodistas con su web de noticias falsas.

Con el silencio cómplice de Sánchez, Iglesias sigue poniendo en la diana a profesionales que considera incómodos. Basta ya de señalamientos.

Siempre en defensa de la libertad de información. https://t.co/8r3mvGYlxj"
"267","Hoy hace 23 años que Alberto Jiménez Becerril y Ascen García Ortiz fueron asesinados por la banda terrorista ETA.

Quisieron matar sus ideas y resucitaron nuestros valores.

Siempre en nuestra memoria. https://t.co/06GmzGv9Hc"
"268","Hoy 30 de enero felicitamos, con motivo de su cumpleaños, a S.M. el Rey Felipe VI, el mejor jefe del Estado que puede tener España ahora y siempre. 
Felicidades Majestad.

Viva España <U+0001F1EA><U+0001F1F8> Viva el Rey https://t.co/lWjXPU8HbQ"
"269","<U+2600>  Buenos días y #FelizSábado a todos, aquí os dejamos nuestra agenda para el día de hoy <U+0001F447> 

<U+0001F4C6>  https://t.co/S74g2KqN64 https://t.co/gC6kQVvLkD"
"270","<U+0001F51D>@TeoGarciaEgea en el Comité Ejecutivo Autonómico: “Siempre que se necesita al @ppmadrid siempre está. Gracias por el gran trabajo de las sedes y de los afiliados. Sin duda, el @populares y @pablocasado_ os necesitamos para recuperar el Gobierno de #España” https://t.co/g68UE5UQxk"
"271","Nuestra propuesta educativa para #UnaCataluñaMejor:

<U+0001F449>Libertad de elección de centro y modelo educativo 
<U+0001F449>Protección de la educación especial
<U+0001F449>Aplicación de al menos el 25% de castellano en Cataluña 

@alejandroTGN https://t.co/rrybkv69VU"
"272","""Los catalanes se están dando cuenta de que el Partido Popular está centrado en ellos. Nosotros no queremos una red clientelar, queremos que los fondos europeos vayan a los españoles"".
#UnaCataluñaMejor

<U+0001F4FA> @montesinospablo en @DebatAlRojoVivo https://t.co/5TgFIw47ei"
"273","""Los fondos han sido aprobados por la Unión Europea, pero el Partido Popular quería una gestión eficiente, y eso es lo que no vamos a conseguir con el plan del Gobierno"".

<U+0001F4FA> @montesinospablo en @DebatAlRojoVivo https://t.co/Nfz6zneXFG"
"274","""Lo que ocurrió ayer en el Congreso es que Sánchez, con el aval de VOX, logró el control de los fondos europeos sin ningún tipo de protección, es decir, la Moncloa va a decidir incluso sin el control del Congreso de los Diputados"".

<U+0001F4FA> @montesinospablo en @DebatAlRojoVivo https://t.co/nSNnmUcnM5"
"275","Porque puedes confiar en nosotros...porque puedes confiar en mí... https://t.co/AC5jgiVeD5"
"276","Pido una masiva participación el #14F para cambiar a #UnaCataluñaMejor.
Votar es tan seguro como ir a comprar pan.
Si los constitucionalistas moderados se abstienen ganarán los independentistas o sus palmeros del PSC que darán la Generalitat a ERC para que Sánchez siga en Moncloa https://t.co/gBhDyqNqAm"
"277","Aquí el segundo flotador!! Salvar a la Ministra de que no venga a la Comisión Mixta UE Congreso-Senado explicar los fondos europeos q es donde corresponde!
Y x cierto Querida Macarena esa Comisión q mencionas se celebrará  gracias al PP que la llevó arrastras a la Diputación P.<U+0001F609> https://t.co/GfPQhBOINw https://t.co/592smeM46L"
"278","No lo deje Sr. Egibar. Ya se lo decimos nosotros: Este es el precio que paga Sánchez a ETA, 5 ó 6 a la semana. Es decir, seis acercamientos de criminales etarras presos. El portavoz del PNV en el Parlamento Vasco dirigiéndose  a Bildu. Hoy el “premiado” es el asesino de Ordóñez. https://t.co/rHTTwzjYai"
"279","Decían que Ángela Merkel destruía Europa.
Decían que España tiene un Gobierno criminal socialcomunista.
Hablaban del Gobierno Frankenstein.

Y ahora le aprueban a Sánchez el Plan E para administrar los fondos europeos a su antojo.

Esto es VOX<U+0001F447><U+0001F3FB> https://t.co/4kr3dciGsJ"
"280","""Respetamos siempre las resoluciones judiciales. Hay que dar por hecho que si se mantiene el #14F es porque se dan las condiciones sanitarias necesarias"".

<U+0001F449> Hago un llamamiento a votar a todos los catalanes para que el cambio sea posible. 

@alejandroTGN #UnaCataluñaMejor https://t.co/tIfKFn2GkF"
"281","<U+0001F535> @alejandroTGN: ""Todas las encuestas marcan un crecimiento notable del Partido Popular, pero más importante que todo eso es ser capaces de construir un cambio"".

<U+0001F449> Y ese cambio en Cataluña solo llegará de la mano de un Partido Popular fuerte y sólido.

#UnaCataluñaMejor https://t.co/jAgtZptR1y"
"282","<U+0001F4DA> @alejandroTGN: “La Ley Celaá destruye la idea de la libertad de elección de centro educativo, un consenso logrado en los años 80 y compartido en el marco de la UE”. 

Defendemos:
<U+0001F449>Libertad educativa
<U+0001F449>Cultura del esfuerzo
<U+0001F449>Derecho a la educación especial

#UnaCataluñaMejor https://t.co/MPZEPqECAo"
"283","Junto a nuestra candidata @soniaesplugas, hoy en Hospitalet. El voto al @PPCatalunya y a @alejandroTGN es el voto útil para que #Cataluña vuelva a ser generadora de empleo, atractiva para la inversión y envidiada en Europa. https://t.co/Z9cq57EUHe"
"284","La caída del 11% del PIB es la peor de la OCDE, la más grave desde la guerra civil y es 20000M€ mayor a la previsión del Gobierno.
Sánchez sigue ocultando el plan de recuperación a los españoles. Si no lo publica ya, lo pediremos a la UE.
Tenemos derecho a saberlo antes del #14F https://t.co/n8mdAsRFxT"
"285","<U+0001F399><U+FE0F> Nuevo podcast #ActivemosEspaña<U+0001F449><U+0001F3FC>elecciones catalanas y nuestro compromiso con la libertad educativa.

<U+0001F535> Con @montesinospablo, @alejandroTGN, @DiezMoneo y @eossoriocrespo.

<U+0001F3A7>https://t.co/6DQESPQ2tr
<U+0001F3A7>https://t.co/3zS7PTEw5M
<U+0001F3A7>https://t.co/FgnQhdQy7P
<U+0001F3A7>https://t.co/17YQZMFrkC https://t.co/jHETbCmJZY"
"286","Vox regala un cheque en blanco a Sánchez para que reparta fondos sin control.
Esa barra libre acaba en clientelismo y corrupción como el Plan E y los ERE.
Ese decreto sin consenso dificulta que la UE dé las ayudas.
Y es el salvavidas de Sánchez: el Gobierno italiano cayó por esto https://t.co/IYmh7mmAit"
"287","Cuando esos 140.000 millones de euros no lleguen a la gente de Canarias, que de verdad lo necesita, hay que acordarse de que Vox es quien ha permitido el plan E de Sánchez para manejar a su antojo, de forma opaca y sin control esos fondos.

<U+0001F4FA> @RTVCes https://t.co/zuI5ba1L5U"
"288","Los ERTE se crearon en 1995 (Real Decreto 24 marzo) Su flexibilización, que permite implementarlos sin pasar por trámite burocrático, es de la Reforma Laboral de 2012 punto VI. 

Sánchez es una maquina de mentir y de destruir empleo. https://t.co/Ra5gDFg2o7"
"289","""Se está jugando con la salud de los catalanes por intereses electorales. Merecemos un valor seguro que frene al independentismo y al tripartito que tanto daño han hecho. Solo el PP ha sacado a España de las crisis sanitarias y económicas"".

<U+0001F399><U+FE0F> @DolorsMM en @HerreraenCOPE"
"290","""El Gobierno ha llegado tarde y mal con el peor ministro de la historia, que no dimite y lo premian con ser candidato a la Generalitat de Cataluña, utilizando los resortes del Estado para su campaña electoral”

<U+0001F399><U+FE0F> @DolorsMM en @HerreraenCOPE"
"291","“Gracias al trabajo de la UE se garantiza el suministro de vacunas a lo largo de 2021. La compra centralizada nos permite mayor investigación y precios más competitivos para todos”

<U+0001F399><U+FE0F> @DolorsMM en @HerreraenCOPE"
"292","""Illa no puede dar lecciones de encuentro ni concordia cuando gobierna con radicales como Pablo Iglesias. Todavía esperamos saber quiénes son los miembros del supuesto Comité de Expertos que lo asesoraban.""

<U+0001F399>@alejandroTGN en #DBTLaVanguardia https://t.co/fxPvTJyjKi"
"293","Primera reacción del Gobierno en la gestión de los Fondos Europeos tras el salvavidas de Vox: reírse de todos. 

Con el cheque en blanco a Sánchez, anula la comparecencia parlamentaria cerrada con Calviño para informar sobre los fondos.

No queríais opacidad, pues taza y media. https://t.co/fq2aGTj3nw"
"294","""Nuestra campaña va a girar en torno a la defensa de una Cataluña abierta, integradora, que quiere mirar al futuro y olvidar todo lo malo que ha ocurrido durante estos años atrás"".

<U+0001F4FA>@TeoGarciaEgea en @RTVCes https://t.co/8Ex41LjucO"
"295","""Que VOX se abstenga y permita que Sánchez disponga de 140.000 millones para asegurar su legislatura, y esto lo haga con Bildu, es algo que no tiene explicación"".

<U+0001F4FA>@TeoGarciaEgea en @RTVCes https://t.co/HlWmT9PvCO"
"296","""Iceta ha defendido públicamente que una parte de España pueda decidir sobre el resto y las desigualdades territoriales. Del nombramiento de Darias cabe pensar que quizás es un trampolín y estemos ante la futura candidata del PSOE en Canarias"".

<U+0001F4FA>@TeoGarciaEgea en @RTVCes https://t.co/cnmrzf5WUy"
"297","""Cataluña necesita una buena gestión. Desde el Partido Popular, con @alejandroTGN, proponemos suprimir impuestos de Sucesiones, Donaciones y Patrimonio, reducir el 3% de IRPF autonómico y suprimir los 15 impuestos autonómicos"".

<U+0001F4FA> @pablocasado_ en #CasadoESp https://t.co/4cJjIFXI80"
"298","""El triunfalismo del Gobierno es insultante"".""

""Sánchez fio todo a la vacunación, le puso una pegatina muy grande y no ha sido capaz de que las CC.AA. puedan poner la segunda dosis. Además, si te escondes en las autonomías, no alardees"".

<U+0001F4FA> @pablocasado_ en #CasadoESp https://t.co/ScId30gb4v"
"299","""La crisis es global, pero la afectación está siendo mucho peor en los países que gestionan mal"".

¿Qué les parece a todos esos españoles que quieren trabajar y no pueden que los fondos los maneje Sánchez a su antojo con la ayuda de VOX?

<U+0001F4FA> @pablocasado_ en #CasadoESp https://t.co/xxxtrMBdbA"
"300","""Los fondos europeos tienen luz verde gracias a la negociación del Partido Popular en Bruselas. Este Real Decreto lo que hace es dar barra libre al Gobierno para dárselos a quien quiera, sin control parlamentario y sin que nadie pueda decir nada"".

<U+0001F4FA> @pablocasado_ en #CasadoESp https://t.co/aasYx4Ex5M"
"301","<U+0001F4FA> A las 09:40h. (hora peninsular), @TeoGarciaEgea será entrevistado en @RTVCes.

Podrás seguirlo, en directo, en el siguiente enlace<U+0001F449><U+0001F3FC> https://t.co/S3VWry5obo https://t.co/4N24Uv1CeV"
"302","Sánchez arriesga los fondos europeos pactando con radicales.
El 29/7 le propuse una autoridad independiente para gestionarlos.
El 2/9 propuse acordar el plan nacional de reformas.
El 16/12 le planteé pactar las recomendaciones UE.
No se dignó a responder.
Es su responsabilidad. https://t.co/lmBv0x9kF4"
"303","<U+0001F4FA> Esta mañana, a partir de las 09:10h., @pablocasado_ estará en @EspejoPublico.

No te pierdas la entrevista a nuestro presidente, en directo, aquí<U+0001F449><U+0001F3FC> https://t.co/vGZtm64Wx6 https://t.co/Srt2rPejK8"
"304","<U+0001F4FB> A las 08:45h, @DolorsMM será entrevistada en @HerreraenCOPE.

Sigue la entrevista a nuestra portavoz en el Parlamento Europeo, aquí <U+0001F449><U+0001F3FC> https://t.co/KRUnFlkOIZ https://t.co/jVJZtWHIKx"
"305","Jajaja.
Ya no son extrema derecha. https://t.co/T0jWAcNchj"
"306","<U+0001F534> De presentar una moción de censura perdida antes de presentarse, a darle a Sánchez todo el poder para el reparto de los fondos europeos.

<U+0001F534> En VOX son capaces de todo y, a la vez, incapaces de hacer una oposición responsable y efectiva. https://t.co/sSs0Mgpsh8"
"307","Buenos días a todos y #FelizFinde <U+2615>

Esta es nuestra agenda para hoy<U+0001F449><U+0001F3FC> https://t.co/3quq6ixg6u https://t.co/RbP94az7JG"
"308","El cambio real es el PP.
Hay que votar en masa para evitar un Frankenstein a la catalana.
Sánchez usa Cataluña como moneda de cambio para seguir en Moncloa.
Manda un muletilla para pactar con independentistas otro tripartito.
El orden no altera el producto: ERC y PSC pactarán. https://t.co/WmRtR5V5NS"
"309","El PP es la solución:
1-El Tribunal Constitucional admite hoy nuestro recurso contra la Ley que permite la okupación de viviendas.
2-El Parlamento Europeo acepta nuestra reforma de la euroorden para que los prófugos por delitos contra la Constitución se extraditen automáticamente https://t.co/zVd8RyBnzt"
"310","Vox aprueba el plan E de Sánchez https://t.co/40z3ji4zDO"
"311","""Queremos hacer una Cataluña más fuerte dentro de España y por eso le decimos a esos catalanes que están hartos del 'procés', que en el Partido Popular tienen una fuerza tranquila pero con unos principios firmes"".

<U+0001F399><U+FE0F> @TeoGarciaEgea en @BrujulaOndaCero"
"312","""El Gobierno ha hecho dejación de funciones en el plan de vacunación, teniendo un plan poco claro y no tomando el liderazgo, que podía salvar miles de empleos y de vidas"".

<U+0001F399><U+FE0F> @TeoGarciaEgea en @BrujulaOndaCero"
"313","""El PSOE cuida a VOX y tira de él en los momentos críticos, y ahora es el momento de que VOX devuelva el favor a Sánchez, absteniéndose en un decreto que le va a costar mucho explicar"".

<U+0001F399><U+FE0F> @TeoGarciaEgea en @BrujulaOndaCero"
"314","""La UE debe saber el plan que ha propuesto Sánchez para gestionar 140000 millones, y nosotros no podíamos hacernos  corresponsables, como ha hecho VOX con su abstención"".

<U+0001F399><U+FE0F> @TeoGarciaEgea en @BrujulaOndaCero"
"315","<U+0001F4FB> A las 22:45h. será entrevistado @TeoGarciaEgea en @BrujulaOndaCero 

<U+0001F447> Podrás seguirlo en directo a través de este enlace <U+0001F447>
https://t.co/eOx4E3FHYb https://t.co/4gJ1a4avuy"
"316","La derechita de @vox_es, orgullosa de mantener las mentiras, la ruina y la red clientelar del sanchismo y el comunismo.

SU VOTO ERA NECESARIO PARA EVITARLO. NO HAN QUERIDO.

Basta ya de demagogias que solo buscan los titulares que no dan su ausencia de propuestas. https://t.co/ZEj6z2rQG1"
"317","""Vamos a ser protagonistas, somos un partido de Gobierno. Estamos para mejorar la vida de la gente y para provocar un cambio auténtico"".
#UnaCataluñaMejor

<U+0001F449> @alejandroTGN https://t.co/5DhmZDz4I7"
"318","""Hay que sacar al nacionalismo y a la extrema izquierda del Gobierno de Cataluña, no hay otra manera de recuperar lo mejor de nuestra tierra y de conseguir una Cataluña mejor"".
#UnaCataluñaMejor

<U+0001F449> @alejandroTGN https://t.co/nXoWJ6jz8H"
"319","""El nacionalpopulismo que ha gobernado con mano de hierro cruel y totalmente destructiva los últimos ocho años en Cataluña, no siempre ha sido mayoritario y no lo es ahora tampoco"".
#UnaCataluñaMejor

<U+0001F449> @alejandroTGN https://t.co/dJEDC5m7xg"
"320","""Los ciudadanos esperan de los políticos pongan sus intereses, los de la ciudadanía, por delante de los intereses electorales, algo que no se ha hecho por parte del Gobierno de Cataluña, ni por parte del Gobierno de España"".
#UnaCataluñaMejor

<U+0001F449> @alejandroTGN https://t.co/2W6OvY40v7"
"321","""Es el momento de que Cataluña merezca un Gobierno mejor y este es el programa que necesita y el equipo que más puede aportar"".

<U+27A1><U+FE0F> Este el proyecto de esperanza y futuro que más necesita Cataluña.
#UnaCataluñaMejor

<U+0001F449> @pablocasado_ https://t.co/8BDvXSESQW"
"322","""El sistema de salud aquí en Cataluña no va bien, hay demasiado sectarismo y demasiada falta de planificación"".

""Hace falta tener infraestructuras hospitalarias suficientemente dotadas"".
#UnaCataluñaMejor

<U+0001F449> @pablocasado_ https://t.co/4oetTtgyAy"
"323","""Defendemos un nuevo modelo de financiación autonómica que responda a las necesidades de Cataluña"".

""Cataluña necesita financiación autonómica porque tenemos que tener la certeza de aquí no faltan recursos públicos"".
#UnaCataluñaMejor

<U+0001F449> @pablocasado_ https://t.co/Rw5ElkX9pZ"
"324","""Si @alejandroTGN es clave para la gobernabilidad de Cataluña, suprimirá los 15 impuestos propios que están lastrando la economía de esta tierra. Uno de los compromisos de este partido es que vuelvan las 7000 empresas que se han marchado"".
#UnaCataluñaMejor

<U+0001F449> @pablocasado_ https://t.co/lLOzGceyru"
"325","""Cuando he escuchado al señor Illa decir que venía aquí a cambiar una década que había sido muy mala, me ha recordado a Pedro Sánchez cuando decía que le producía insomnio pactar con Pablo Iglesias"".
#UnaCataluñaMejor

<U+0001F449> @pablocasado_ https://t.co/rkzSVWh6xr"
"326","""Hoy el Gobierno ha perpetrado, con el apoyo del radicalismo en España de los dos extremos, lo que es un agujero negro de impunidad en el uso de las ayudas europeas"".
#UnaCataluñaMejor

<U+0001F449> @pablocasado_ https://t.co/Oc6y27csXq"
"327","""Nosotros nunca hemos sido un partido de exclusiones, sino de concordia y de convivencia, pero con los principios muy claros, que hace que esa puerta ancha esté abierta para todos"".
#UnaCataluñaMejor

<U+0001F449> @pablocasado_ https://t.co/qiiZ8GWQnS"
"328","<U+0001F449> @pablocasado_ comienza el acto lamentando la pérdida de 10000 catalanes y casi 90000 españoles en total, en un momento en el que estamos en el peor pico de la pandemia. https://t.co/qHvebVMFyc"
"329","""Hoy arranca el inicio de una campaña de electoral que va a marcar el futuro de los catalanes en los próximos cuatro años, y los catalanes necesitamos dejar atrás estos 10 años de desvarío del separatismo y las mentiras de Sánchez y compañía"".

<U+0001F449> @Lroldansu https://t.co/LOdaWvw7I8"
"330","""Muchos catalanes hemos estado muy solos durante mucho tiempo. Nuestro Gobierno nos ha dado la espalda por no pensar como ellos, y desde el Gobierno de Sánchez, han decidido aliarse con aquellos que están rompiendo el pacto constitucional al que tanto debemos"".

<U+0001F449> @PareraEva https://t.co/77cj1nvPpx"
"331","Pablo Casado interviene en el acto de inicio de campaña de las elecciones al Parlament de Cataluña, junto al candidato del PPC, Alejandro Fernández. https://t.co/THPKDUm0QZ"
"332","<U+27A1><U+FE0F> A las 19:00h. @pablocasado_  interviene en el acto de inicio de campaña de las elecciones al Parlament de Cataluña, junto al candidato del @PPCatalunya, @alejandroTGN.

<U+0001F4E1> Puedes seguir el acto en directo a través de nuestras redes y página web https://t.co/6WGpUWq5JJ https://t.co/CmPD4yXLd4"
"333","Visito Castelldefels con @manureyeslopez, que debería seguir siendo su alcalde pues duplicó al PSC, pero los socialistas pactaron con los independentistas de ERC y JxCat. Eso hizo Sánchez en España, y eso hará Illa si suman el #14F.
Solo el PP garantiza un cambio real en Cataluña https://t.co/pHwtzCMkuM"
"334","VOX y BILDU garantizan la legislatura de Pedro Sánchez dándole todo el poder sobre 140.000 millones de euros.

Primeras imágenes de la pegada de carteles en Cataluña. https://t.co/p3ICRAZYcS"
"335","¿Qué hubieran dicho si en ese titular estuviera @populares, y no @vox_es? ¿Acaso algo tipo la derechita cómplice, o cobarde, o acomplejada? https://t.co/NgQCBpE9sC"
"336","Un auténtico PLAN DE RESCATE tras conocer los demoledores datos del paro en Cataluña... https://t.co/W8ah1MtTP3"
"337","Vox salva al Gobierno de Sánchez e Iglesias https://t.co/PoNyxbkg3S a través de @ABCespana"
"338","Vox, al rescate de Sánchez e Iglesias.

Votamos NO al decreto de fondos europeos por ir en contra del interés general.

Casado propuso la creación de una autoridad independiente para gestionar los fondos, pero Sánchez opta por el clientelismo y la ausencia de transparencia. https://t.co/IDbWfvmKRG"
"339","Señores de Vox, si la gestión de fondos que plantea el Gobierno no es buena para el futuro del país, salvar a Sánchez no es salvar a España.

A España se la salva haciendo q cambie la manera de gestionar clientelar y sin controles. Los fondos son de los españoles, no del Gobierno"
"340","El Gobierno no tenía apoyos para su decretazo, pero @vox_es y Bildu han llegado para salvar a Sánchez.

Sostienen el sistema clientelar del Gobierno con el dinero europeo.

VOX vuelve a ser la muleta de Sánchez e Iglesias.

https://t.co/ZGbDUCOJs5"
"341","El Gobierno no tenía los apoyos necesarios para aprobar su Real Decreto... Hasta que llegaron VOX y BILDU y salvaron el sistema clientelar que el Gobierno impone en el reparto de los fondos europeos.

Luego vendrán con mociones de censura, pero VOX es un salvavidas para Sánchez. https://t.co/O1lfOl9BqU"
"342","Por sentido de Estado y responsabilidad, @populares no apoyamos un decreto peronista de fondos europeos. 

Pablo Casado ofreció a Sánchez pactos para una gestión eficaz y transparente de las ayudas, garantías de crecimiento y empleo frente al clientelismo, todo ello rechazado."
"343","Se apunta Vox a la concentración de poder, al clientelismo y al riesgo de la corrupción? Sorprendente para quien está todo el día dando lecciones"
"344","“Creo que vas a disfrutar” le dice Illa a Darias.
Es un insulto a 90.000 fallecidos y 2 millones de contagiados.
Su balance son test falsos y mascarillas defectuosas de comisionistas del PSC.
Su legado es la tercera ola incontrolada y la vacunación paralizada en Madrid y Cataluña https://t.co/9uV2InAvpw"
"345","""La tesis de que el déficit no importa queda muy bien, pero el déficit es deuda, y hay que devolverla. Por eso es tan importante tener las cuentas saneadas, para poder atender a una crisis sin tener problemas, y poder atenderla bien"".

<U+0001F399><U+FE0F> @erodriguez_2019 en @LasMananas_rne"
