"","user_id","status_id","created_at","screen_name","text","retweet_count"
"1","2201623465","1383897059728662530","2021-04-18 21:35:45","vox_es","<U+203C> #ÚLTIMAHORA 

Hace 10 días, la Comunidad de Madrid contrató a dedo a una empresa privada para cobrar a los madrileños las multas por el estado de alarma.

@Macarena_Olona anuncia la presentación de un recurso ante el TSJM contra esta salvajada.

<U+2B07> HILO <U+2B07> https://t.co/cYDFW3WfzF",751
"2","2201623465","1383893874691624974","2021-04-18 21:23:05","vox_es","Sepa AnaPastor que somos muchos los que aplaudimos la decisión de Rocío Monasterio de no acudir y así no blanquear el pozo negro de infame manipulación que son sus programas y todo su negocio de intoxicación montado en LaSexta y la banda de su torticero chiringuito ""verificador"". https://t.co/s6pUSlJ3X6",667
"3","2201623465","1383890568938328065","2021-04-18 21:09:57","vox_es","Sentimos que a Ana Pastor le moleste, pero no vamos a normalizar el uso sectario de una concesión pública donde se patrocina el golpismo y se banaliza la violencia que sufren los simpatizantes de VOX. https://t.co/BbKkYRrTe9",2145
"4","2201623465","1383889760968536066","2021-04-18 21:06:45","vox_es","Vox saca músculo en Móstoles para teñir de verde el 'cinturón rojo' de Madrid: ""Sánchez es un traidor"" https://t.co/nZlkkJ2OM1",554
"5","2201623465","1383889675882950662","2021-04-18 21:06:24","vox_es","Actos de este lunes 19 <U+2935><U+FE0F> 

<U+0001F4CD> Fuenlabrada a las 19:30 con @monasterioR y @Santi_ABASCAL 

<U+0001F4CD> Villalba a las 19:30 con @Ortega_Smith 

<U+0001F4CD> Majadahonda a las 19:30 con @Macarena_Olona 

<U+0001F4CD> Mejorada del Campo a las 19:30 con @Jorgebuxade 

¡#ProtegeMadrid, vota seguro! <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/idVQtOxgfY",350
"6","2201623465","1383882847253979141","2021-04-18 20:39:16","vox_es","<U+0001F4E3> Ya puedes ver en nuestro canal de Youtube el discurso completo de @Santi_ABASCAL que ha pronunciado durante el multitudinario mitin de VOX en Móstoles.

<U+2B07><U+2B07><U+2B07>

https://t.co/v20lhg69Zr",394
"7","2201623465","1383854328461479936","2021-04-18 18:45:57","vox_es","En VOX levantaremos las banderas que la derechita cobarde tiró al suelo por miedo a la izquierda. 

<U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/ELYHUSD9Zr",1029
"8","2201623465","1383834784149868560","2021-04-18 17:28:17","vox_es","MÓSTOLES <U+2705> | Votar seguro es hacerlo para proteger nuestras familias, nuestros barrios, nuestros empleos. Y los madrileños lo saben. Gracias por tanto apoyo. 

#ProtegeMadrid #VotaSeguro <U+0001F1EA><U+0001F1F8><U+0001F4AA><U+0001F3FB> https://t.co/WjrqXVJvDc",324
"9","2201623465","1383812912674873353","2021-04-18 16:01:23","vox_es","<U+203C> Este lunes 19 de abril, GRAN ACTO de VOX en Fuenlabrada con @monasterioR y @Santi_ABASCAL
 
<U+23F0> 19:30 
<U+0001F4CD> Plaza de la Constitución.

¡Te esperamos! ¡Fuenlabrada en pie! <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/EbhG5gSGKD",552
"10","2201623465","1383812525263712259","2021-04-18 15:59:50","vox_es","<U+0001F4DD>Objetivos de nuestra declaración institucional:

<U+2705>Repulsar cualquier acto de violencia, independientemente de la ideología del agresor.
<U+2705>Condenar los atentados contra los cuerpos policiales que operan en Cataluña.

¿Algún partido político será capaz de no sumarse?
#Los11deVOX https://t.co/0gIPIqngc5",255
"11","2201623465","1383811014223810563","2021-04-18 15:53:50","vox_es","¿Se acuerdan?
Madrid Central sigue ahí.
Y la ley de memoria histórica.
Y las leyes de género.
Y ahora la ley de menores que castiga a los padres imponen los comunistas de Iglesias y aprueba el PP.
Son parte del consenso que siempre se encoge y agacha ante la izquierda. https://t.co/got4i0xXah",734
"12","2201623465","1383810806035279879","2021-04-18 15:53:00","vox_es","Toreando por Madrid <U+0001F403><U+0001F1EA><U+0001F1E6>

Con @monasterioR @Santi_ABASCAL y Morante de la Puebla. https://t.co/qQKmSC8lfQ",968
"13","2201623465","1383810775777611800","2021-04-18 15:52:53","vox_es","<U+2705> Protege tu barrio.

<U+2705> Protege tu familia.

<U+2705> Protege tu empleo.

<U+2705> Protege tu identidad.

El 4 de mayo, #ProtegeMadrid del asalto comunista. Vota seguro <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/AW5uNXSToU",579
"14","2201623465","1383809956118368257","2021-04-18 15:49:38","vox_es","Morante de la Puebla, @monasterioR , @Santi_ABASCAL toreando por Madrid. https://t.co/T1o4A2unMv",342
"15","2201623465","1383809866548989954","2021-04-18 15:49:16","vox_es","Santiago Abascal reta a Pablo Casado a que explique con quién pactará tras el 4-M y a que se aleje de Pedro Sánchez https://t.co/ynmyTKEVL8",161
"16","2201623465","1383809735598608385","2021-04-18 15:48:45","vox_es","Móstoles - poca gente, en realidad es Photoshop https://t.co/vghMlPB5tS https://t.co/0XjvCByTbP",1421
"17","2201623465","1383783031769468935","2021-04-18 14:02:38","vox_es","Para nosotros los españoles deben ser los primeros. Gracias Alcobendas<U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/zJvGiPnNCN",760
"18","2201623465","1383782633843216389","2021-04-18 14:01:04","vox_es","Actos de este lunes 19 <U+2935><U+FE0F> 

<U+0001F4CD> Fuenlabrada a las 19:30 con @monasterioR y @Santi_ABASCAL 

<U+0001F4CD> Villalba a las 19:30 con @Ortega_Smith 

<U+0001F4CD> Majadahonda a las 19:30 con @Macarena_Olona 

<U+0001F4CD> Mejorada del Campo a las 19:30 con @Jorgebuxade 

¡#ProtegeMadrid, vota seguro! <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/idVQtOxgfY",350
"19","2201623465","1383781004905615360","2021-04-18 13:54:35","vox_es","Actos de este domingo 18 <U+2935><U+FE0F> 

<U+0001F4CD> GRAN ACTO DE INICIO DE CAMPAÑA a las 12:00 en Móstoles con @monasterioR y @Santi_ABASCAL

<U+0001F4CD> Navas del Rey a las 19:30 con @Jorgebuxade

<U+0001F4CD> Soto Del Real a las 19:30 con @Macarena_Olona

<U+0001F4CD> Getafe a las 19:30 con @Ortega_Smith

#ProtegeMadrid <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/0DKpZ1Bq5Q",463
"20","2201623465","1383780282755547150","2021-04-18 13:51:43","vox_es","¡Arranca la campaña!
#ProtegeMadrid 
#VotaSeguro https://t.co/lIocY9McLl",926
"21","2201623465","1383772931436683273","2021-04-18 13:22:30","vox_es","Hoy inicio de campaña en #Mostolés ante una multitud de vecinos patriotas y conscientes de lo que nos jugamos el 4 de mayo.
#ProtgeMadrid
#VotaSeguro
#VOX https://t.co/oZ56lu3F5X",679
"22","2201623465","1383761999591399427","2021-04-18 12:39:04","vox_es","<U+0001F4E2> @monasterioR en Móstoles:

<U+0001F449> De los madrileños depende la conservación del legado de nuestros padres y el futuro de nuestros hijos

<U+0001F449> A España la va a sacar adelante la España que madruga, no Sánchez

<U+2705> #ProtegeMadrid #VotaSeguro <U+0001F4AA><U+0001F1EA><U+0001F1F8>
https://t.co/5zVWEvbsms",333
"23","2201623465","1383746469161619459","2021-04-18 11:37:21","vox_es","¡Gracias Móstoles! <U+0001F1EA><U+0001F1F8> https://t.co/xIj4Ig3HWr",1855
"24","2201623465","1383744296252174348","2021-04-18 11:28:43","vox_es","<U+2705> Protege tu barrio.

<U+2705> Protege tu familia.

<U+2705> Protege tu empleo.

<U+2705> Protege tu identidad.

El 4 de mayo, #ProtegeMadrid del asalto comunista. Vota seguro <U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/AW5uNXSToU",579
"25","2201623465","1383742265860837384","2021-04-18 11:20:39","vox_es","Acto de Vox en Vallecas vs. acto de Más Madrid. Risas. https://t.co/BZd2t5dqt1",500
"26","2201623465","1383741672073297925","2021-04-18 11:18:17","vox_es","Los jóvenes de Móstoles van a votar  a @vox_es https://t.co/t0LG0yzpzD",264
"27","2201623465","1383740952146178050","2021-04-18 11:15:26","vox_es","Las elecciones no se ganan en el centro, se ganan en la verdad. 

El 4 de mayo #ProtegeMadrid del asalto comunista, vota seguro. 

<U+0001F4AA><U+0001F1EA><U+0001F1F8> https://t.co/NuRGRF61f6",1555
"28","2201623465","1383740277030940678","2021-04-18 11:12:45","vox_es","¡Seguimos adelante por la libertad de Madrid!<U+0001F447>

<U+0001F4CD>Getafe. Domingo 18 a las 19:30h en Plaza de las Cuestas.

<U+0001F4CD>Villalba. Lunes 19 de abril a las 19:30h en Plaza de los Belgas. https://t.co/vyqUE8qBDb",286
"29","2201623465","1383734875270774795","2021-04-18 10:51:17","vox_es","Móstoles en pie con VOX <U+0001F4AA><U+0001F1EA><U+0001F1F8>

Estas son nuestras encuestas <U+0001F447> https://t.co/sEY3273W3b",1100
"30","2201623465","1383730885158072325","2021-04-18 10:35:26","vox_es","Sigue #endirecto las intervenciones de Santiago Abascal y Rocío Monasterio en el acto de Vox https://t.co/3GR4bywL2y",194
"31","2201623465","1383725626486444039","2021-04-18 10:14:32","vox_es","En España el porcentaje de paro juvenil es superior al de Sudáfrica.

¿Cuándo veremos un documental sobre ello en la televisión pública que cuesta 472 millones a los españoles?

El 1 de mayo saldremos a la calle con @solidaridad_esp en defensa de nuestros jóvenes trabajadores. https://t.co/Wgh7OX7YXm",323
"32","2201623465","1383719995062976520","2021-04-18 09:52:09","vox_es","En los previos del acto inicio de campaña en Móstoles de @vox_es con @Santi_ABASCAL y @monasterioR https://t.co/CZavJDiMZG",211
